"country","year","quarter","vessel_length_category","fishing_technique","gear_type","target_assemblage","mesh_size_range","metier","metier7","supra_region","sub_region","eez_indicator","geo_indicator","specon_tech","deep","total_days_at sea","total_fishing_days","total_kw_days at sea","total_gt_days at sea","total_kw_fishing days","total_gt_fishing days","hours_at_sea","kw_hours_at sea","gt_hours_at sea","confidential"
"Sweden",2016,3,"VL0010","FPO","OTB","MCD","80D100","OTB_MCD_90-99_1_300",NA,"NAO","27.3.A.21",NA,"NGI","SELTRA",NA,"3","5","414","21","690","35",NA,NA,NA,"N"
"Sweden",2016,3,"VL0010","FPO","PS","SPF","32D80","PS_SPF_32-69_0_0",NA,"NAO","27.3.A.20",NA,"NGI",NA,NA,"3","3","264","12","264","12",NA,NA,NA,"N"
"Sweden",2016,3,"VL0010","FPO","SB","FIF","00D16","SB_FIF_>0_0_0",NA,"NAO","27.3.A.20",NA,"NGI",NA,NA,"1","1","47","1","47","1",NA,NA,NA,"N"
"Sweden",2016,3,"VL0010","FPO","SB","FIF","32D80","SB_FIF_>0_0_0",NA,"NAO","27.3.A.20",NA,"NGI",NA,NA,"2","2","176","8","176","8",NA,NA,NA,"N"
"Sweden",2016,3,"VL0010","HOK","FPO","CRU",NA,"FPO_CRU_>0_0_0",NA,"NAO","27.3.A.20",NA,"NGI",NA,NA,"12","15","586","71","694","89",NA,NA,NA,"N"
"Sweden",2016,3,"VL0010","HOK","FPO","CRU",NA,"FPO_CRU_>0_0_0",NA,"NAO","27.3.A.21",NA,"NGI",NA,NA,"4","4","200","32","200","32",NA,NA,NA,"N"
"Sweden",2016,3,"VL0010","HOK","GNS","DEF","120D220","GNS_DEF_120-219_0_0",NA,"NAO","27.3.A.20",NA,"NGI",NA,NA,"2","2","64","2","64","2",NA,NA,NA,"N"
"Sweden",2016,3,"VL0010","HOK","LHP","DEF",NA,"LHP_DEF_0_0_0",NA,"NAO","27.3.A.20",NA,"NGI",NA,NA,"13","15","763","75","863","91",NA,NA,NA,"N"
"Sweden",2016,3,"VL0010","HOK","LHP","SPF",NA,"LHP_SPF_0_0_0",NA,"NAO","27.3.A.20",NA,"NGI",NA,NA,"3","3","56","3","56","3",NA,NA,NA,"N"
"Sweden",2016,3,"VL0010","HOK","LTL","SPF",NA,"LTL_SPF_0_0_0",NA,"NAO","27.3.A.20",NA,"NGI",NA,NA,"62","62","3412","232","3419","234",NA,NA,NA,"N"
"Sweden",2016,3,"VL0010","HOK","LTL","SPF",NA,"LTL_SPF_0_0_0",NA,"NAO","27.3.A.21",NA,"NGI",NA,NA,"2","2","44","8","44","8",NA,NA,NA,"N"
"Sweden",2016,3,"VL0010","NO","NK","NK","NK","NK",NA,"NAO","27.3.A.20",NA,"NGI",NA,NA,"12","12","240","12","240","12",NA,NA,NA,"N"
"Sweden",2016,3,"VL0010","PGO","NK","NK","NK","NK",NA,"NAO","27.3.A.20",NA,"NGI",NA,NA,"21","21","336","105","336","105",NA,NA,NA,"N"
"Sweden",2016,3,"VL0010","PGP","FPO","CRU",NA,"FPO_CRU_>0_0_0",NA,"NAO","27.3.A.20",NA,"NGI",NA,NA,"54","54","6049","242","6049","242",NA,NA,NA,"N"
"Sweden",2016,3,"VL0010","PGP","FPO","CRU",NA,"FPO_CRU_>0_0_0",NA,"NAO","27.3.A.21",NA,"NGI",NA,NA,"20","20","1378","88","1378","88",NA,NA,NA,"N"
"Sweden",2016,3,"VL0010","PGP","FYK","CRU","NK","FYK_CRU_>0_0_0",NA,"NAO","27.3.A.20",NA,"NGI",NA,NA,"2","2","402","16","402","16",NA,NA,NA,"N"
"Sweden",2016,3,"VL0010","PGP","GND","SPF","50D71","GND_SPF_50-70_0_0",NA,"NAO","27.3.A.20",NA,"NGI",NA,NA,"21","21","3212","120","3212","120",NA,NA,NA,"N"
"Sweden",2016,3,"VL0010","PGP","GNS","DEF","120D220","GNS_DEF_120-219_0_0",NA,"NAO","27.3.A.20",NA,"NGI",NA,NA,"8","8","288","20","288","20",NA,NA,NA,"N"
"Sweden",2016,3,"VL0010","PGP","GNS","DEF","120D220","GNS_DEF_120-219_0_0",NA,"NAO","27.3.A.21",NA,"NGI",NA,NA,"6","6","292","38","292","38",NA,NA,NA,"N"
"Sweden",2016,3,"VL0010","PGP","GNS","SPF","50D71","GNS_SPF_50-70_0_0",NA,"NAO","27.3.A.20",NA,"NGI",NA,NA,"3","3","77","3","77","3",NA,NA,NA,"N"
"Sweden",2016,3,"VL0010","PGP","GTR","DEF","120D220","GTR_DEF_120-219_0_0",NA,"NAO","27.3.A.20",NA,"NGI",NA,NA,"7","7","1460","60","1460","60",NA,NA,NA,"N"
"Sweden",2016,3,"VL0010","PGP","LHP","DEF",NA,"LHP_DEF_0_0_0",NA,"NAO","27.3.A.20",NA,"NGI",NA,NA,"12","12","1311","34","1311","34",NA,NA,NA,"N"
"Sweden",2016,3,"VL0010","PGP","LHP","SPF",NA,"LHP_SPF_0_0_0",NA,"NAO","27.3.A.20",NA,"NGI",NA,NA,"17","17","3042","106","3042","106",NA,NA,NA,"N"
"Sweden",2016,3,"VL0010","PGP","LHP","SPF",NA,"LHP_SPF_0_0_0",NA,"NAO","27.3.A.21",NA,"NGI",NA,NA,"42","42","4722","240","4722","240",NA,NA,NA,"N"
"Sweden",2016,3,"VL0010","PGP","LTL","SPF",NA,"LTL_SPF_0_0_0",NA,"NAO","27.3.A.20",NA,"NGI",NA,NA,"69","69","7357","302","7357","302",NA,NA,NA,"N"
"Sweden",2016,3,"VL0010","PGP","LTL","SPF",NA,"LTL_SPF_0_0_0",NA,"NAO","27.3.A.21",NA,"NGI",NA,NA,"78","78","9796","500","9796","500",NA,NA,NA,"N"
"Sweden",2016,3,"VL0812","DFN","FPN","ANA","NK","FPN_ANA_>0_0_0",NA,"NAO","27.3.D.27",NA,"NGI",NA,NA,"8","8","441","47","441","47",NA,NA,NA,"N"
"Sweden",2016,3,"VL0812","DFN","FPN","ANA","NK","FPN_ANA_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"32","32","2182","190","2182","190",NA,NA,NA,"N"
"Sweden",2016,3,"VL0812","DFN","FPN","CAT","NK","FPN_CAT_>0_0_0",NA,"NAO","27.3.D.27",NA,"NGI",NA,NA,"47","47","1128","235","1128","235",NA,NA,NA,"N"
"Sweden",2016,3,"VL0812","DFN","FPN","DEF","NK","FPN_DEF_>0_0_0",NA,"NAO","27.3.D.24",NA,"NGI",NA,NA,"17","17","2754","306","2754","306",NA,NA,NA,"N"
"Sweden",2016,3,"VL0812","DFN","FPO","CRU",NA,"FPO_CRU_>0_0_0",NA,"NAO","27.3.B.23",NA,"NGI",NA,NA,"1","1","190","16","190","16",NA,NA,NA,"N"
"Sweden",2016,3,"VL0812","DFN","FPO","DEF",NA,"FPO_DEF_>0_0_0",NA,"NAO","27.3.D.24",NA,"NGI",NA,NA,"4","8","729","81","1296","144",NA,NA,NA,"N"
"Sweden",2016,3,"VL0812","DFN","FPO","DEF",NA,"FPO_DEF_>0_0_0",NA,"NAO","27.3.D.25",NA,"NGI",NA,NA,"12","16","580","91","890","134",NA,NA,NA,"N"
"Sweden",2016,3,"VL0812","DFN","FYK","CAT","NK","FYK_CAT_>0_0_0",NA,"NAO","27.3.D.27",NA,"NGI",NA,NA,"101","101","6175","609","6175","609",NA,NA,NA,"N"
"Sweden",2016,3,"VL0812","DFN","FYK","CAT","NK","FYK_CAT_>0_0_0",NA,"NAO","27.3.D.29",NA,"NGI",NA,NA,"15","15","1050","112","1050","112",NA,NA,NA,"N"
"Sweden",2016,3,"VL0812","DFN","FYK","CAT","NK","FYK_CAT_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"38","38","3293","167","3293","167",NA,NA,NA,"N"
"Sweden",2016,3,"VL0812","DFN","FYK","SPF","NK","FYK_SPF_>0_0_0",NA,"NAO","27.3.D.31",NA,"NGI",NA,NA,"6","6","360","18","360","18",NA,NA,NA,"N"
"Sweden",2016,3,"VL0812","DFN","GNS","DEF","110D157","GNS_DEF_110-156_0_0",NA,"NAO","27.3.B.23",NA,"NGI",NA,NA,"160","161","15061","1417","15084","1422",NA,NA,NA,"N"
"Sweden",2016,3,"VL0812","DFN","GNS","DEF","110D157","GNS_DEF_110-156_0_0",NA,"NAO","27.3.D.24",NA,"NGI",NA,NA,"240","246","23404","2134","24426","2235",NA,NA,NA,"N"
"Sweden",2016,3,"VL0812","DFN","GNS","DEF","110D157","GNS_DEF_110-156_0_0",NA,"NAO","27.3.D.25",NA,"NGI",NA,NA,"360","366","25234","2802","25578","2851",NA,NA,NA,"N"
"Sweden",2016,3,"VL0812","DFN","GNS","DEF","110D157","GNS_DEF_110-156_0_0",NA,"NAO","27.3.D.27",NA,"NGI",NA,NA,"154","154","11113","1162","10966","1141",NA,NA,NA,"N"
"Sweden",2016,3,"VL0812","DFN","GNS","DEF","110D157","GNS_DEF_110-156_0_0",NA,"NAO","27.3.D.28.2",NA,"NGI",NA,NA,"42","42","4498","392","4498","392",NA,NA,NA,"N"
"Sweden",2016,3,"VL0812","DFN","GNS","DEF","110D157","GNS_DEF_110-156_0_0",NA,"NAO","27.3.D.29",NA,"NGI",NA,NA,"176","160","11047","1764","9863","1634",NA,NA,NA,"N"
"Sweden",2016,3,"VL0812","DFN","GNS","DEF","110D157","GNS_DEF_110-156_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"11","11","1185","42","1185","42",NA,NA,NA,"N"
"Sweden",2016,3,"VL0812","DFN","GNS","DEF","157DXX","GNS_DEF_>=157_0_0",NA,"NAO","27.3.B.23",NA,"NGI",NA,NA,"50","50","3880","310","3792","298",NA,NA,NA,"N"
"Sweden",2016,3,"VL0812","DFN","GNS","DEF","157DXX","GNS_DEF_>=157_0_0",NA,"NAO","27.3.D.24",NA,"NGI",NA,NA,"15","17","2235","174","2631","202",NA,NA,NA,"N"
"Sweden",2016,3,"VL0812","DFN","GNS","DEF","157DXX","GNS_DEF_>=157_0_0",NA,"NAO","27.3.D.25",NA,"NGI",NA,NA,"20","20","1542","250","1513","247",NA,NA,NA,"N"
"Sweden",2016,3,"VL0812","DFN","GNS","DEF","157DXX","GNS_DEF_>=157_0_0",NA,"NAO","27.3.D.27",NA,"NGI",NA,NA,"23","29","850","128","1059","149",NA,NA,NA,"N"
"Sweden",2016,3,"VL0812","DFN","GNS","DEF","157DXX","GNS_DEF_>=157_0_0",NA,"NAO","27.3.D.28.2",NA,"NGI",NA,NA,"17","17","1132","63","1132","63",NA,NA,NA,"N"
"Sweden",2016,3,"VL0812","DFN","GNS","DEF","157DXX","GNS_DEF_>=157_0_0",NA,"NAO","27.3.D.29",NA,"NGI",NA,NA,"3","3","66","30","66","30",NA,NA,NA,"N"
"Sweden",2016,3,"VL0812","DFN","GNS","DEF","90D110","GNS_DEF_90-109_0_0",NA,"NAO","27.3.B.23",NA,"NGI",NA,NA,"2","2","220","22","220","22",NA,NA,NA,"N"
"Sweden",2016,3,"VL0812","DFN","GNS","FWS","16D32","GNS_FWS_>0_0_0",NA,"NAO","27.3.D.31",NA,"NGI",NA,NA,"18","19","2126","110","2262","118",NA,NA,NA,"N"
"Sweden",2016,3,"VL0812","DFN","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NAO","27.3.D.27",NA,"NGI",NA,NA,"223","223","13418","1315","13418","1315",NA,NA,NA,"N"
"Sweden",2016,3,"VL0812","DFN","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NAO","27.3.D.29",NA,"NGI",NA,NA,"3","3","184","22","184","22",NA,NA,NA,"N"
"Sweden",2016,3,"VL0812","DFN","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"120","120","10903","577","10903","577",NA,NA,NA,"N"
"Sweden",2016,3,"VL0812","DFN","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NAO","27.3.D.31",NA,"NGI",NA,NA,"12","12","2202","31","2202","31",NA,NA,NA,"N"
"Sweden",2016,3,"VL0812","DFN","GNS","FWS","90D110","GNS_FWS_>0_0_0",NA,"NAO","27.3.D.27",NA,"NGI",NA,NA,"67","67","4626","501","4626","501",NA,NA,NA,"N"
"Sweden",2016,3,"VL0812","DFN","GNS","FWS","90D110","GNS_FWS_>0_0_0",NA,"NAO","27.3.D.29",NA,"NGI",NA,NA,"152","151","10765","772","10730","761",NA,NA,NA,"N"
"Sweden",2016,3,"VL0812","DFN","GNS","FWS","90D110","GNS_FWS_>0_0_0",NA,"NAO","27.3.D.31",NA,"NGI",NA,NA,"6","6","1098","13","1098","13",NA,NA,NA,"N"
"Sweden",2016,3,"VL0812","DFN","GNS","SPF","16D32","GNS_SPF_16-31_0_0",NA,"NAO","27.3.B.23",NA,"NGI",NA,NA,"1","1","88","11","88","11",NA,NA,NA,"N"
"Sweden",2016,3,"VL0812","DFN","GNS","SPF","16D32","GNS_SPF_16-31_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"25","25","2605","123","2605","123",NA,NA,NA,"N"
"Sweden",2016,3,"VL0812","DFN","GNS","SPF","16D32","GNS_SPF_16-31_0_0",NA,"NAO","27.3.D.31",NA,"NGI",NA,NA,"1","1","60","3","60","3",NA,NA,NA,"N"
"Sweden",2016,3,"VL0812","DFN","GNS","SPF","32D90","GNS_SPF_32-89_0_0",NA,"NAO","27.3.B.23",NA,"NGI",NA,NA,"83","83","7632","742","7632","742",NA,NA,NA,"N"
"Sweden",2016,3,"VL0812","DFN","GNS","SPF","32D90","GNS_SPF_32-89_0_0",NA,"NAO","27.3.D.27",NA,"NGI",NA,NA,"15","15","905","115","905","115",NA,NA,NA,"N"
"Sweden",2016,3,"VL0812","DFN","GNS","SPF","32D90","GNS_SPF_32-89_0_0",NA,"NAO","27.3.D.28.2",NA,"NGI",NA,NA,"6","6","396","16","396","16",NA,NA,NA,"N"
"Sweden",2016,3,"VL0812","DFN","GNS","SPF","32D90","GNS_SPF_32-89_0_0",NA,"NAO","27.3.D.29",NA,"NGI",NA,NA,"29","29","2018","204","2018","204",NA,NA,NA,"N"
"Sweden",2016,3,"VL0812","DFN","GNS","SPF","32D90","GNS_SPF_32-89_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"212","212","22726","1300","22726","1300",NA,NA,NA,"N"
"Sweden",2016,3,"VL0812","DFN","GTR","DEF","110D157","GTR_DEF_110-156_0_0",NA,"NAO","27.3.B.23",NA,"NGI",NA,NA,"157","157","17251","1285","17251","1285",NA,NA,NA,"N"
"Sweden",2016,3,"VL0812","DFN","GTR","DEF","110D157","GTR_DEF_110-156_0_0",NA,"NAO","27.3.D.24",NA,"NGI",NA,NA,"25","28","1475","250","1652","280",NA,NA,NA,"N"
"Sweden",2016,3,"VL0812","DFN","GTR","DEF","157DXX","GTR_DEF_>=157_0_0",NA,"NAO","27.3.B.23",NA,"NGI",NA,NA,"70","70","3395","659","3418","664",NA,NA,NA,"N"
"Sweden",2016,3,"VL0812","DFN","GTR","DEF","157DXX","GTR_DEF_>=157_0_0",NA,"NAO","27.3.D.24",NA,"NGI",NA,NA,"2","2","118","20","118","20",NA,NA,NA,"N"
"Sweden",2016,3,"VL0812","DFN","GTR","DEF","157DXX","GTR_DEF_>=157_0_0",NA,"NAO","27.3.D.25",NA,"NGI",NA,NA,"1","1","68","6","68","6",NA,NA,NA,"N"
"Sweden",2016,3,"VL0812","DFN","LHP","DEF",NA,"LHP_DEF_0_0_0",NA,"NAO","27.3.B.23",NA,"NGI",NA,NA,"50","50","13271","350","13271","350",NA,NA,NA,"N"
"Sweden",2016,3,"VL0812","DFN","LLS","DEF",NA,"LLS_DEF_0_0_0",NA,"NAO","27.3.D.25",NA,"NGI",NA,NA,"2","2","122","10","122","10",NA,NA,NA,"N"
"Sweden",2016,3,"VL0812","DFN","OTB","SPF","32D90","OTB_SPF_32-89_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"1","1","221","7","221","7",NA,NA,NA,"N"
"Sweden",2016,3,"VL0812","DFN","OTB","SPF","32D90","OTB_SPF_32-89_0_0",NA,"NAO","27.3.D.31",NA,"NGI",NA,NA,"1","1","136","8","136","8",NA,NA,NA,"N"
"Sweden",2016,3,"VL0812","DFN","PTB","FWS","16D32","PTB_FWS_>0_0_0",NA,"NAO","27.3.D.31",NA,"NGI",NA,NA,"16","16","4208","192","4208","192",NA,NA,NA,"N"
"Sweden",2016,3,"VL0812","DTS","OTB","DEF","110DXX","OTB_DEF_>=120_3_120",NA,"NAO","27.3.D.24",NA,"NGI","T90",NA,"2","1","172","18","115","12",NA,NA,NA,"N"
"Sweden",2016,3,"VL0812","DTS","OTB","DEF","110DXX","OTB_DEF_>=120_3_120",NA,"NAO","27.3.D.25",NA,"NGI","T90",NA,"2","1","172","18","115","12",NA,NA,NA,"N"
"Sweden",2016,3,"VL0812","DTS","OTB","SPF","16D32","OTB_SPF_16-31_0_0",NA,"NAO","27.3.D.28.2",NA,"NGI",NA,NA,"10","10","1288","136","1288","136",NA,NA,NA,"N"
"Sweden",2016,3,"VL0812","DTS","PTB","FWS","16D32","PTB_FWS_>0_0_0",NA,"NAO","27.3.D.31",NA,"NGI",NA,NA,"141","140","24888","1372","24734","1367",NA,NA,NA,"N"
"Sweden",2016,3,"VL0812","DTS","SB","FIF","16D32","SB_FIF_>0_0_0",NA,"NAO","27.3.D.31",NA,"NGI",NA,NA,"2","2","238","16","238","16",NA,NA,NA,"N"
"Sweden",2016,3,"VL0812","FPO","FPN","ANA","NK","FPN_ANA_>0_0_0",NA,"NAO","27.3.D.31",NA,"NGI",NA,NA,"38","38","2521","152","2521","152",NA,NA,NA,"N"
"Sweden",2016,3,"VL0812","FPO","FPN","CAT","NK","FPN_CAT_>0_0_0",NA,"NAO","27.3.D.27",NA,"NGI",NA,NA,"151","151","6461","1006","6461","1006",NA,NA,NA,"N"
"Sweden",2016,3,"VL0812","FPO","FYK","CAT","NK","FYK_CAT_>0_0_0",NA,"NAO","27.3.B.23",NA,"NGI",NA,NA,"40","40","2680","240","2680","240",NA,NA,NA,"N"
"Sweden",2016,3,"VL0812","FPO","FYK","CAT","NK","FYK_CAT_>0_0_0",NA,"NAO","27.3.D.27",NA,"NGI",NA,NA,"218","218","7253","1365","7253","1365",NA,NA,NA,"N"
"Sweden",2016,3,"VL0812","FPO","FYK","FWS","NK","FYK_FWS_>0_0_0",NA,"NAO","27.3.D.31",NA,"NGI",NA,NA,"31","31","2108","124","2108","124",NA,NA,NA,"N"
"Sweden",2016,3,"VL0812","FPO","FYK","SPF","NK","FYK_SPF_>0_0_0",NA,"NAO","27.3.D.31",NA,"NGI",NA,NA,"31","29","2514","138","2262","126",NA,NA,NA,"N"
"Sweden",2016,3,"VL0812","FPO","GNS","ANA","16D32","GNS_ANA_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"7","7","308","56","308","56",NA,NA,NA,"N"
"Sweden",2016,3,"VL0812","FPO","GNS","DEF","110D157","GNS_DEF_110-156_0_0",NA,"NAO","27.3.B.23",NA,"NGI",NA,NA,"5","5","452","38","452","38",NA,NA,NA,"N"
"Sweden",2016,3,"VL0812","FPO","GNS","DEF","110D157","GNS_DEF_110-156_0_0",NA,"NAO","27.3.D.27",NA,"NGI",NA,NA,"26","26","1751","154","1751","154",NA,NA,NA,"N"
"Sweden",2016,3,"VL0812","FPO","GNS","DEF","157DXX","GNS_DEF_>=157_0_0",NA,"NAO","27.3.B.23",NA,"NGI",NA,NA,"7","7","1288","98","1288","98",NA,NA,NA,"N"
"Sweden",2016,3,"VL0812","FPO","GNS","FWS","90D110","GNS_FWS_>0_0_0",NA,"NAO","27.3.D.31",NA,"NGI",NA,NA,"1","1","126","6","126","6",NA,NA,NA,"N"
"Sweden",2016,3,"VL0812","HOK","GNS","DEF","110D157","GNS_DEF_110-156_0_0",NA,"NAO","27.3.D.25",NA,"NGI",NA,NA,"17","17","1436","133","1436","133",NA,NA,NA,"N"
"Sweden",2016,3,"VL0812","HOK","GNS","DEF","157DXX","GNS_DEF_>=157_0_0",NA,"NAO","27.3.D.25",NA,"NGI",NA,NA,"4","4","160","20","160","20",NA,NA,NA,"N"
"Sweden",2016,3,"VL0812","HOK","LHP","DEF",NA,"LHP_DEF_0_0_0",NA,"NAO","27.3.D.25",NA,"NGI",NA,NA,"2","2","82","10","82","10",NA,NA,NA,"N"
"Sweden",2016,3,"VL0812","HOK","LLS","DEF",NA,"LLS_DEF_0_0_0",NA,"NAO","27.3.D.25",NA,"NGI",NA,NA,"25","25","2242","261","2242","261",NA,NA,NA,"N"
"Sweden",2016,3,"VL0812","PGP","FPN","ANA","NK","FPN_ANA_>0_0_0",NA,"NAO","27.3.D.29",NA,"NGI",NA,NA,"8","8","910","34","910","34",NA,NA,NA,"N"
"Sweden",2016,3,"VL0812","PGP","FPO","DEF",NA,"FPO_DEF_>0_0_0",NA,"NAO","27.3.D.25",NA,"NGI",NA,NA,"0","1","176","9","353","18",NA,NA,NA,"N"
"Sweden",2016,3,"VL0812","PGP","FYK","FWS","NK","FYK_FWS_>0_0_0",NA,"NAO","27.3.D.29",NA,"NGI",NA,NA,"8","8","910","34","910","34",NA,NA,NA,"N"
"Sweden",2016,3,"VL0812","PGP","FYK","FWS","NK","FYK_FWS_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"10","10","1070","40","1070","40",NA,NA,NA,"N"
"Sweden",2016,3,"VL0812","PGP","FYK","SPF","NK","FYK_SPF_>0_0_0",NA,"NAO","27.3.D.31",NA,"NGI",NA,NA,"12","12","1125","50","1125","50",NA,NA,NA,"N"
"Sweden",2016,3,"VL0812","PGP","GNS","DEF","110D157","GNS_DEF_110-156_0_0",NA,"NAO","27.3.D.25",NA,"NGI",NA,NA,"0","1","176","9","353","18",NA,NA,NA,"N"
"Sweden",2016,3,"VL0812","PGP","GNS","FWS","16D32","GNS_FWS_>0_0_0",NA,"NAO","27.3.D.31",NA,"NGI",NA,NA,"12","12","1125","50","1125","50",NA,NA,NA,"N"
"Sweden",2016,3,"VL0812","PGP","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NAO","27.3.D.29",NA,"NGI",NA,NA,"5","5","553","21","553","21",NA,NA,NA,"N"
"Sweden",2016,3,"VL0812","PGP","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"13","13","1346","50","1346","50",NA,NA,NA,"N"
"Sweden",2016,3,"VL0812","PGP","GNS","SPF","32D90","GNS_SPF_32-89_0_0",NA,"NAO","27.3.D.29",NA,"NGI",NA,NA,"5","5","553","21","553","21",NA,NA,NA,"N"
"Sweden",2016,3,"VL0812","PGP","GNS","SPF","32D90","GNS_SPF_32-89_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"13","13","1346","50","1346","50",NA,NA,NA,"N"
"Sweden",2016,3,"VL0812","PGP","LHP","DEF",NA,"LHP_DEF_0_0_0",NA,"NAO","27.3.D.25",NA,"NGI",NA,NA,"0","1","176","9","353","18",NA,NA,NA,"N"
"Sweden",2016,3,"VL0812","PGP","LLS","DEF",NA,"LLS_DEF_0_0_0",NA,"NAO","27.3.D.25",NA,"NGI",NA,NA,"0","1","176","9","353","18",NA,NA,NA,"N"
"Sweden",2016,3,"VL0812","PGP","NK","NK","NK","NK",NA,"NAO","27.3.D.29",NA,"NGI",NA,NA,"8","8","910","34","910","34",NA,NA,NA,"N"
"Sweden",2016,3,"VL0812","PS","GNS","DEF","110D157","GNS_DEF_110-156_0_0",NA,"NAO","27.3.D.25",NA,"NGI",NA,NA,"6","6","882","102","882","102",NA,NA,NA,"N"
"Sweden",2016,3,"VL0812","TM","OTM","SPF","16D32","OTM_SPF_16-31_0_0",NA,"NAO","27.3.D.28.2",NA,"NGI",NA,NA,"14","14","2436","266","2436","266",NA,NA,NA,"N"
"Sweden",2016,3,"VL1012","DFN","FPO","CRU",NA,"FPO_CRU_>0_0_0",NA,"NAO","27.3.A.20",NA,"NGI",NA,NA,"16","18","4053","161","4539","183",NA,NA,NA,"N"
"Sweden",2016,3,"VL1012","DFN","GND","SPF","50D71","GND_SPF_50-70_0_0",NA,"NAO","27.3.A.20",NA,"NGI",NA,NA,"31","32","4776","292","4978","302",NA,NA,NA,"N"
"Sweden",2016,3,"VL1012","DFN","GNS","DEF","120D220","GNS_DEF_120-219_0_0",NA,"NAO","27.3.A.20",NA,"NGI",NA,NA,"16","15","2970","220","2765","198",NA,NA,NA,"N"
"Sweden",2016,3,"VL1012","DFN","GNS","SPF","50D71","GNS_SPF_50-70_0_0",NA,"NAO","27.3.A.20",NA,"NGI",NA,NA,"1","1","81","12","81","12",NA,NA,NA,"N"
"Sweden",2016,3,"VL1012","DFN","GNS","SPF","50D71","GNS_SPF_50-70_0_0",NA,"NAO","27.3.A.21",NA,"NGI",NA,NA,"2","2","220","18","220","18",NA,NA,NA,"N"
"Sweden",2016,3,"VL1012","DFN","GTR","DEF","120D220","GTR_DEF_120-219_0_0",NA,"NAO","27.3.A.20",NA,"NGI",NA,NA,"30","33","6968","377","7697","410",NA,NA,NA,"N"
"Sweden",2016,3,"VL1012","DFN","LHP","DEF",NA,"LHP_DEF_0_0_0",NA,"NAO","27.3.A.20",NA,"NGI",NA,NA,"5","5","810","45","810","45",NA,NA,NA,"N"
"Sweden",2016,3,"VL1012","DFN","LHP","SPF",NA,"LHP_SPF_0_0_0",NA,"NAO","27.3.A.20",NA,"NGI",NA,NA,"22","23","4007","280","4251","298",NA,NA,NA,"N"
"Sweden",2016,3,"VL1012","DFN","LHP","SPF",NA,"LHP_SPF_0_0_0",NA,"NAO","27.3.A.21",NA,"NGI",NA,NA,"1","1","412","15","412","15",NA,NA,NA,"N"
"Sweden",2016,3,"VL1012","DFN","OTB","CRU","70S90","OTB_CRU_70-89_2_35",NA,"NAO","27.3.A.21",NA,"NGI","GRID35",NA,"23","23","2461","483","2461","483",NA,NA,NA,"N"
"Sweden",2016,3,"VL1012","DTS","OTB","CRU","32D80","OTB_CRU_32-69_2_22",NA,"NAO","27.3.A.20",NA,"NGI","GRID19",NA,"28","28","3070","324","3070","324",NA,NA,NA,"N"
"Sweden",2016,3,"VL1012","DTS","OTB","CRU","32D80","OTB_CRU_32-69_4_22",NA,"NAO","27.3.A.20",NA,"NGI",NA,NA,"3","1","552","57","184","19",NA,NA,NA,"N"
"Sweden",2016,3,"VL1012","DTS","OTB","CRU","32D80","OTB_CRU_70-89_2_35",NA,"NAO","27.3.A.20",NA,"NGI",NA,NA,"0","0","40","4","40","4",NA,NA,NA,"N"
"Sweden",2016,3,"VL1012","DTS","OTB","CRU","70S90","OTB_CRU_70-89_2_35",NA,"NAO","27.3.A.20",NA,"NGI","GRID35",NA,"348","381","63572","6178","70004","6770",NA,NA,NA,"N"
"Sweden",2016,3,"VL1012","DTS","OTB","CRU","70S90","OTB_CRU_70-89_2_35",NA,"NAO","27.3.A.21",NA,"NGI","GRID35",NA,"54","64","7614","760","9682","921",NA,NA,NA,"N"
"Sweden",2016,3,"VL1012","DTS","OTB","DEF","120DXX","OTB_DEF_>=120_0_0",NA,"NAO","27.3.A.20",NA,"NGI",NA,NA,"2","1","368","38","184","19",NA,NA,NA,"N"
"Sweden",2016,3,"VL1012","DTS","OTB","DEF","120DXX","OTB_DEF_>=120_0_0",NA,"NAO","27.3.A.20",NA,"NGI","SELTRA",NA,"1","1","221","17","221","17",NA,NA,NA,"N"
"Sweden",2016,3,"VL1012","DTS","OTB","MCD","80D100","OTB_MCD_90-99_0_0",NA,"NAO","27.3.A.21",NA,"NGI",NA,NA,"5","5","575","55","575","55",NA,NA,NA,"N"
