"country","year","quarter","vessel_length_category","fishing_technique","gear_type","target_assemblage","mesh_size_range","metier","metier7","supra_region","sub_region","eez_indicator","geo_indicator","specon_tech","deep","total_days_at sea","total_fishing_days","total_kw_days at sea","total_gt_days at sea","total_kw_fishing days","total_gt_fishing days","hours_at_sea","kw_hours_at sea","gt_hours_at sea","confidential"
"Sweden",2013,1,"VL0008","DFN","FYK","CAT","NK","FYK_CAT_>0_0_0",NA,"NAO","27.3.D.25",NA,"NGI",NA,NA,"9","9","144","9","144","9",NA,NA,NA,"N"
"Sweden",2013,1,"VL0008","DFN","GNS","DEF","110D157","GNS_DEF_110-156_0_0",NA,"NAO","27.3.B.23",NA,"NGI",NA,NA,"1","1","26","3","26","3",NA,NA,NA,"N"
"Sweden",2013,1,"VL0008","DFN","GNS","DEF","110D157","GNS_DEF_110-156_0_0",NA,"NAO","27.3.D.24",NA,"NGI",NA,NA,"2","2","32","6","32","6",NA,NA,NA,"N"
"Sweden",2013,1,"VL0008","DFN","GNS","DEF","110D157","GNS_DEF_110-156_0_0",NA,"NAO","27.3.D.25",NA,"NGI",NA,NA,"91","91","3695","337","3695","337",NA,NA,NA,"N"
"Sweden",2013,1,"VL0008","DFN","GNS","DEF","110D157","GNS_DEF_110-156_0_0",NA,"NAO","27.3.D.27",NA,"NGI",NA,NA,"2","2","42","2","42","2",NA,NA,NA,"N"
"Sweden",2013,1,"VL0008","DFN","GNS","FWS","110D157","GNS_FWS_>0_0_0",NA,"NAO","27.3.D.25",NA,"NGI",NA,NA,"2","2","52","6","52","6",NA,NA,NA,"N"
"Sweden",2013,1,"VL0008","DFN","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NAO","27.3.D.31",NA,"NGI",NA,NA,"17","17","748","17","748","17",NA,NA,NA,"N"
"Sweden",2013,1,"VL0008","DFN","GNS","FWS","90D110","GNS_FWS_>0_0_0",NA,"NAO","27.3.D.25",NA,"NGI",NA,NA,"17","17","212","23","212","23",NA,NA,NA,"N"
"Sweden",2013,1,"VL0008","DFN","GNS","FWS","90D110","GNS_FWS_>0_0_0",NA,"NAO","27.3.D.27",NA,"NGI",NA,NA,"22","22","832","24","832","24",NA,NA,NA,"N"
"Sweden",2013,1,"VL0008","DFN","GNS","SPF","32D90","GNS_SPF_32-89_0_0",NA,"NAO","27.3.D.25",NA,"NGI",NA,NA,"1","1","24","3","24","3",NA,NA,NA,"N"
"Sweden",2013,1,"VL0008","DFN","GNS","SPF","32D90","GNS_SPF_32-89_0_0",NA,"NAO","27.3.D.27",NA,"NGI",NA,NA,"14","14","306","50","306","50",NA,NA,NA,"N"
"Sweden",2013,1,"VL0008","DFN","GNS","SPF","32D90","GNS_SPF_32-89_0_0",NA,"NAO","27.3.D.28.2",NA,"NGI",NA,NA,"3","3","87","3","87","3",NA,NA,NA,"N"
"Sweden",2013,1,"VL0008","DFN","GNS","SPF","32D90","GNS_SPF_32-89_0_0",NA,"NAO","27.3.D.31",NA,"NGI",NA,NA,"141","141","6829","220","6829","220",NA,NA,NA,"N"
"Sweden",2013,1,"VL0008","DFN","GTR","DEF","110D157","GTR_DEF_110-156_0_0",NA,"NAO","27.3.B.23",NA,"NGI",NA,NA,"21","21","1008","63","1008","63",NA,NA,NA,"N"
"Sweden",2013,1,"VL0008","DFN","GTR","DEF","157DXX","GTR_DEF_>=157_0_0",NA,"NAO","27.3.B.23",NA,"NGI",NA,NA,"38","38","1824","114","1824","114",NA,NA,NA,"N"
"Sweden",2013,1,"VL0008","DFN","LLS","DEF",NA,"LLS_DEF_0_0_0",NA,"NAO","27.3.D.25",NA,"NGI",NA,NA,"2","2","65","8","65","8",NA,NA,NA,"N"
"Sweden",2013,1,"VL0008","DFN","LLS","DEF",NA,"LLS_DEF_0_0_0",NA,"NAO","27.3.D.27",NA,"NGI",NA,NA,"3","3","66","6","66","6",NA,NA,NA,"N"
"Sweden",2013,1,"VL0008","DFN","NK","NK","NK","NK",NA,"NAO","27.3.D.25",NA,"NGI",NA,NA,"8","8","88","8","88","8",NA,NA,NA,"N"
"Sweden",2013,1,"VL0008","FPO","FPN","ANA","NK","FPN_ANA_>0_0_0",NA,"NAO","27.3.D.31",NA,"NGI",NA,NA,"178","178","5162","0","5162","0",NA,NA,NA,"N"
"Sweden",2013,1,"VL0008","FPO","FPO","FWS",NA,"FPO_FWS_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"90","90","1440","180","1440","180",NA,NA,NA,"N"
"Sweden",2013,1,"VL0008","FPO","FYK","FWS","NK","FYK_FWS_>0_0_0",NA,"NAO","27.3.D.27",NA,"NGI",NA,NA,"13","13","143","26","143","26",NA,NA,NA,"N"
"Sweden",2013,1,"VL0008","FPO","GNS","DEF","110D157","GNS_DEF_110-156_0_0",NA,"NAO","27.3.B.23",NA,"NGI",NA,NA,"12","12","1680","48","1680","48",NA,NA,NA,"N"
"Sweden",2013,1,"VL0008","FPO","GNS","DEF","110D157","GNS_DEF_110-156_0_0",NA,"NAO","27.3.D.25",NA,"NGI",NA,NA,"5","5","35","0","35","0",NA,NA,NA,"N"
"Sweden",2013,1,"VL0008","FPO","GNS","DEF","157DXX","GNS_DEF_>=157_0_0",NA,"NAO","27.3.B.23",NA,"NGI",NA,NA,"40","40","2238","118","2238","118",NA,NA,NA,"N"
"Sweden",2013,1,"VL0008","FPO","GNS","FWS","110D157","GNS_FWS_>0_0_0",NA,"NAO","27.3.D.27",NA,"NGI",NA,NA,"4","4","148","0","148","0",NA,NA,NA,"N"
"Sweden",2013,1,"VL0008","FPO","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"8","8","232","8","232","8",NA,NA,NA,"N"
"Sweden",2013,1,"VL0008","FPO","GNS","SPF","32D90","GNS_SPF_32-89_0_0",NA,"NAO","27.3.D.31",NA,"NGI",NA,NA,"28","28","1036","0","1036","0",NA,NA,NA,"N"
"Sweden",2013,1,"VL0008","FPO","NK","NK","NK","NK",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"15","15","330","0","330","0",NA,NA,NA,"N"
"Sweden",2013,1,"VL0008","HOK","LLS","DEF",NA,"LLS_DEF_0_0_0",NA,"NAO","27.3.D.25",NA,"NGI",NA,NA,"2","2","44","2","44","2",NA,NA,NA,"N"
"Sweden",2013,1,"VL0008","NO","FYK","ANA","NK","FYK_ANA_>0_0_0",NA,"NAO","27.3.D.31",NA,"NGI",NA,NA,"28","28","560","28","560","28",NA,NA,NA,"N"
"Sweden",2013,1,"VL0008","NO","GNS","DEF","110D157","GNS_DEF_110-156_0_0",NA,"NAO","27.3.D.25",NA,"NGI",NA,NA,"9","9","180","9","180","9",NA,NA,NA,"N"
"Sweden",2013,1,"VL0008","NO","GNS","DEF","110D157","GNS_DEF_110-156_0_0",NA,"NAO","27.3.D.27",NA,"NGI",NA,NA,"21","21","417","21","417","21",NA,NA,NA,"N"
"Sweden",2013,1,"VL0008","NO","GNS","DEF","110D157","GNS_DEF_110-156_0_0",NA,"NAO","27.3.D.28.2",NA,"NGI",NA,NA,"11","11","220","11","220","11",NA,NA,NA,"N"
"Sweden",2013,1,"VL0008","NO","GNS","FWS","110D157","GNS_FWS_>0_0_0",NA,"NAO","27.3.D.25",NA,"NGI",NA,NA,"3","3","67","3","67","3",NA,NA,NA,"N"
"Sweden",2013,1,"VL0008","NO","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NAO","27.3.D.25",NA,"NGI",NA,NA,"36","36","727","36","727","36",NA,NA,NA,"N"
"Sweden",2013,1,"VL0008","NO","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NAO","27.3.D.27",NA,"NGI",NA,NA,"34","34","680","34","680","34",NA,NA,NA,"N"
"Sweden",2013,1,"VL0008","NO","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NAO","27.3.D.31",NA,"NGI",NA,NA,"13","13","260","13","260","13",NA,NA,NA,"N"
"Sweden",2013,1,"VL0008","NO","GNS","FWS","90D110","GNS_FWS_>0_0_0",NA,"NAO","27.3.D.25",NA,"NGI",NA,NA,"5","5","93","5","93","5",NA,NA,NA,"N"
"Sweden",2013,1,"VL0008","NO","GNS","FWS","90D110","GNS_FWS_>0_0_0",NA,"NAO","27.3.D.27",NA,"NGI",NA,NA,"33","33","662","33","662","33",NA,NA,NA,"N"
"Sweden",2013,1,"VL0008","NO","GNS","FWS","90D110","GNS_FWS_>0_0_0",NA,"NAO","27.3.D.29",NA,"NGI",NA,NA,"44","44","880","44","880","44",NA,NA,NA,"N"
"Sweden",2013,1,"VL0008","NO","GNS","SPF","32D90","GNS_SPF_32-89_0_0",NA,"NAO","27.3.D.25",NA,"NGI",NA,NA,"1","1","27","1","27","1",NA,NA,NA,"N"
"Sweden",2013,1,"VL0008","NO","GNS","SPF","32D90","GNS_SPF_32-89_0_0",NA,"NAO","27.3.D.27",NA,"NGI",NA,NA,"24","24","482","24","482","24",NA,NA,NA,"N"
"Sweden",2013,1,"VL0008","NO","GTR","DEF","110D157","GTR_DEF_110-156_0_0",NA,"NAO","27.3.B.23",NA,"NGI",NA,NA,"4","4","80","4","80","4",NA,NA,NA,"N"
"Sweden",2013,1,"VL0008","NO","LLS","DEF",NA,"LLS_DEF_0_0_0",NA,"NAO","27.3.D.25",NA,"NGI",NA,NA,"1","1","27","1","27","1",NA,NA,NA,"N"
"Sweden",2013,1,"VL0008","NO","LLS","DEF",NA,"LLS_DEF_0_0_0",NA,"NAO","27.3.D.27",NA,"NGI",NA,NA,"2","2","40","2","40","2",NA,NA,NA,"N"
"Sweden",2013,1,"VL0008","NO","NK","NK","NK","NK",NA,"NAO","27.3.D.25",NA,"NGI",NA,NA,"54","54","1080","54","1080","54",NA,NA,NA,"N"
"Sweden",2013,1,"VL0008","NO","NK","NK","NK","NK",NA,"NAO","27.3.D.30",NA,"NGI",NA,NA,"15","15","300","15","300","15",NA,NA,NA,"N"
"Sweden",2013,1,"VL0008","NO","NK","NK","NK","NK",NA,"NAO","27.3.D.31",NA,"NGI",NA,NA,"30","30","600","30","600","30",NA,NA,NA,"N"
"Sweden",2013,1,"VL0008","PGP","NK","NK","NK","NK",NA,"NAO","27.3.D.27",NA,"NGI",NA,NA,"4","4","116","4","116","4",NA,NA,NA,"N"
"Sweden",2013,1,"VL0010","DFN","FPO","CRU",NA,"FPO_CRU_>0_0_0",NA,"NAO","27.3.A.21",NA,"NGI",NA,NA,"14","14","1013","97","1013","97",NA,NA,NA,"N"
"Sweden",2013,1,"VL0010","DFN","GNS","DEF","120D220","GNS_DEF_120-219_0_0",NA,"NAO","27.3.A.20",NA,"NGI",NA,NA,"55","55","10723","376","10723","376",NA,NA,NA,"N"
"Sweden",2013,1,"VL0010","DFN","GNS","DEF","120D220","GNS_DEF_120-219_0_0",NA,"NAO","27.3.A.21",NA,"NGI",NA,NA,"39","39","2890","257","2890","257",NA,NA,NA,"N"
"Sweden",2013,1,"VL0010","DFN","GNS","DEF","220D250","GNS_DEF_>=220_0_0",NA,"NAO","27.3.A.21",NA,"NGI",NA,NA,"46","46","1737","191","1737","191",NA,NA,NA,"N"
"Sweden",2013,1,"VL0010","DFN","GNS","DEF","250DXX","GNS_DEF_>=220_0_0",NA,"NAO","27.3.A.21",NA,"NGI",NA,NA,"11","11","533","43","533","43",NA,NA,NA,"N"
"Sweden",2013,1,"VL0010","DFN","GNS","SPF","50D71","GNS_SPF_50-70_0_0",NA,"NAO","27.3.A.20",NA,"NGI",NA,NA,"3","3","199","9","199","9",NA,NA,NA,"N"
"Sweden",2013,1,"VL0010","DFN","GTR","DEF","120D220","GTR_DEF_120-219_0_0",NA,"NAO","27.3.A.20",NA,"NGI",NA,NA,"6","6","690","60","690","60",NA,NA,NA,"N"
"Sweden",2013,1,"VL0010","DFN","GTR","DEF","120D220","GTR_DEF_120-219_0_0",NA,"NAO","27.3.A.21",NA,"NGI",NA,NA,"60","60","4022","228","4022","228",NA,NA,NA,"N"
"Sweden",2013,1,"VL0010","DFN","LHP","DEF",NA,"LHP_DEF_0_0_0",NA,"NAO","27.3.A.20",NA,"NGI",NA,NA,"1","1","51","1","51","1",NA,NA,NA,"N"
"Sweden",2013,1,"VL0010","DTS","FPO","CRU",NA,"FPO_CRU_>0_0_0",NA,"NAO","27.3.A.20",NA,"NGI",NA,NA,"19","20","1406","152","1480","160",NA,NA,NA,"N"
"Sweden",2013,1,"VL0010","DTS","OTB","CRU","32D80","OTB_CRU_32-69_2_22",NA,"NAO","27.3.A.20",NA,"NGI","GRID19",NA,"30","30","7578","356","7578","356",NA,NA,NA,"N"
"Sweden",2013,1,"VL0010","DTS","OTB","CRU","32D80","OTB_CRU_32-69_2_22",NA,"NAO","27.3.A.21",NA,"NGI","GRID19",NA,"6","6","1230","72","1230","72",NA,NA,NA,"N"
"Sweden",2013,1,"VL0010","DTS","OTB","CRU","70S90","OTB_CRU_70-89_2_35",NA,"NAO","27.3.A.20",NA,"NGI","GRID35",NA,"40","42","5120","297","5194","305",NA,NA,NA,"N"
"Sweden",2013,1,"VL0010","DTS","OTB","CRU","70S90","OTB_CRU_70-89_2_35",NA,"NAO","27.3.A.21",NA,"NGI","GRID35",NA,"3","3","449","19","449","19",NA,NA,NA,"N"
"Sweden",2013,1,"VL0010","DTS","OTB","DEF","120DXX","OTB_DEF_>=120_0_0",NA,"NAO","27.3.A.20",NA,"NGI",NA,NA,"41","40","5742","352","5567","342",NA,NA,NA,"N"
"Sweden",2013,1,"VL0010","DTS","OTB","MCD","100D110","OTB_MCD_100-119_0_0",NA,"NAO","27.3.A.21",NA,"NGI",NA,NA,"3","3","414","21","414","21",NA,NA,NA,"N"
"Sweden",2013,1,"VL0010","DTS","OTB","MCD","80D100","OTB_MCD_90-99_0_0",NA,"NAO","27.3.A.20",NA,"NGI",NA,NA,"17","16","3445","196","3270","186",NA,NA,NA,"N"
"Sweden",2013,1,"VL0010","DTS","OTB","MCD","80D100","OTB_MCD_90-99_0_0",NA,"NAO","27.3.A.21",NA,"NGI",NA,NA,"16","16","2927","161","2927","161",NA,NA,NA,"N"
"Sweden",2013,1,"VL0010","DTS","OTB","MCD","80D100","OTB_MCD_90-99_1_140",NA,"NAO","27.3.A.20",NA,"NGI","SELTRA",NA,"22","22","5060","274","5060","274",NA,NA,NA,"N"
"Sweden",2013,1,"VL0010","DTS","OTB","MCD","80D100","OTB_MCD_90-99_1_140",NA,"NAO","27.3.A.21",NA,"NGI","SELTRA",NA,"1","1","205","12","205","12",NA,NA,NA,"N"
"Sweden",2013,1,"VL0010","DTS","OTB","MCD","80D100","OTB_MCD_90-99_1_300",NA,"NAO","27.3.A.20",NA,"NGI","SELTRA",NA,"16","16","3284","132","3284","132",NA,NA,NA,"N"
"Sweden",2013,1,"VL0010","DTS","OTB","MCD","80D100","OTB_MCD_90-99_1_300",NA,"NAO","27.3.A.21",NA,"NGI","SELTRA",NA,"4","4","696","28","696","28",NA,NA,NA,"N"
"Sweden",2013,1,"VL0010","DTS","OTT","CRU","32D80","OTT_CRU_32-69_2_22",NA,"NAO","27.3.A.20",NA,"NGI","GRID19",NA,"0","0","176","4","176","4",NA,NA,NA,"N"
"Sweden",2013,1,"VL0010","DTS","OTT","CRU","70S90","OTT_CRU_70-89_2_35",NA,"NAO","27.3.A.20",NA,"NGI","GRID35",NA,"20","20","3783","351","3783","351",NA,NA,NA,"N"
"Sweden",2013,1,"VL0010","DTS","OTT","MCD","80D100","OTT_MCD_90-99_0_0",NA,"NAO","27.3.A.20",NA,"NGI",NA,NA,"0","0","100","4","100","4",NA,NA,NA,"N"
"Sweden",2013,1,"VL0010","DTS","OTT","MCD","80D100","OTT_MCD_90-99_0_0",NA,"NAO","27.3.A.21",NA,"NGI",NA,NA,"8","8","1492","60","1492","60",NA,NA,NA,"N"
"Sweden",2013,1,"VL0010","DTS","OTT","MCD","80D100","OTT_MCD_90-99_1_140",NA,"NAO","27.3.A.20",NA,"NGI","SELTRA",NA,"9","9","1746","162","1746","162",NA,NA,NA,"N"
"Sweden",2013,1,"VL0010","FPO","FPO","CRU",NA,"FPO_CRU_>0_0_0",NA,"NAO","27.3.A.20",NA,"NGI",NA,NA,"797","797","78915","3966","78915","3966",NA,NA,NA,"N"
"Sweden",2013,1,"VL0010","FPO","FPO","CRU",NA,"FPO_CRU_>0_0_0",NA,"NAO","27.3.A.21",NA,"NGI",NA,NA,"140","140","13792","666","13792","666",NA,NA,NA,"N"
"Sweden",2013,1,"VL0010","FPO","GNS","DEF","120D220","GNS_DEF_120-219_0_0",NA,"NAO","27.3.A.20",NA,"NGI",NA,NA,"22","22","4708","194","4708","194",NA,NA,NA,"N"
"Sweden",2013,1,"VL0010","FPO","GNS","SPF","10D31","GNS_SPF_10-30_0_0",NA,"NAO","27.3.A.20",NA,"NGI",NA,NA,"24","24","1635","138","1635","138",NA,NA,NA,"N"
"Sweden",2013,1,"VL0010","FPO","GNS","SPF","50D71","GNS_SPF_50-70_0_0",NA,"NAO","27.3.A.20",NA,"NGI",NA,NA,"103","103","10938","632","10938","632",NA,NA,NA,"N"
"Sweden",2013,1,"VL0010","FPO","GNS","SPF","50D71","GNS_SPF_50-70_0_0",NA,"NAO","27.3.A.21",NA,"NGI",NA,NA,"10","10","570","30","570","30",NA,NA,NA,"N"
"Sweden",2013,1,"VL0010","FPO","OTB","CRU","70S90","OTB_CRU_70-89_2_35",NA,"NAO","27.3.A.20",NA,"NGI","GRID35",NA,"1","1","199","5","199","5",NA,NA,NA,"N"
"Sweden",2013,1,"VL0010","FPO","OTB","MCD","80D100","OTB_MCD_90-99_0_0",NA,"NAO","27.3.A.20",NA,"NGI",NA,NA,"1","1","199","5","199","5",NA,NA,NA,"N"
"Sweden",2013,1,"VL0010","FPO","OTB","MCD","80D100","OTB_MCD_90-99_1_140",NA,"NAO","27.3.A.20",NA,"NGI","SELTRA",NA,"6","6","1194","30","1194","30",NA,NA,NA,"N"
"Sweden",2013,1,"VL0010","HOK","GNS","DEF","120D220","GNS_DEF_120-219_0_0",NA,"NAO","27.3.A.20",NA,"NGI",NA,NA,"13","13","342","13","342","13",NA,NA,NA,"N"
"Sweden",2013,1,"VL0010","HOK","LHP","DEF",NA,"LHP_DEF_0_0_0",NA,"NAO","27.3.A.20",NA,"NGI",NA,NA,"23","23","1468","43","1468","43",NA,NA,NA,"N"
"Sweden",2013,1,"VL0010","NO","NK","NK","NK","NK",NA,"NAO","27.3.A.20",NA,"NGI",NA,NA,"59","59","1180","59","1180","59",NA,NA,NA,"N"
"Sweden",2013,1,"VL0010","PGP","FPO","CRU",NA,"FPO_CRU_>0_0_0",NA,"NAO","27.3.A.20",NA,"NGI",NA,NA,"13","13","2392","91","2392","91",NA,NA,NA,"N"
"Sweden",2013,1,"VL0010","PGP","FPO","CRU",NA,"FPO_CRU_>0_0_0",NA,"NAO","27.3.A.21",NA,"NGI",NA,NA,"6","6","1737","60","1737","60",NA,NA,NA,"N"
"Sweden",2013,1,"VL0010","PGP","GNS","DEF","120D220","GNS_DEF_120-219_0_0",NA,"NAO","27.3.A.20",NA,"NGI",NA,NA,"9","9","818","18","818","18",NA,NA,NA,"N"
"Sweden",2013,1,"VL0010","PGP","GNS","SPF","10D31","GNS_SPF_31-49_0_0",NA,"NAO","27.3.A.20",NA,"NGI",NA,NA,"4","4","152","12","152","12",NA,NA,NA,"N"
"Sweden",2013,1,"VL0010","PGP","GNS","SPF","50D71","GNS_SPF_50-70_0_0",NA,"NAO","27.3.A.20",NA,"NGI",NA,NA,"28","28","3280","109","3280","109",NA,NA,NA,"N"
"Sweden",2013,1,"VL0010","PGP","LHP","DEF",NA,"LHP_DEF_0_0_0",NA,"NAO","27.3.A.20",NA,"NGI",NA,NA,"15","15","2090","48","2090","48",NA,NA,NA,"N"
"Sweden",2013,1,"VL0010","PGP","LLS","DEF",NA,"LLS_DEF_0_0_0",NA,"NAO","27.3.A.20",NA,"NGI",NA,NA,"3","3","1119","36","1119","36",NA,NA,NA,"N"
"Sweden",2013,1,"VL0010","PMP","FPO","CRU",NA,"FPO_CRU_>0_0_0",NA,"NAO","27.3.A.20",NA,"NGI",NA,NA,"26","26","1716","104","1716","104",NA,NA,NA,"N"
"Sweden",2013,1,"VL0010","PMP","OTB","CRU","32D80","OTB_CRU_32-69_2_22",NA,"NAO","27.3.A.20",NA,"NGI","GRID19",NA,"4","4","264","16","264","16",NA,NA,NA,"N"
"Sweden",2013,1,"VL0812","DFN","GNS","DEF","110D157","GNS_DEF_110-156_0_0",NA,"NAO","27.3.B.23",NA,"NGI",NA,NA,"210","211","26007","1620","26024","1623",NA,NA,NA,"N"
"Sweden",2013,1,"VL0812","DFN","GNS","DEF","110D157","GNS_DEF_110-156_0_0",NA,"NAO","27.3.D.24",NA,"NGI",NA,NA,"173","173","18904","2152","18904","2152",NA,NA,NA,"N"
"Sweden",2013,1,"VL0812","DFN","GNS","DEF","110D157","GNS_DEF_110-156_0_0",NA,"NAO","27.3.D.25",NA,"NGI",NA,NA,"218","216","16458","1716","16252","1696",NA,NA,NA,"N"
"Sweden",2013,1,"VL0812","DFN","GNS","DEF","110D157","GNS_DEF_110-156_0_0",NA,"NAO","27.3.D.26",NA,"NGI",NA,NA,"4","3","440","40","330","30",NA,NA,NA,"N"
"Sweden",2013,1,"VL0812","DFN","GNS","DEF","110D157","GNS_DEF_110-156_0_0",NA,"NAO","27.3.D.27",NA,"NGI",NA,NA,"36","35","3498","372","3428","355",NA,NA,NA,"N"
"Sweden",2013,1,"VL0812","DFN","GNS","DEF","110D157","GNS_DEF_110-156_0_0",NA,"NAO","27.3.D.28.2",NA,"NGI",NA,NA,"16","4","2278","230","551","55",NA,NA,NA,"N"
"Sweden",2013,1,"VL0812","DFN","GNS","DEF","110D157","GNS_DEF_110-156_0_0",NA,"NAO","27.3.D.29",NA,"NGI",NA,NA,"7","7","312","65","312","65",NA,NA,NA,"N"
"Sweden",2013,1,"VL0812","DFN","GNS","DEF","157DXX","GNS_DEF_>=157_0_0",NA,"NAO","27.3.B.23",NA,"NGI",NA,NA,"276","282","31410","3479","32015","3556",NA,NA,NA,"N"
"Sweden",2013,1,"VL0812","DFN","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NAO","27.3.D.27",NA,"NGI",NA,NA,"9","9","630","66","630","66",NA,NA,NA,"N"
"Sweden",2013,1,"VL0812","DFN","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NAO","27.3.D.29",NA,"NGI",NA,NA,"1","1","35","11","35","11",NA,NA,NA,"N"
"Sweden",2013,1,"VL0812","DFN","GNS","FWS","90D110","GNS_FWS_>0_0_0",NA,"NAO","27.3.D.29",NA,"NGI",NA,NA,"12","12","726","66","726","66",NA,NA,NA,"N"
"Sweden",2013,1,"VL0812","DFN","GNS","SPF","16D32","GNS_SPF_16-31_0_0",NA,"NAO","27.3.D.25",NA,"NGI",NA,NA,"1","1","59","10","59","10",NA,NA,NA,"N"
"Sweden",2013,1,"VL0812","DFN","GNS","SPF","32D90","GNS_SPF_32-89_0_0",NA,"NAO","27.3.B.23",NA,"NGI",NA,NA,"100","101","12702","1534","12746","1540",NA,NA,NA,"N"
"Sweden",2013,1,"VL0812","DFN","GNS","SPF","32D90","GNS_SPF_32-89_0_0",NA,"NAO","27.3.D.27",NA,"NGI",NA,NA,"6","6","370","52","410","57",NA,NA,NA,"N"
"Sweden",2013,1,"VL0812","DFN","GNS","SPF","32D90","GNS_SPF_32-89_0_0",NA,"NAO","27.3.D.29",NA,"NGI",NA,NA,"9","9","693","78","693","78",NA,NA,NA,"N"
"Sweden",2013,1,"VL0812","DFN","GTR","DEF","110D157","GTR_DEF_110-156_0_0",NA,"NAO","27.3.B.23",NA,"NGI",NA,NA,"20","20","711","105","711","105",NA,NA,NA,"N"
"Sweden",2013,1,"VL0812","DFN","GTR","DEF","157DXX","GTR_DEF_>=157_0_0",NA,"NAO","27.3.B.23",NA,"NGI",NA,NA,"4","4","236","24","236","24",NA,NA,NA,"N"
"Sweden",2013,1,"VL0812","DFN","LLS","DEF",NA,"LLS_DEF_0_0_0",NA,"NAO","27.3.D.24",NA,"NGI",NA,NA,"89","89","8634","1030","8634","1030",NA,NA,NA,"N"
"Sweden",2013,1,"VL0812","DFN","LLS","DEF",NA,"LLS_DEF_0_0_0",NA,"NAO","27.3.D.25",NA,"NGI",NA,NA,"44","44","3910","481","3910","481",NA,NA,NA,"N"
"Sweden",2013,1,"VL0812","DFN","LLS","DEF",NA,"LLS_DEF_0_0_0",NA,"NAO","27.3.D.26",NA,"NGI",NA,NA,"1","1","198","14","198","14",NA,NA,NA,"N"
"Sweden",2013,1,"VL0812","DFN","PTB","SPF","32D90","PTB_SPF_32-89_0_0",NA,"NAO","27.3.D.27",NA,"NGI",NA,NA,"6","6","342","36","342","36",NA,NA,NA,"N"
"Sweden",2013,1,"VL0812","DTS","OTB","DEF","110DXX","OTB_DEF_>=120_3_120",NA,"NAO","27.3.D.25",NA,"NGI","BACOMA",NA,"1","1","184","19","184","19",NA,NA,NA,"N"
"Sweden",2013,1,"VL0812","DTS","OTB","SPF","16D32","OTB_SPF_16-31_0_0",NA,"NAO","27.3.D.25",NA,"NGI",NA,NA,"9","7","1467","171","1141","133",NA,NA,NA,"N"
"Sweden",2013,1,"VL0812","DTS","OTB","SPF","16D32","OTB_SPF_16-31_0_0",NA,"NAO","27.3.D.28.2",NA,"NGI",NA,NA,"3","3","489","57","489","57",NA,NA,NA,"N"
"Sweden",2013,1,"VL0812","DTS","OTB","SPF","32D90","OTB_SPF_32-89_0_0",NA,"NAO","27.3.D.25",NA,"NGI",NA,NA,"1","1","115","12","115","12",NA,NA,NA,"N"
"Sweden",2013,1,"VL0812","DTS","OTB","SPF","32D90","OTB_SPF_32-89_0_0",NA,"NAO","27.3.D.27",NA,"NGI",NA,NA,"18","18","2150","264","2150","264",NA,NA,NA,"N"
"Sweden",2013,1,"VL0812","DTS","OTB","SPF","32D90","OTB_SPF_32-89_0_0",NA,"NAO","27.3.D.28.2",NA,"NGI",NA,NA,"6","6","978","114","978","114",NA,NA,NA,"N"
"Sweden",2013,1,"VL0812","FPO","FPO","DEF",NA,"FPO_DEF_>0_0_0",NA,"NAO","27.3.D.25",NA,"NGI",NA,NA,"30","30","2640","390","2640","390",NA,NA,NA,"N"
"Sweden",2013,1,"VL0812","FPO","GNS","DEF","110D157","GNS_DEF_110-156_0_0",NA,"NAO","27.3.B.23",NA,"NGI",NA,NA,"1","1","67","6","67","6",NA,NA,NA,"N"
"Sweden",2013,1,"VL0812","FPO","GNS","DEF","110D157","GNS_DEF_110-156_0_0",NA,"NAO","27.3.D.27",NA,"NGI",NA,NA,"4","4","272","24","272","24",NA,NA,NA,"N"
"Sweden",2013,1,"VL0812","FPO","GNS","DEF","157DXX","GNS_DEF_>=157_0_0",NA,"NAO","27.3.B.23",NA,"NGI",NA,NA,"1","1","67","6","67","6",NA,NA,NA,"N"
"Sweden",2013,1,"VL0812","HOK","GNS","DEF","110D157","GNS_DEF_110-156_0_0",NA,"NAO","27.3.D.24",NA,"NGI",NA,NA,"2","2","522","26","522","26",NA,NA,NA,"N"
"Sweden",2013,1,"VL0812","HOK","LHP","DEF",NA,"LHP_DEF_0_0_0",NA,"NAO","27.3.D.24",NA,"NGI",NA,NA,"7","7","1755","79","1755","79",NA,NA,NA,"N"
"Sweden",2013,1,"VL0812","HOK","LLS","DEF",NA,"LLS_DEF_0_0_0",NA,"NAO","27.3.B.23",NA,"NGI",NA,NA,"1","1","43","6","43","6",NA,NA,NA,"N"
