"country","year","quarter","vessel_length","fishing_tech","gear_type","target_assemblage","mesh_size_range","metier","metier_7","domain_discards","domain_landings","supra_region","sub_region","eez_indicator","geo_indicator","nep_sub_region","specon_tech","deep","species","total_live_weight_landed","total_value_of_landings","tot_discards_tonnes","confidential"
"Sweden",2015,1,"VL0812","DFN","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"FVE","0.075","269.6607597101",NA,"N"
"Sweden",2015,1,"VL0812","DFN","GNS","SPF","16D32","GNS_SPF_16-31_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"HER","0.25","49.2091125752",NA,"N"
"Sweden",2015,1,"VL0812","DFN","GNS","SPF","32D90","GNS_SPF_32-89_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"HER","6.625","2048.2431314866",NA,"N"
"Sweden",2015,1,"VL0812","DTS","OTB","SPF","32D90","OTB_SPF_32-89_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"HER","6.6","7310.5831798541",NA,"N"
"Sweden",2015,1,"VL0812","HOK","GNS","SPF","32D90","GNS_SPF_32-89_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"HER","1.23","242.0997687487",NA,"N"
"Sweden",2015,1,"VL1218","DTS","OTB","SPF","16D32","OTB_SPF_16-31_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"HER","47.233","8504.5764350376",NA,"N"
"Sweden",2015,1,"VL1218","DTS","OTB","SPF","16D32","OTB_SPF_16-31_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"SPR","1.093","196.4731885373",NA,"N"
"Sweden",2015,1,"VL1218","DTS","OTB","SPF","32D90","OTB_SPF_32-89_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"HER","4.41","773.1835229494",NA,"N"
"Sweden",2015,1,"VL1218","DTS","OTB","SPF","32D90","OTB_SPF_32-89_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"SPR","0.09","15.7788418375",NA,"N"
"Sweden",2015,1,"VL1218","TM","OTM","SPF","16D32","OTM_SPF_16-31_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"HER","546.1","109064.164295902",NA,"N"
"Sweden",2015,1,"VL1218","TM","OTM","SPF","16D32","OTM_SPF_16-31_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"SPR","1.7","335.1788119108",NA,"N"
"Sweden",2015,1,"VL1824","TM","OTM","SPF","32D90","OTM_SPF_32-89_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"HER","8.2","3823.5404890671",NA,"N"
"Sweden",2015,1,"VL2440","DTS","OTB","SPF","16D32","OTB_SPF_16-31_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"HER","865.4","163060.755728798",NA,"N"
"Sweden",2015,1,"VL2440","DTS","OTB","SPF","16D32","OTB_SPF_16-31_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"SPR","19.25","3636.9724503321",NA,"N"
"Sweden",2015,1,"VL2440","TM","OTM","SPF","16D32","OTM_SPF_16-31_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"HER","1499.4","299137.702920352",NA,"N"
"Sweden",2015,1,"VL2440","TM","OTM","SPF","16D32","OTM_SPF_16-31_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"SPR","21.6","4206.9999928746",NA,"N"
"Sweden",2015,1,"VL40XX","TM","OTM","SPF","16D32","OTM_SPF_16-31_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"HER","1271","253621.90286675",NA,"N"
"Sweden",2015,1,"VL40XX","TM","OTM","SPF","16D32","OTM_SPF_16-31_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"SPR","42","10064.35418161",NA,"N"
"Sweden",2015,2,"VL0008","DFN","FPN","ANA","NK","FPN_ANA_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"FVE","2.4707","8883.3445202112",NA,"N"
"Sweden",2015,2,"VL0008","DFN","FPN","ANA","NK","FPN_ANA_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"HER","0.4","171.0095979137",NA,"N"
"Sweden",2015,2,"VL0008","DFN","FPN","ANA","NK","FPN_ANA_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"SAL","10.7401","32598.1166572238",NA,"N"
"Sweden",2015,2,"VL0008","DFN","FPN","ANA","NK","FPN_ANA_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"TRR","0.001","0",NA,"N"
"Sweden",2015,2,"VL0008","DFN","FPN","ANA","NK","FPN_ANA_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"TRS","0.5336","1933.0842039323",NA,"N"
"Sweden",2015,2,"VL0008","DFN","FPO","FWS",NA,"FPO_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"FPE","0.74","1946.0483596607",NA,"N"
"Sweden",2015,2,"VL0008","DFN","FYK","ANA","NK","FYK_ANA_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"SAL","0.2215","786.5909376781",NA,"N"
"Sweden",2015,2,"VL0008","DFN","FYK","CAT","NK","FYK_CAT_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"ELE","0.098","701.2098326459",NA,"N"
"Sweden",2015,2,"VL0008","DFN","FYK","FWS","NK","FYK_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"FBU","0.012","20.2187122335",NA,"N"
"Sweden",2015,2,"VL0008","DFN","FYK","FWS","NK","FYK_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"FPI","0.002","3.925697536",NA,"N"
"Sweden",2015,2,"VL0008","DFN","GNS","ANA","157DXX","GNS_ANA_>=157_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"TRS","0.04","128.2571984353",NA,"N"
"Sweden",2015,2,"VL0008","DFN","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"FPE","4.1201","10715.9912327944",NA,"N"
"Sweden",2015,2,"VL0008","DFN","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"FPI","0.128","289.0661665012",NA,"N"
"Sweden",2015,2,"VL0008","DFN","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"FPP","0.018","149.0503825289",NA,"N"
"Sweden",2015,2,"VL0008","DFN","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"FVE","5.1374","18471.4024924649",NA,"N"
"Sweden",2015,2,"VL0008","DFN","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"HER","2.75","857.4616623761",NA,"N"
"Sweden",2015,2,"VL0008","DFN","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"TRS","0.5545","1903.9355260286",NA,"N"
"Sweden",2015,2,"VL0008","DFN","GNS","FWS","90D110","GNS_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"FPE","0.627","1517.0337894603",NA,"N"
"Sweden",2015,2,"VL0008","DFN","GNS","FWS","90D110","GNS_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"FVE","0.928","3336.6024668135",NA,"N"
"Sweden",2015,2,"VL0008","DFN","GNS","FWS","90D110","GNS_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"TRS","0.151","501.4439353609",NA,"N"
"Sweden",2015,2,"VL0008","DFN","GNS","SPF","16D32","GNS_SPF_16-31_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"HER","5.91","1269.4025420629",NA,"N"
"Sweden",2015,2,"VL0008","DFN","GNS","SPF","32D90","GNS_SPF_32-89_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"FVE","0.023","82.6959663111",NA,"N"
"Sweden",2015,2,"VL0008","DFN","GNS","SPF","32D90","GNS_SPF_32-89_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"HER","48.944","27740.3830486013",NA,"N"
"Sweden",2015,2,"VL0008","DFN","GNS","SPF","32D90","GNS_SPF_32-89_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"TRS","0.0108","34.6294435775",NA,"N"
"Sweden",2015,2,"VL0008","FPO","FPN","ANA","NK","FPN_ANA_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"FVE","0.7997","2875.3027938693",NA,"N"
"Sweden",2015,2,"VL0008","FPO","FPN","ANA","NK","FPN_ANA_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"SAL","19.6867","61421.6291299349",NA,"N"
"Sweden",2015,2,"VL0008","FPO","FPN","ANA","NK","FPN_ANA_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"TRS","0.4212","1487.4219371187",NA,"N"
"Sweden",2015,2,"VL0008","FPO","GNS","ANA","90D110","GNS_ANA_90-109_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"TRS","0.0382","132.4544158182",NA,"N"
"Sweden",2015,2,"VL0008","FPO","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"FPE","0.4207","1686.8091978073",NA,"N"
"Sweden",2015,2,"VL0008","FPO","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"FPI","0.0276","39.8391806079",NA,"N"
"Sweden",2015,2,"VL0008","FPO","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"FPP","0.015","133.4343676957",NA,"N"
"Sweden",2015,2,"VL0008","FPO","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"FVE","0.264","949.2058741797",NA,"N"
"Sweden",2015,2,"VL0008","FPO","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"TRS","0.0015","5.4409634923",NA,"N"
"Sweden",2015,2,"VL0008","FPO","GNS","FWS","90D110","GNS_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"FVE","0.061","219.3240845642",NA,"N"
"Sweden",2015,2,"VL0008","FPO","GNS","FWS","90D110","GNS_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"TRS","0.0184","66.7424855055",NA,"N"
"Sweden",2015,2,"VL0008","FPO","GNS","SPF","32D90","GNS_SPF_32-89_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"HER","0.593","119.4719267321",NA,"N"
"Sweden",2015,2,"VL0008","NO","FYK","ANA","NK","FYK_ANA_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"FVE","0.005","17.9773839807",NA,"N"
"Sweden",2015,2,"VL0008","NO","FYK","ANA","NK","FYK_ANA_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"SAL","0.0873","247.6888509815",NA,"N"
"Sweden",2015,2,"VL0008","NO","GNS","SPF","32D90","GNS_SPF_32-89_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"HER","1.07","322.3906286129",NA,"N"
"Sweden",2015,2,"VL0008","PGP","FPN","ANA","NK","FPN_ANA_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"FVE","0.369","1326.7309377739",NA,"N"
"Sweden",2015,2,"VL0008","PGP","FPN","ANA","NK","FPN_ANA_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"SAL","0.4524","1283.5559700346",NA,"N"
"Sweden",2015,2,"VL0008","PGP","FPN","ANA","NK","FPN_ANA_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"TRS","0.04","138.3582952509",NA,"N"
"Sweden",2015,2,"VL0008","PGP","FYK","CAT","NK","FYK_CAT_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"ELE","0.022","157.4144522266",NA,"N"
"Sweden",2015,2,"VL0008","PGP","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"FPE","0.015","39.9909118251",NA,"N"
"Sweden",2015,2,"VL0008","PGP","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"FVE","0.28","1006.7335029179",NA,"N"
"Sweden",2015,2,"VL0008","PGP","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"TRS","0.034","115.550729134",NA,"N"
"Sweden",2015,2,"VL0008","PGP","GNS","SPF","16D32","GNS_SPF_16-31_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"HER","0.2","38.4383650788",NA,"N"
"Sweden",2015,2,"VL0008","PGP","GNS","SPF","32D90","GNS_SPF_32-89_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"HER","0.48","127.1681776713",NA,"N"
"Sweden",2015,2,"VL0812","DFN","FPN","ANA","NK","FPN_ANA_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"FVE","0.389","1398.6404736966",NA,"N"
"Sweden",2015,2,"VL0812","DFN","FPN","ANA","NK","FPN_ANA_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"HER","1.72","330.5671305526",NA,"N"
"Sweden",2015,2,"VL0812","DFN","FPN","ANA","NK","FPN_ANA_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"SAL","1.69","4794.8929915086",NA,"N"
"Sweden",2015,2,"VL0812","DFN","FPN","ANA","NK","FPN_ANA_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"TRS","0.17","616.6425291271",NA,"N"
"Sweden",2015,2,"VL0812","DFN","FYK","CAT","NK","FYK_CAT_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"ELE","0.175","1248.939270836",NA,"N"
"Sweden",2015,2,"VL0812","DFN","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"FPE","1.05","2735.0376008211",NA,"N"
"Sweden",2015,2,"VL0812","DFN","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"FVE","3.378","12145.5206173446",NA,"N"
"Sweden",2015,2,"VL0812","DFN","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"TRS","0.023","80.6200969664",NA,"N"
"Sweden",2015,2,"VL0812","DFN","GNS","FWS","90D110","GNS_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"FPE","0.54","1439.6728257043",NA,"N"
"Sweden",2015,2,"VL0812","DFN","GNS","FWS","90D110","GNS_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"FVE","0.405","1456.1681024347",NA,"N"
"Sweden",2015,2,"VL0812","DFN","GNS","SPF","16D32","GNS_SPF_16-31_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"HER","22.255","6756.6609642104",NA,"N"
"Sweden",2015,2,"VL0812","DFN","GNS","SPF","32D90","GNS_SPF_32-89_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"FVE","0.001","3.5954767961",NA,"N"
"Sweden",2015,2,"VL0812","DFN","GNS","SPF","32D90","GNS_SPF_32-89_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"HER","146.287","101906.688293913",NA,"N"
"Sweden",2015,2,"VL0812","DFN","OTB","SPF","32D90","OTB_SPF_32-89_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"HER","1.775","1698.1090719567",NA,"N"
"Sweden",2015,2,"VL0812","DTS","GNS","SPF","32D90","GNS_SPF_32-89_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"HER","67.75","60766.759356182",NA,"N"
"Sweden",2015,2,"VL0812","DTS","OTB","SPF","32D90","OTB_SPF_32-89_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"HER","48.1","51300.7561572395",NA,"N"
"Sweden",2015,2,"VL0812","FPO","FPN","ANA","NK","FPN_ANA_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"FVE","0.006","21.5728607768",NA,"N"
"Sweden",2015,2,"VL0812","FPO","FPN","ANA","NK","FPN_ANA_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"SAL","0.7342","2083.0830972578",NA,"N"
"Sweden",2015,2,"VL0812","HOK","GNS","SPF","32D90","GNS_SPF_32-89_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"HER","2.585","751.3421835133",NA,"N"
"Sweden",2015,2,"VL0812","PGP","FPN","ANA","NK","FPN_ANA_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"FVE","0.12","431.4572155362",NA,"N"
"Sweden",2015,2,"VL0812","PGP","FPN","ANA","NK","FPN_ANA_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"SAL","0.4","1134.88591515",NA,"N"
"Sweden",2015,2,"VL0812","PGP","FPN","ANA","NK","FPN_ANA_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"TRS","0.11","399.0039894352",NA,"N"
"Sweden",2015,2,"VL0812","PGP","FYK","FWS","NK","FYK_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"FBM","0.02","15.4248714027",NA,"N"
"Sweden",2015,2,"VL0812","PGP","FYK","FWS","NK","FYK_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"FPE","0.1","226.7582212693",NA,"N"
"Sweden",2015,2,"VL0812","PGP","FYK","FWS","NK","FYK_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"FPI","0.02","27.8796377498",NA,"N"
"Sweden",2015,2,"VL0812","PGP","FYK","FWS","NK","FYK_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"FRO","0.12","0.1282571984",NA,"N"
"Sweden",2015,2,"VL0812","PGP","FYK","FWS","NK","FYK_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"FVE","0.005","17.9773839807",NA,"N"
"Sweden",2015,2,"VL0812","PGP","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"FPE","0.04","106.6424315336",NA,"N"
"Sweden",2015,2,"VL0812","PGP","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"FVE","0.05","179.7738398068",NA,"N"
"Sweden",2015,2,"VL0812","PGP","GNS","SPF","32D90","GNS_SPF_32-89_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"HER","2.78","656.590377612",NA,"N"
"Sweden",2015,2,"VL1218","DFN","GNS","SPF","16D32","GNS_SPF_16-31_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"HER","33","45851.9484406062",NA,"N"
"Sweden",2015,2,"VL1218","DTS","GNS","SPF","32D90","GNS_SPF_32-89_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"HER","64.48","62263.525790385",NA,"N"
"Sweden",2015,2,"VL1218","DTS","OTB","SPF","16D32","OTB_SPF_16-31_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"HER","37.148","6663.8706075236",NA,"N"
"Sweden",2015,2,"VL1218","DTS","OTB","SPF","16D32","OTB_SPF_16-31_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"SPR","0.191","32.862976723",NA,"N"
"Sweden",2015,2,"VL1218","DTS","PTB","SPF","32D90","PTB_SPF_32-89_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"HER","104.4","107851.924392382",NA,"N"
"Sweden",2015,2,"VL1218","PMP","GNS","SPF","32D90","GNS_SPF_32-89_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"HER","32.5","45157.2219490819",NA,"N"
"Sweden",2015,2,"VL1218","TM","OTM","SPF","16D32","OTM_SPF_16-31_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"HER","681.7","120769.097454178",NA,"N"
"Sweden",2015,2,"VL1218","TM","OTM","SPF","16D32","OTM_SPF_16-31_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"SPR","7","1221.8635770933",NA,"N"
"Sweden",2015,2,"VL2440","DTS","OTB","SPF","16D32","OTB_SPF_16-31_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"HER","587.5","109246.909621884",NA,"N"
"Sweden",2015,2,"VL2440","DTS","OTB","SPF","16D32","OTB_SPF_16-31_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"SPR","17.1","3113.0925171869",NA,"N"
"Sweden",2015,2,"VL2440","TM","OTM","SPF","16D32","OTM_SPF_16-31_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"HER","1347.5","238713.687377692",NA,"N"
"Sweden",2015,2,"VL2440","TM","OTM","SPF","16D32","OTM_SPF_16-31_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"SPR","18","3269.9386503067",NA,"N"
"Sweden",2015,2,"VL40XX","TM","OTM","SPF","16D32","OTM_SPF_16-31_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"GTA","0.1","26.6083632291",NA,"N"
"Sweden",2015,2,"VL40XX","TM","OTM","SPF","16D32","OTM_SPF_16-31_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"HER","4376","840220.354130439",NA,"N"
"Sweden",2015,2,"VL40XX","TM","OTM","SPF","16D32","OTM_SPF_16-31_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"SPR","18.6","3278.3651482439",NA,"N"
"Sweden",2015,2,"VL40XX","TM","PTM","SPF","16D32","PTM_SPF_16-31_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"HER","560","95508.2575021574",NA,"N"
"Sweden",2015,2,"VL40XX","TM","PTM","SPF","16D32","PTM_SPF_16-31_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"SPR","3","510.1761398859",NA,"N"
"Sweden",2015,3,"VL0008","DFN","FPN","ANA","NK","FPN_ANA_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"FPE","0.007","25.863428554",NA,"N"
"Sweden",2015,3,"VL0008","DFN","FPN","ANA","NK","FPN_ANA_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"FVE","2.0212","7267.1777003484",NA,"N"
"Sweden",2015,3,"VL0008","DFN","FPN","ANA","NK","FPN_ANA_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"SAL","4.8924","13574.6050853455",NA,"N"
"Sweden",2015,3,"VL0008","DFN","FPN","ANA","NK","FPN_ANA_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"TRS","1.6462","4334.0300296907",NA,"N"
"Sweden",2015,3,"VL0008","DFN","FPO","FWS",NA,"FPO_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"FPE","0.25","997.6908001855",NA,"N"
"Sweden",2015,3,"VL0008","DFN","FYK","ANA","NK","FYK_ANA_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"FPE","0.08","344.1108569872",NA,"N"
"Sweden",2015,3,"VL0008","DFN","FYK","ANA","NK","FYK_ANA_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"FVE","0.15","539.3215194203",NA,"N"
"Sweden",2015,3,"VL0008","DFN","FYK","ANA","NK","FYK_ANA_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"SAL","0.41","1147.0006718637",NA,"N"
"Sweden",2015,3,"VL0008","DFN","FYK","ANA","NK","FYK_ANA_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"TRS","0.125","310.9090452074",NA,"N"
"Sweden",2015,3,"VL0008","DFN","FYK","CAT","NK","FYK_CAT_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"ELE","0.517","3998.8357254107",NA,"N"
"Sweden",2015,3,"VL0008","DFN","FYK","FWS","NK","FYK_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"FPE","0.01","39.6607797221",NA,"N"
"Sweden",2015,3,"VL0008","DFN","FYK","FWS","NK","FYK_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"FRO","0.2","0.2137619974",NA,"N"
