"country","year","quarter","vessel_length","fishing_tech","gear_type","target_assemblage","mesh_size_range","metier","metier_7","domain_discards","domain_landings","supra_region","sub_region","eez_indicator","geo_indicator","nep_sub_region","specon_tech","deep","species","total_live_weight_landed","total_value_of_landings","tot_discards_tonnes","confidential"
"Sweden",2013,1,"VL0008","FPO","FPO","FWS",NA,"FPO_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"FRO","0.088","16.1497995179",NA,"N"
"Sweden",2013,1,"VL0008","FPO","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"TRS","0.06","173.4224339261",NA,"N"
"Sweden",2013,1,"VL0008","FPO","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"WHF","0.02","83.1965223021",NA,"N"
"Sweden",2013,1,"VL0008","FPO","NK","NK","NK","NK",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"FBU","0.0043","9.9428862118",NA,"N"
"Sweden",2013,1,"VL0008","FPO","NK","NK","NK","NK",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"FPI","0.0476","105.5326481143",NA,"N"
"Sweden",2013,1,"VL0008","NO","NK","NK","NK","NK",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"FBU","0.006","13.8737947141",NA,"N"
"Sweden",2013,1,"VL0008","NO","NK","NK","NK","NK",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"FPI","0.084","186.2340849076",NA,"N"
"Sweden",2013,1,"VL1218","DTS","OTB","SPF","32D90","OTB_SPF_32-89_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"HER","9.585","2401.3200670532",NA,"N"
"Sweden",2013,1,"VL1824","TM","OTB","SPF","32D90","OTB_SPF_32-89_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"HER","0.2","161.860938331",NA,"N"
"Sweden",2013,1,"VL1824","TM","OTM","SPF","32D90","OTM_SPF_32-89_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"HER","1.3","861.7592191366",NA,"N"
"Sweden",2013,1,"VL2440","DTS","OTB","SPF","16D32","OTB_SPF_16-31_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"HER","848.5","191247.001298356",NA,"N"
"Sweden",2013,1,"VL2440","DTS","OTB","SPF","16D32","OTB_SPF_16-31_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"SPR","13.67","3070.7414713275",NA,"N"
"Sweden",2013,1,"VL40XX","TM","OTM","SPF","16D32","OTM_SPF_16-31_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"HER","860","252207.321028048",NA,"N"
"Sweden",2013,1,"VL40XX","TM","OTM","SPF","16D32","OTM_SPF_16-31_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"SPR","1","248.572155294",NA,"N"
"Sweden",2013,2,"VL0008","DFN","FPN","ANA","NK","FPN_ANA_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"FPE","0.03","69.3689735704",NA,"N"
"Sweden",2013,2,"VL0008","DFN","FPN","ANA","NK","FPN_ANA_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"HER","0.15","86.711216963",NA,"N"
"Sweden",2013,2,"VL0008","DFN","FPN","ANA","NK","FPN_ANA_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"SAL","4.0288","11911.8801753648",NA,"N"
"Sweden",2013,2,"VL0008","DFN","FPN","ANA","NK","FPN_ANA_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"TRR","0.019","43.9336832613",NA,"N"
"Sweden",2013,2,"VL0008","DFN","FPN","ANA","NK","FPN_ANA_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"TRS","0.7151","2598.6303481733",NA,"N"
"Sweden",2013,2,"VL0008","DFN","FPN","ANA","NK","FPN_ANA_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"WHF","2.358","9808.8699794205",NA,"N"
"Sweden",2013,2,"VL0008","DFN","FPO","FWS",NA,"FPO_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"FPE","1.5","3767.7068478738",NA,"N"
"Sweden",2013,2,"VL0008","DFN","FYK","ANA","NK","FYK_ANA_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"SAL","0.059","186.4684849932",NA,"N"
"Sweden",2013,2,"VL0008","DFN","FYK","CAT","NK","FYK_CAT_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"ELE","0.083","607.2644659398",NA,"N"
"Sweden",2013,2,"VL0008","DFN","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"FPE","2.9235","8215.5554770377",NA,"N"
"Sweden",2013,2,"VL0008","DFN","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"FPI","0.006","11.6730126136",NA,"N"
"Sweden",2013,2,"VL0008","DFN","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"FPP","0.002","11.3898402016",NA,"N"
"Sweden",2013,2,"VL0008","DFN","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"HER","0.081","66.9814143131",NA,"N"
"Sweden",2013,2,"VL0008","DFN","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"TRS","0.177","655.8152054478",NA,"N"
"Sweden",2013,2,"VL0008","DFN","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"WHF","2.6985","11225.2907716142",NA,"N"
"Sweden",2013,2,"VL0008","DFN","GNS","FWS","90D110","GNS_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"FPE","0.612","1587.8674730617",NA,"N"
"Sweden",2013,2,"VL0008","DFN","GNS","FWS","90D110","GNS_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"TRS","0.197","731.8420419798",NA,"N"
"Sweden",2013,2,"VL0008","DFN","GNS","FWS","90D110","GNS_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"WHF","0.406","1688.8894027331",NA,"N"
"Sweden",2013,2,"VL0008","DFN","GNS","SPF","16D32","GNS_SPF_16-31_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"HER","3.055","1777.1478910329",NA,"N"
"Sweden",2013,2,"VL0008","DFN","GNS","SPF","32D90","GNS_SPF_32-89_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"FPE","0.001","1.7662190811",NA,"N"
"Sweden",2013,2,"VL0008","DFN","GNS","SPF","32D90","GNS_SPF_32-89_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"HER","42.4195","36856.7641605566",NA,"N"
"Sweden",2013,2,"VL0008","FPO","FPN","ANA","NK","FPN_ANA_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"FPE","0.007","12.363533563",NA,"N"
"Sweden",2013,2,"VL0008","FPO","FPN","ANA","NK","FPN_ANA_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"FPP","0.0046","26.1966324624",NA,"N"
"Sweden",2013,2,"VL0008","FPO","FPN","ANA","NK","FPN_ANA_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"GAR","6e-04","3.8152935464",NA,"N"
"Sweden",2013,2,"VL0008","FPO","FPN","ANA","NK","FPN_ANA_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"SAL","20.5181","60031.4897437857",NA,"N"
"Sweden",2013,2,"VL0008","FPO","FPN","ANA","NK","FPN_ANA_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"TRR","5e-04","1.1561495595",NA,"N"
"Sweden",2013,2,"VL0008","FPO","FPN","ANA","NK","FPN_ANA_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"TRS","1.2759","4696.2467071034",NA,"N"
"Sweden",2013,2,"VL0008","FPO","FPN","ANA","NK","FPN_ANA_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"WHF","3.9725","16524.9092422596",NA,"N"
"Sweden",2013,2,"VL0008","FPO","FPN","FWS","NK","FPN_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"FBM","0.585","0",NA,"N"
"Sweden",2013,2,"VL0008","FPO","FPN","FWS","NK","FPN_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"FPE","0.29","975.5316560686",NA,"N"
"Sweden",2013,2,"VL0008","FPO","FPN","FWS","NK","FPN_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"FPI","0.02","34.2980580618",NA,"N"
"Sweden",2013,2,"VL0008","FPO","FPN","FWS","NK","FPN_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"FRO","0.145","26.5962806102",NA,"N"
"Sweden",2013,2,"VL0008","FPO","FPN","FWS","NK","FPN_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"TRS","0.005","18.7380683562",NA,"N"
"Sweden",2013,2,"VL0008","FPO","FPN","FWS","NK","FPN_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"WHF","0.016","66.5572178417",NA,"N"
"Sweden",2013,2,"VL0008","FPO","FPO","FWS",NA,"FPO_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"FPE","0.031","94.6948710431",NA,"N"
"Sweden",2013,2,"VL0008","FPO","FYK","SPF","NK","FYK_SPF_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"FPE","0.028","54.2471838023",NA,"N"
"Sweden",2013,2,"VL0008","FPO","FYK","SPF","NK","FYK_SPF_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"HER","1.643","1472.2120509353",NA,"N"
"Sweden",2013,2,"VL0008","FPO","FYK","SPF","NK","FYK_SPF_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"TRS","0.0025","9.1477104516",NA,"N"
"Sweden",2013,2,"VL0008","FPO","FYK","SPF","NK","FYK_SPF_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"WHF","0.013","54.0777394964",NA,"N"
"Sweden",2013,2,"VL0008","FPO","GNS","ANA","90D110","GNS_ANA_90-109_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"TRS","0.042","156.0843475154",NA,"N"
"Sweden",2013,2,"VL0008","FPO","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"FBU","0.012","19.4730798899",NA,"N"
"Sweden",2013,2,"VL0008","FPO","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"FPE","0.813","2209.2301783361",NA,"N"
"Sweden",2013,2,"VL0008","FPO","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"FPI","0.0486","86.1041822311",NA,"N"
"Sweden",2013,2,"VL0008","FPO","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"FPP","0.006","34.1695206026",NA,"N"
"Sweden",2013,2,"VL0008","FPO","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"HER","0.054","26.2228657121",NA,"N"
"Sweden",2013,2,"VL0008","FPO","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"TRS","0.1312","481.3552155398",NA,"N"
"Sweden",2013,2,"VL0008","FPO","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"WHF","0.688","2861.9603671931",NA,"N"
"Sweden",2013,2,"VL0008","FPO","GNS","FWS","90D110","GNS_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"TRS","0.003","10.4713368916",NA,"N"
"Sweden",2013,2,"VL0008","FPO","GNS","FWS","90D110","GNS_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"WHF","0.012","49.9179133813",NA,"N"
"Sweden",2013,2,"VL0008","FPO","GNS","SPF","32D90","GNS_SPF_32-89_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"HER","6.231","6022.4544603903",NA,"N"
"Sweden",2013,2,"VL0008","FPO","NK","NK","NK","NK",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"FPI","0.024","34.2095829769",NA,"N"
"Sweden",2013,2,"VL0008","NO","FPN","ANA","NK","FPN_ANA_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"SAL","4.2485","13429.4386336393",NA,"N"
"Sweden",2013,2,"VL0008","NO","FPN","ANA","NK","FPN_ANA_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"TRS","0.1675","613.0441494254",NA,"N"
"Sweden",2013,2,"VL0008","NO","FPN","ANA","NK","FPN_ANA_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"WHF","1.442","5998.4692579832",NA,"N"
"Sweden",2013,2,"VL0008","NO","FPO","FWS",NA,"FPO_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"FRO","0.03","6.2432076213",NA,"N"
"Sweden",2013,2,"VL0008","NO","FYK","ANA","NK","FYK_ANA_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"SAL","0.1515","478.8131436747",NA,"N"
"Sweden",2013,2,"VL0008","NO","FYK","ANA","NK","FYK_ANA_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"TRS","0.0243","88.9157456009",NA,"N"
"Sweden",2013,2,"VL0008","NO","FYK","ANA","NK","FYK_ANA_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"WHF","0.089","370.2245242445",NA,"N"
"Sweden",2013,2,"VL0008","NO","FYK","CAT","NK","FYK_CAT_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"ELE","0.051","421.785850533",NA,"N"
"Sweden",2013,2,"VL0008","NO","FYK","SPF","NK","FYK_SPF_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"HER","0.452","190.1402081069",NA,"N"
"Sweden",2013,2,"VL0008","NO","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"FID","0.01","0",NA,"N"
"Sweden",2013,2,"VL0008","NO","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"FPE","1.884","5064.4329219553",NA,"N"
"Sweden",2013,2,"VL0008","NO","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"FPI","0.061","102.5336843238",NA,"N"
"Sweden",2013,2,"VL0008","NO","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"TRS","0.1465","542.5479951812",NA,"N"
"Sweden",2013,2,"VL0008","NO","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"WHF","1.18","4908.5948158254",NA,"N"
"Sweden",2013,2,"VL0008","NO","GNS","FWS","90D110","GNS_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"FPE","0.005","8.8310954031",NA,"N"
"Sweden",2013,2,"VL0008","NO","GNS","FWS","90D110","GNS_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"TRS","0.005","19.033166659",NA,"N"
"Sweden",2013,2,"VL0008","NO","GNS","FWS","90D110","GNS_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"WHF","0.112","465.9005248919",NA,"N"
"Sweden",2013,2,"VL0008","NO","GNS","SPF","16D32","GNS_SPF_16-31_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"HER","1.625","882.8406596989",NA,"N"
"Sweden",2013,2,"VL0008","NO","GNS","SPF","32D90","GNS_SPF_32-89_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"HER","12.17","6750.2381025736",NA,"N"
"Sweden",2013,2,"VL0008","NO","NK","NK","NK","NK",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"FPI","0.042","59.8667702037",NA,"N"
"Sweden",2013,2,"VL0008","PGP","FPN","ANA","NK","FPN_ANA_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"SAL","0.599","1937.4892483872",NA,"N"
"Sweden",2013,2,"VL0008","PGP","FPN","ANA","NK","FPN_ANA_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"TRS","0.039","142.704283037",NA,"N"
"Sweden",2013,2,"VL0008","PGP","FPN","ANA","NK","FPN_ANA_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"WHF","0.155","644.7730478415",NA,"N"
"Sweden",2013,2,"VL0008","PGP","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"FPE","0.51","1443.9840128795",NA,"N"
"Sweden",2013,2,"VL0008","PGP","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"WHF","0.04","166.3930446043",NA,"N"
"Sweden",2013,2,"VL0008","PGP","GNS","SPF","16D32","GNS_SPF_16-31_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"HER","4.1","2489.8867933036",NA,"N"
"Sweden",2013,2,"VL0812","DFN","FPO","FWS",NA,"FPO_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"FPI","0.3","589.6362753486",NA,"N"
"Sweden",2013,2,"VL0812","DFN","FYK","ANA","NK","FYK_ANA_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"SAL","0.0235","74.2713457118",NA,"N"
"Sweden",2013,2,"VL0812","DFN","FYK","ANA","NK","FYK_ANA_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"TRS","0.004","14.636336717",NA,"N"
"Sweden",2013,2,"VL0812","DFN","FYK","SPF","NK","FYK_SPF_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"HER","3","2218.4471154069",NA,"N"
"Sweden",2013,2,"VL0812","DFN","GNS","DEF","110D157","GNS_DEF_110-156_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"COD","0.15","222.3364537425",NA,"N"
"Sweden",2013,2,"VL0812","DFN","GNS","FWS","16D32","GNS_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"WHF","0.49","2038.3147964021",NA,"N"
"Sweden",2013,2,"VL0812","DFN","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"FPE","1.061","2839.9634158855",NA,"N"
"Sweden",2013,2,"VL0812","DFN","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"TRR","0.009","20.8106920711",NA,"N"
"Sweden",2013,2,"VL0812","DFN","GNS","FWS","32D90","GNS_FWS_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"WHF","1.863","7749.7560524429",NA,"N"
"Sweden",2013,2,"VL0812","DFN","GNS","SPF","16D32","GNS_SPF_16-31_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"HER","7.66","5664.4349677434",NA,"N"
"Sweden",2013,2,"VL0812","DFN","GNS","SPF","32D90","GNS_SPF_32-89_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"HER","142.107","135979.790925108",NA,"N"
"Sweden",2013,2,"VL0812","DFN","OTB","SPF","32D90","OTB_SPF_32-89_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"HER","1.7","1965.4542511619",NA,"N"
"Sweden",2013,2,"VL0812","DTS","GNS","SPF","32D90","GNS_SPF_32-89_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"HER","27.35","27331.9783187273",NA,"N"
"Sweden",2013,2,"VL0812","DTS","OTB","SPF","32D90","OTB_SPF_32-89_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"HER","34.75","39791.3171582422",NA,"N"
"Sweden",2013,2,"VL0812","DTS","OTM","SPF","32D90","OTM_SPF_32-89_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"HER","2","2257.5053009457",NA,"N"
"Sweden",2013,2,"VL0812","FPO","FPN","ANA","NK","FPN_ANA_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"SAL","6.9313","22277.7334855597",NA,"N"
"Sweden",2013,2,"VL0812","FPO","FPN","ANA","NK","FPN_ANA_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"TRS","0.336","1345.1443220616",NA,"N"
"Sweden",2013,2,"VL0812","FPO","FPN","ANA","NK","FPN_ANA_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"WHF","0.721","2999.2346289916",NA,"N"
"Sweden",2013,2,"VL0812","FPO","FYK","CAT","NK","FYK_CAT_>0_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"ELE","0.194","1613.9344678244",NA,"N"
"Sweden",2013,2,"VL0812","FPO","GNS","SPF","16D32","GNS_SPF_16-31_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"HER","2.39","1324.975716674",NA,"N"
"Sweden",2013,2,"VL0812","FPO","GNS","SPF","32D90","GNS_SPF_32-89_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"HER","8.1","8155.3876952158",NA,"N"
"Sweden",2013,2,"VL1218","DFN","GNS","SPF","32D90","GNS_SPF_32-89_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"HER","71.44","94217.9496045969",NA,"N"
"Sweden",2013,2,"VL1218","DTS","GNS","SPF","16D32","GNS_SPF_16-31_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"HER","23","34568.8718292598",NA,"N"
"Sweden",2013,2,"VL1218","DTS","GNS","SPF","32D90","GNS_SPF_32-89_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"FVE","1.2","4991.7913381275",NA,"N"
"Sweden",2013,2,"VL1218","DTS","GNS","SPF","32D90","GNS_SPF_32-89_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"HER","47.4","46114.5588225773",NA,"N"
"Sweden",2013,2,"VL1218","DTS","OTB","SPF","32D90","OTB_SPF_32-89_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"HER","8.81","2093.0994012301",NA,"N"
"Sweden",2013,2,"VL1218","DTS","OTM","SPF","16D32","OTM_SPF_16-31_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"HER","233.1","50692.1978425093",NA,"N"
"Sweden",2013,2,"VL1218","DTS","OTM","SPF","16D32","OTM_SPF_16-31_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"SPR","0.69","147.7994027158",NA,"N"
"Sweden",2013,2,"VL1218","DTS","PTB","SPF","32D90","PTB_SPF_32-89_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"HER","96.1","110809.984271741",NA,"N"
"Sweden",2013,2,"VL1218","DTS","PTM","SPF","32D90","PTM_SPF_32-89_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"HER","50.7","57077.4392500058",NA,"N"
"Sweden",2013,2,"VL1824","DTS","OTB","SPF","32D90","OTB_SPF_32-89_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"HER","118.2","28020.9497343168",NA,"N"
"Sweden",2013,2,"VL1824","DTS","OTB","SPF","32D90","OTB_SPF_32-89_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"SPR","4.2","950.5842217495",NA,"N"
"Sweden",2013,2,"VL1824","TM","OTB","SPF","32D90","OTB_SPF_32-89_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"HER","25.09","11380.2110331352",NA,"N"
"Sweden",2013,2,"VL1824","TM","OTM","SPF","16D32","OTM_SPF_16-31_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"HER","356.1","78901.5305478993",NA,"N"
"Sweden",2013,2,"VL1824","TM","OTM","SPF","32D90","OTM_SPF_32-89_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"HER","4.92","2504.5718174671",NA,"N"
"Sweden",2013,2,"VL2440","DTS","OTB","SPF","16D32","OTB_SPF_16-31_0_0",NA,"NK","NK","NAO","27.3.D.30",NA,"NGI",NA,NA,NA,"HER","859.3","189656.254699517",NA,"N"
