"","fishing_style","extreme_event","node","est","n","iter"
"22856","trawler","hws","societal_risk","medium",21837,41
"22857","trawler","hws","societal_risk","high",1850,41
"22858","trawler","hws","strategy_to_change","react",100000,41
"22859","trawler","hws","substitution_capacity","yes",100000,41
"22860","trawler","hww","economic_buffers","medium",44951,41
"22861","trawler","hww","economic_buffers","high",55049,41
"22862","trawler","hww","economic_risk","low",100000,41
"22863","trawler","hww","go_fishing","yes",100000,41
"22864","trawler","hww","individual_importance","high",100000,41
"22865","trawler","hww","individual_risk","low",88888,41
"22866","trawler","hww","individual_risk","medium",10979,41
"22867","trawler","hww","individual_risk","high",133,41
"22868","trawler","hww","societal_importance","high",100000,41
"22869","trawler","hww","societal_risk","low",88888,41
"22870","trawler","hww","societal_risk","medium",10979,41
"22871","trawler","hww","societal_risk","high",133,41
"22872","trawler","hww","strategy_to_change","cope",46498,41
"22873","trawler","hww","strategy_to_change","react",53502,41
"22874","trawler","hww","substitution_capacity","yes",100000,41
"22875","trawler","gal","economic_buffers","medium",44917,41
"22876","trawler","gal","economic_buffers","high",55083,41
"22877","trawler","gal","economic_risk","low",100000,41
"22878","trawler","gal","go_fishing","no",14585,41
"22879","trawler","gal","go_fishing","yes",85415,41
"22880","trawler","gal","individual_importance","high",100000,41
"22881","trawler","gal","individual_risk","low",26188,41
"22882","trawler","gal","individual_risk","medium",47832,41
"22883","trawler","gal","individual_risk","high",25980,41
"22884","trawler","gal","societal_importance","high",100000,41
"22885","trawler","gal","societal_risk","low",26188,41
"22886","trawler","gal","societal_risk","medium",47832,41
"22887","trawler","gal","societal_risk","high",25980,41
"22888","trawler","gal","strategy_to_change","cope",100000,41
"22889","trawler","gal","substitution_capacity","yes",100000,41
"22890","trawler","sto","economic_buffers","medium",44989,41
"22891","trawler","sto","economic_buffers","high",55011,41
"22892","trawler","sto","economic_risk","low",99160,41
"22893","trawler","sto","economic_risk","medium",840,41
"22894","trawler","sto","go_fishing","no",27954,41
"22895","trawler","sto","go_fishing","yes",72046,41
"22896","trawler","sto","individual_importance","high",100000,41
"22897","trawler","sto","individual_risk","low",41864,41
"22898","trawler","sto","individual_risk","medium",55083,41
"22899","trawler","sto","individual_risk","high",3053,41
"22900","trawler","sto","societal_importance","high",100000,41
"22901","trawler","sto","societal_risk","low",41864,41
"22902","trawler","sto","societal_risk","medium",55083,41
"22903","trawler","sto","societal_risk","high",3053,41
"22904","trawler","sto","strategy_to_change","cope",27954,41
"22905","trawler","sto","strategy_to_change","react",72046,41
"22906","trawler","sto","substitution_capacity","yes",100000,41
"22907","trawler","erf","economic_buffers","medium",45214,41
"22908","trawler","erf","economic_buffers","high",54786,41
"22909","trawler","erf","economic_risk","low",100000,41
"22910","trawler","erf","go_fishing","yes",100000,41
"22911","trawler","erf","individual_importance","high",100000,41
"22912","trawler","erf","individual_risk","low",55378,41
"22913","trawler","erf","individual_risk","medium",42114,41
"22914","trawler","erf","individual_risk","high",2508,41
"22915","trawler","erf","societal_importance","high",100000,41
"22916","trawler","erf","societal_risk","low",55378,41
"22917","trawler","erf","societal_risk","medium",42114,41
"22918","trawler","erf","societal_risk","high",2508,41
"22919","trawler","erf","strategy_to_change","cope",100000,41
"22920","trawler","erf","substitution_capacity","yes",100000,41
"22921","trawler","ici","economic_buffers","medium",45088,41
"22922","trawler","ici","economic_buffers","high",54912,41
"22923","trawler","ici","economic_risk","low",23953,41
"22924","trawler","ici","economic_risk","medium",41751,41
"22925","trawler","ici","economic_risk","high",34296,41
"22926","trawler","ici","go_fishing","no",23953,41
"22927","trawler","ici","go_fishing","yes",76047,41
"22928","trawler","ici","individual_importance","high",100000,41
"22929","trawler","ici","individual_risk","low",99,41
"22930","trawler","ici","individual_risk","medium",31056,41
"22931","trawler","ici","individual_risk","high",68845,41
"22932","trawler","ici","societal_importance","high",100000,41
"22933","trawler","ici","societal_risk","low",99,41
"22934","trawler","ici","societal_risk","medium",31056,41
"22935","trawler","ici","societal_risk","high",68845,41
"22936","trawler","ici","strategy_to_change","cope",23953,41
"22937","trawler","ici","strategy_to_change","react",76047,41
"22938","trawler","ici","substitution_capacity","yes",100000,41
"22939","guide","abl","economic_buffers","low",93026,41
"22940","guide","abl","economic_buffers","medium",6974,41
"22941","guide","abl","economic_risk","low",16272,41
"22942","guide","abl","economic_risk","medium",5621,41
"22943","guide","abl","economic_risk","high",78107,41
"22944","guide","abl","go_fishing","no",83728,41
"22945","guide","abl","go_fishing","yes",16272,41
"22946","guide","abl","individual_importance","high",100000,41
"22947","guide","abl","individual_risk","low",9699,41
"22948","guide","abl","individual_risk","medium",5107,41
"22949","guide","abl","individual_risk","high",85194,41
"22950","guide","abl","societal_importance","medium",88125,41
"22951","guide","abl","societal_importance","high",11875,41
"22952","guide","abl","societal_risk","low",9699,41
"22953","guide","abl","societal_risk","medium",80204,41
"22954","guide","abl","societal_risk","high",10097,41
"22955","guide","abl","strategy_to_change","cope",83728,41
"22956","guide","abl","strategy_to_change","adapt",16272,41
"22957","guide","abl","substitution_capacity","no",100000,41
"22958","guide","hws","economic_buffers","low",92924,41
"22959","guide","hws","economic_buffers","medium",7076,41
"22960","guide","hws","economic_risk","low",66211,41
"22961","guide","hws","economic_risk","medium",16603,41
"22962","guide","hws","economic_risk","high",17186,41
"22963","guide","hws","go_fishing","no",18400,41
"22964","guide","hws","go_fishing","yes",81600,41
"22965","guide","hws","individual_importance","high",100000,41
"22966","guide","hws","individual_risk","low",36987,41
"22967","guide","hws","individual_risk","medium",31477,41
"22968","guide","hws","individual_risk","high",31536,41
"22969","guide","hws","societal_importance","medium",87773,41
"22970","guide","hws","societal_importance","high",12227,41
"22971","guide","hws","societal_risk","low",36987,41
"22972","guide","hws","societal_risk","medium",59141,41
"22973","guide","hws","societal_risk","high",3872,41
"22974","guide","hws","strategy_to_change","cope",47390,41
"22975","guide","hws","strategy_to_change","react",29170,41
"22976","guide","hws","strategy_to_change","adapt",23440,41
"22977","guide","hws","substitution_capacity","no",100000,41
"22978","guide","hww","economic_buffers","low",93038,41
"22979","guide","hww","economic_buffers","medium",6962,41
"22980","guide","hww","economic_risk","low",5089,41
"22981","guide","hww","economic_risk","medium",6434,41
"22982","guide","hww","economic_risk","high",88477,41
"22983","guide","hww","go_fishing","no",94911,41
"22984","guide","hww","go_fishing","yes",5089,41
"22985","guide","hww","individual_importance","high",100000,41
"22986","guide","hww","individual_risk","low",1948,41
"22987","guide","hww","individual_risk","medium",2330,41
"22988","guide","hww","individual_risk","high",95722,41
"22989","guide","hww","societal_importance","medium",87856,41
"22990","guide","hww","societal_importance","high",12144,41
"22991","guide","hww","societal_risk","low",1948,41
"22992","guide","hww","societal_risk","medium",86417,41
"22993","guide","hww","societal_risk","high",11635,41
"22994","guide","hww","strategy_to_change","cope",94911,41
"22995","guide","hww","strategy_to_change","adapt",5089,41
"22996","guide","hww","substitution_capacity","no",100000,41
"22997","guide","gal","economic_buffers","low",93116,41
"22998","guide","gal","economic_buffers","medium",6884,41
"22999","guide","gal","economic_risk","low",59061,41
"23000","guide","gal","economic_risk","high",40939,41
"23001","guide","gal","go_fishing","yes",100000,41
"23002","guide","gal","individual_importance","high",100000,41
"23003","guide","gal","individual_risk","low",26270,41
"23004","guide","gal","individual_risk","medium",41944,41
"23005","guide","gal","individual_risk","high",31786,41
"23006","guide","gal","societal_importance","medium",87890,41
"23007","guide","gal","societal_importance","high",12110,41
"23008","guide","gal","societal_risk","low",26270,41
"23009","guide","gal","societal_risk","medium",69903,41
"23010","guide","gal","societal_risk","high",3827,41
"23011","guide","gal","strategy_to_change","cope",62286,41
"23012","guide","gal","strategy_to_change","adapt",37714,41
"23013","guide","gal","substitution_capacity","no",100000,41
"23014","guide","sto","economic_buffers","low",93041,41
"23015","guide","sto","economic_buffers","medium",6959,41
"23016","guide","sto","economic_risk","medium",6785,41
"23017","guide","sto","economic_risk","high",93215,41
"23018","guide","sto","go_fishing","no",100000,41
"23019","guide","sto","individual_importance","high",100000,41
"23020","guide","sto","individual_risk","high",100000,41
"23021","guide","sto","societal_importance","medium",88046,41
"23022","guide","sto","societal_importance","high",11954,41
"23023","guide","sto","societal_risk","medium",88046,41
"23024","guide","sto","societal_risk","high",11954,41
"23025","guide","sto","strategy_to_change","cope",100000,41
"23026","guide","sto","substitution_capacity","no",100000,41
"23027","guide","erf","economic_buffers","low",92898,41
"23028","guide","erf","economic_buffers","medium",7102,41
"23029","guide","erf","economic_risk","medium",6951,41
"23030","guide","erf","economic_risk","high",93049,41
"23031","guide","erf","go_fishing","no",100000,41
"23032","guide","erf","individual_importance","high",100000,41
"23033","guide","erf","individual_risk","high",100000,41
"23034","guide","erf","societal_importance","medium",87918,41
"23035","guide","erf","societal_importance","high",12082,41
"23036","guide","erf","societal_risk","medium",87918,41
"23037","guide","erf","societal_risk","high",12082,41
"23038","guide","erf","strategy_to_change","cope",100000,41
"23039","guide","erf","substitution_capacity","no",100000,41
"23040","guide","ici","economic_buffers","low",92991,41
"23041","guide","ici","economic_buffers","medium",7009,41
"23042","guide","ici","economic_risk","medium",6816,41
"23043","guide","ici","economic_risk","high",93184,41
"23044","guide","ici","go_fishing","no",100000,41
"23045","guide","ici","individual_importance","high",100000,41
"23046","guide","ici","individual_risk","high",100000,41
"23047","guide","ici","societal_importance","medium",87931,41
"23048","guide","ici","societal_importance","high",12069,41
"23049","guide","ici","societal_risk","medium",87931,41
"23050","guide","ici","societal_risk","high",12069,41
"23051","guide","ici","strategy_to_change","cope",100000,41
"23052","guide","ici","substitution_capacity","no",100000,41
"23053","recreational","abl","economic_buffers","low",100000,42
"23054","recreational","abl","economic_risk","low",22545,42
"23055","recreational","abl","economic_risk","medium",47372,42
"23056","recreational","abl","economic_risk","high",30083,42
"23057","recreational","abl","go_fishing","yes",100000,42
"23058","recreational","abl","individual_importance","medium",52317,42
"23059","recreational","abl","individual_importance","high",47683,42
"23060","recreational","abl","individual_risk","low",66093,42
"23061","recreational","abl","individual_risk","medium",32977,42
"23062","recreational","abl","individual_risk","high",930,42
"23063","recreational","abl","societal_importance","medium",89797,42
"23064","recreational","abl","societal_importance","high",10203,42
"23065","recreational","abl","societal_risk","low",66093,42
"23066","recreational","abl","societal_risk","medium",33715,42
"23067","recreational","abl","societal_risk","high",192,42
"23068","recreational","abl","strategy_to_change","react",79337,42
"23069","recreational","abl","strategy_to_change","adapt",20663,42
"23070","recreational","abl","substitution_capacity","yes",100000,42
"23071","recreational","hws","economic_buffers","low",100000,42
"23072","recreational","hws","economic_risk","low",100000,42
"23073","recreational","hws","go_fishing","yes",100000,42
"23074","recreational","hws","individual_importance","medium",52278,42
"23075","recreational","hws","individual_importance","high",47722,42
"23076","recreational","hws","individual_risk","low",35025,42
"23077","recreational","hws","individual_risk","medium",62232,42
"23078","recreational","hws","individual_risk","high",2743,42
"23079","recreational","hws","societal_importance","medium",89616,42
"23080","recreational","hws","societal_importance","high",10384,42
"23081","recreational","hws","societal_risk","low",35025,42
"23082","recreational","hws","societal_risk","medium",64370,42
"23083","recreational","hws","societal_risk","high",605,42
"23084","recreational","hws","strategy_to_change","adapt",100000,42
"23085","recreational","hws","substitution_capacity","yes",100000,42
"23086","recreational","hww","economic_buffers","low",100000,42
"23087","recreational","hww","economic_risk","low",100000,42
"23088","recreational","hww","go_fishing","no",97760,42
"23089","recreational","hww","go_fishing","yes",2240,42
"23090","recreational","hww","individual_importance","medium",52499,42
"23091","recreational","hww","individual_importance","high",47501,42
"23092","recreational","hww","individual_risk","low",1296,42
"23093","recreational","hww","individual_risk","medium",98655,42
"23094","recreational","hww","individual_risk","high",49,42
"23095","recreational","hww","societal_importance","medium",89713,42
"23096","recreational","hww","societal_importance","high",10287,42
"23097","recreational","hww","societal_risk","low",1296,42
"23098","recreational","hww","societal_risk","medium",98691,42
"23099","recreational","hww","societal_risk","high",13,42
"23100","recreational","hww","strategy_to_change","cope",97760,42
"23101","recreational","hww","strategy_to_change","adapt",2240,42
"23102","recreational","hww","substitution_capacity","yes",100000,42
"23103","recreational","gal","economic_buffers","low",100000,42
"23104","recreational","gal","economic_risk","low",46122,42
"23105","recreational","gal","economic_risk","medium",32752,42
"23106","recreational","gal","economic_risk","high",21126,42
"23107","recreational","gal","go_fishing","no",44861,42
"23108","recreational","gal","go_fishing","yes",55139,42
"23109","recreational","gal","individual_importance","medium",52442,42
"23110","recreational","gal","individual_importance","high",47558,42
"23111","recreational","gal","individual_risk","low",36228,42
"23112","recreational","gal","individual_risk","medium",63247,42
"23113","recreational","gal","individual_risk","high",525,42
"23114","recreational","gal","societal_importance","medium",89751,42
"23115","recreational","gal","societal_importance","high",10249,42
"23116","recreational","gal","societal_risk","low",36228,42
"23117","recreational","gal","societal_risk","medium",63670,42
"23118","recreational","gal","societal_risk","high",102,42
"23119","recreational","gal","strategy_to_change","cope",44861,42
"23120","recreational","gal","strategy_to_change","react",55139,42
"23121","recreational","gal","substitution_capacity","yes",100000,42
"23122","recreational","sto","economic_buffers","low",100000,42
"23123","recreational","sto","economic_risk","low",100000,42
"23124","recreational","sto","go_fishing","no",100000,42
"23125","recreational","sto","individual_importance","medium",52357,42
"23126","recreational","sto","individual_importance","high",47643,42
"23127","recreational","sto","individual_risk","medium",100000,42
"23128","recreational","sto","societal_importance","medium",89697,42
"23129","recreational","sto","societal_importance","high",10303,42
"23130","recreational","sto","societal_risk","medium",100000,42
"23131","recreational","sto","strategy_to_change","cope",100000,42
"23132","recreational","sto","substitution_capacity","yes",100000,42
"23133","recreational","erf","economic_buffers","low",100000,42
"23134","recreational","erf","economic_risk","high",100000,42
"23135","recreational","erf","go_fishing","yes",100000,42
"23136","recreational","erf","individual_importance","medium",52417,42
"23137","recreational","erf","individual_importance","high",47583,42
"23138","recreational","erf","individual_risk","low",80801,42
"23139","recreational","erf","individual_risk","medium",17991,42
"23140","recreational","erf","individual_risk","high",1208,42
"23141","recreational","erf","societal_importance","medium",89788,42
"23142","recreational","erf","societal_importance","high",10212,42
"23143","recreational","erf","societal_risk","low",80801,42
"23144","recreational","erf","societal_risk","medium",18948,42
"23145","recreational","erf","societal_risk","high",251,42
"23146","recreational","erf","strategy_to_change","cope",100000,42
"23147","recreational","erf","substitution_capacity","yes",100000,42
"23148","recreational","ici","economic_buffers","low",100000,42
"23149","recreational","ici","economic_risk","not_relevant",100000,42
"23150","recreational","ici","go_fishing","no",50170,42
"23151","recreational","ici","go_fishing","yes",49830,42
"23152","recreational","ici","individual_importance","medium",52518,42
"23153","recreational","ici","individual_importance","high",47482,42
"23154","recreational","ici","individual_risk","not_relevant",100000,42
"23155","recreational","ici","societal_importance","medium",89756,42
"23156","recreational","ici","societal_importance","high",10244,42
"23157","recreational","ici","societal_risk","not_relevant",100000,42
"23158","recreational","ici","strategy_to_change","not_relevant",100000,42
"23159","recreational","ici","substitution_capacity","yes",100000,42
"23160","small_scale","abl","economic_buffers","low",48593,42
"23161","small_scale","abl","economic_buffers","medium",51407,42
"23162","small_scale","abl","economic_risk","low",59397,42
"23163","small_scale","abl","economic_risk","medium",23076,42
"23164","small_scale","abl","economic_risk","high",17527,42
"23165","small_scale","abl","go_fishing","no",7592,42
"23166","small_scale","abl","go_fishing","yes",92408,42
"23167","small_scale","abl","individual_importance","medium",5584,42
"23168","small_scale","abl","individual_importance","high",94416,42
"23169","small_scale","abl","individual_risk","low",51705,42
"23170","small_scale","abl","individual_risk","medium",38139,42
"23171","small_scale","abl","individual_risk","high",10156,42
"23172","small_scale","abl","societal_importance","high",100000,42
"23173","small_scale","abl","societal_risk","low",51705,42
"23174","small_scale","abl","societal_risk","medium",37557,42
"23175","small_scale","abl","societal_risk","high",10738,42
"23176","small_scale","abl","strategy_to_change","cope",69343,42
"23177","small_scale","abl","strategy_to_change","react",30657,42
"23178","small_scale","abl","substitution_capacity","no",66198,42
"23179","small_scale","abl","substitution_capacity","yes",33802,42
"23180","small_scale","hws","economic_buffers","low",48441,42
"23181","small_scale","hws","economic_buffers","medium",51559,42
"23182","small_scale","hws","economic_risk","low",78261,42
"23183","small_scale","hws","economic_risk","medium",12671,42
"23184","small_scale","hws","economic_risk","high",9068,42
"23185","small_scale","hws","go_fishing","no",13853,42
"23186","small_scale","hws","go_fishing","yes",86147,42
"23187","small_scale","hws","individual_importance","medium",5597,42
"23188","small_scale","hws","individual_importance","high",94403,42
"23189","small_scale","hws","individual_risk","low",42988,42
"23190","small_scale","hws","individual_risk","medium",41842,42
"23191","small_scale","hws","individual_risk","high",15170,42
"23192","small_scale","hws","societal_importance","high",100000,42
"23193","small_scale","hws","societal_risk","low",42988,42
"23194","small_scale","hws","societal_risk","medium",40955,42
"23195","small_scale","hws","societal_risk","high",16057,42
"23196","small_scale","hws","strategy_to_change","cope",35081,42
"23197","small_scale","hws","strategy_to_change","react",39188,42
"23198","small_scale","hws","strategy_to_change","adapt",25731,42
"23199","small_scale","hws","substitution_capacity","no",65933,42
"23200","small_scale","hws","substitution_capacity","yes",34067,42
"23201","small_scale","hww","economic_buffers","low",48501,42
"23202","small_scale","hww","economic_buffers","medium",51499,42
"23203","small_scale","hww","economic_risk","low",81803,42
"23204","small_scale","hww","economic_risk","medium",9305,42
"23205","small_scale","hww","economic_risk","high",8892,42
"23206","small_scale","hww","go_fishing","no",37994,42
"23207","small_scale","hww","go_fishing","yes",62006,42
"23208","small_scale","hww","individual_importance","medium",5706,42
"23209","small_scale","hww","individual_importance","high",94294,42
"23210","small_scale","hww","individual_risk","low",33207,42
"23211","small_scale","hww","individual_risk","medium",38019,42
"23212","small_scale","hww","individual_risk","high",28774,42
"23213","small_scale","hww","societal_importance","high",100000,42
"23214","small_scale","hww","societal_risk","low",33207,42
"23215","small_scale","hww","societal_risk","medium",36305,42
"23216","small_scale","hww","societal_risk","high",30488,42
"23217","small_scale","hww","strategy_to_change","cope",96542,42
"23218","small_scale","hww","strategy_to_change","react",3458,42
"23219","small_scale","hww","substitution_capacity","no",66163,42
"23220","small_scale","hww","substitution_capacity","yes",33837,42
"23221","small_scale","gal","economic_buffers","low",48609,42
"23222","small_scale","gal","economic_buffers","medium",51391,42
"23223","small_scale","gal","economic_risk","low",51819,42
"23224","small_scale","gal","economic_risk","medium",25528,42
"23225","small_scale","gal","economic_risk","high",22653,42
"23226","small_scale","gal","go_fishing","no",55544,42
"23227","small_scale","gal","go_fishing","yes",44456,42
"23228","small_scale","gal","individual_importance","medium",5632,42
"23229","small_scale","gal","individual_importance","high",94368,42
"23230","small_scale","gal","individual_risk","low",34439,42
"23231","small_scale","gal","individual_risk","medium",29280,42
"23232","small_scale","gal","individual_risk","high",36281,42
"23233","small_scale","gal","societal_importance","high",100000,42
"23234","small_scale","gal","societal_risk","low",34439,42
"23235","small_scale","gal","societal_risk","medium",27152,42
"23236","small_scale","gal","societal_risk","high",38409,42
"23237","small_scale","gal","strategy_to_change","cope",60408,42
"23238","small_scale","gal","strategy_to_change","react",39592,42
"23239","small_scale","gal","substitution_capacity","no",65724,42
"23240","small_scale","gal","substitution_capacity","yes",34276,42
"23241","small_scale","sto","economic_buffers","low",48671,42
"23242","small_scale","sto","economic_buffers","medium",51329,42
"23243","small_scale","sto","economic_risk","low",54437,42
"23244","small_scale","sto","economic_risk","medium",23467,42
"23245","small_scale","sto","economic_risk","high",22096,42
"23246","small_scale","sto","go_fishing","no",80089,42
"23247","small_scale","sto","go_fishing","yes",19911,42
"23248","small_scale","sto","individual_importance","medium",5879,42
"23249","small_scale","sto","individual_importance","high",94121,42
"23250","small_scale","sto","individual_risk","low",14964,42
"23251","small_scale","sto","individual_risk","medium",34875,42
"23252","small_scale","sto","individual_risk","high",50161,42
"23253","small_scale","sto","societal_importance","high",100000,42
"23254","small_scale","sto","societal_risk","low",14964,42
"23255","small_scale","sto","societal_risk","medium",31682,42
"23256","small_scale","sto","societal_risk","high",53354,42
"23257","small_scale","sto","strategy_to_change","cope",80089,42
"23258","small_scale","sto","strategy_to_change","react",19911,42
"23259","small_scale","sto","substitution_capacity","no",66129,42
"23260","small_scale","sto","substitution_capacity","yes",33871,42
"23261","small_scale","erf","economic_buffers","low",48440,42
"23262","small_scale","erf","economic_buffers","medium",51560,42
"23263","small_scale","erf","economic_risk","low",63075,42
"23264","small_scale","erf","economic_risk","medium",20698,42
"23265","small_scale","erf","economic_risk","high",16227,42
"23266","small_scale","erf","go_fishing","no",58760,42
"23267","small_scale","erf","go_fishing","yes",41240,42
"23268","small_scale","erf","individual_importance","medium",5883,42
"23269","small_scale","erf","individual_importance","high",94117,42
"23270","small_scale","erf","individual_risk","low",35331,42
"23271","small_scale","erf","individual_risk","medium",28058,42
"23272","small_scale","erf","individual_risk","high",36611,42
"23273","small_scale","erf","societal_importance","high",100000,42
"23274","small_scale","erf","societal_risk","low",35331,42
"23275","small_scale","erf","societal_risk","medium",25742,42
"23276","small_scale","erf","societal_risk","high",38927,42
"23277","small_scale","erf","strategy_to_change","cope",100000,42
"23278","small_scale","erf","substitution_capacity","no",66054,42
"23279","small_scale","erf","substitution_capacity","yes",33946,42
"23280","small_scale","ici","economic_buffers","low",48686,42
"23281","small_scale","ici","economic_buffers","medium",51314,42
"23282","small_scale","ici","economic_risk","not_relevant",100000,42
"23283","small_scale","ici","go_fishing","no",50294,42
"23284","small_scale","ici","go_fishing","yes",49706,42
"23285","small_scale","ici","individual_importance","medium",5660,42
"23286","small_scale","ici","individual_importance","high",94340,42
"23287","small_scale","ici","individual_risk","not_relevant",100000,42
"23288","small_scale","ici","societal_importance","high",100000,42
"23289","small_scale","ici","societal_risk","not_relevant",100000,42
"23290","small_scale","ici","strategy_to_change","not_relevant",100000,42
"23291","small_scale","ici","substitution_capacity","no",66155,42
"23292","small_scale","ici","substitution_capacity","yes",33845,42
"23293","household","abl","economic_buffers","low",100000,42
"23294","household","abl","economic_risk","low",100000,42
"23295","household","abl","go_fishing","no",100000,42
"23296","household","abl","individual_importance","medium",54996,42
"23297","household","abl","individual_importance","high",45004,42
"23298","household","abl","individual_risk","medium",100000,42
"23299","household","abl","societal_importance","medium",84793,42
"23300","household","abl","societal_importance","high",15207,42
"23301","household","abl","societal_risk","medium",100000,42
"23302","household","abl","strategy_to_change","cope",100000,42
"23303","household","abl","substitution_capacity","yes",100000,42
"23304","household","hws","economic_buffers","low",100000,42
"23305","household","hws","economic_risk","low",63255,42
"23306","household","hws","economic_risk","medium",7233,42
"23307","household","hws","economic_risk","high",29512,42
"23308","household","hws","go_fishing","no",26501,42
"23309","household","hws","go_fishing","yes",73499,42
"23310","household","hws","individual_importance","medium",55421,42
"23311","household","hws","individual_importance","high",44579,42
"23312","household","hws","individual_risk","low",42799,42
"23313","household","hws","individual_risk","medium",56021,42
"23314","household","hws","individual_risk","high",1180,42
"23315","household","hws","societal_importance","medium",84907,42
"23316","household","hws","societal_importance","high",15093,42
"23317","household","hws","societal_risk","low",42799,42
"23318","household","hws","societal_risk","medium",56798,42
"23319","household","hws","societal_risk","high",403,42
"23320","household","hws","strategy_to_change","cope",49837,42
"23321","household","hws","strategy_to_change","react",50163,42
"23322","household","hws","substitution_capacity","yes",100000,42
"23323","household","hww","economic_buffers","low",100000,42
"23324","household","hww","economic_risk","low",100000,42
"23325","household","hww","go_fishing","no",27631,42
"23326","household","hww","go_fishing","yes",72369,42
"23327","household","hww","individual_importance","medium",54919,42
"23328","household","hww","individual_importance","high",45081,42
"23329","household","hww","individual_risk","low",53630,42
"23330","household","hww","individual_risk","medium",45784,42
"23331","household","hww","individual_risk","high",586,42
"23332","household","hww","societal_importance","medium",84840,42
"23333","household","hww","societal_importance","high",15160,42
"23334","household","hww","societal_risk","low",53630,42
"23335","household","hww","societal_risk","medium",46189,42
"23336","household","hww","societal_risk","high",181,42
"23337","household","hww","strategy_to_change","cope",100000,42
"23338","household","hww","substitution_capacity","yes",100000,42
"23339","household","gal","economic_buffers","low",100000,42
"23340","household","gal","economic_risk","low",27551,42
"23341","household","gal","economic_risk","medium",29742,42
"23342","household","gal","economic_risk","high",42707,42
"23343","household","gal","go_fishing","no",23089,42
"23344","household","gal","go_fishing","yes",76911,42
"23345","household","gal","individual_importance","medium",55206,42
"23346","household","gal","individual_importance","high",44794,42
"23347","household","gal","individual_risk","low",65887,42
"23348","household","gal","individual_risk","medium",33876,42
"23349","household","gal","individual_risk","high",237,42
"23350","household","gal","societal_importance","medium",84878,42
"23351","household","gal","societal_importance","high",15122,42
"23352","household","gal","societal_risk","low",65887,42
"23353","household","gal","societal_risk","medium",34032,42
"23354","household","gal","societal_risk","high",81,42
"23355","household","gal","strategy_to_change","cope",23089,42
"23356","household","gal","strategy_to_change","react",76911,42
"23357","household","gal","substitution_capacity","yes",100000,42
"23358","household","sto","economic_buffers","low",100000,42
"23359","household","sto","economic_risk","low",100000,42
"23360","household","sto","go_fishing","no",100000,42
"23361","household","sto","individual_importance","medium",55136,42
"23362","household","sto","individual_importance","high",44864,42
"23363","household","sto","individual_risk","medium",100000,42
"23364","household","sto","societal_importance","medium",84984,42
"23365","household","sto","societal_importance","high",15016,42
"23366","household","sto","societal_risk","medium",100000,42
"23367","household","sto","strategy_to_change","cope",100000,42
"23368","household","sto","substitution_capacity","yes",100000,42
"23369","household","erf","economic_buffers","low",100000,42
"23370","household","erf","economic_risk","low",100000,42
"23371","household","erf","go_fishing","no",100000,42
"23372","household","erf","individual_importance","medium",55009,42
"23373","household","erf","individual_importance","high",44991,42
"23374","household","erf","individual_risk","medium",100000,42
"23375","household","erf","societal_importance","medium",85054,42
"23376","household","erf","societal_importance","high",14946,42
"23377","household","erf","societal_risk","medium",100000,42
"23378","household","erf","strategy_to_change","cope",100000,42
"23379","household","erf","substitution_capacity","yes",100000,42
"23380","household","ici","economic_buffers","low",100000,42
"23381","household","ici","economic_risk","not_relevant",100000,42
"23382","household","ici","go_fishing","no",50104,42
"23383","household","ici","go_fishing","yes",49896,42
"23384","household","ici","individual_importance","medium",55234,42
"23385","household","ici","individual_importance","high",44766,42
"23386","household","ici","individual_risk","not_relevant",100000,42
"23387","household","ici","societal_importance","medium",84973,42
"23388","household","ici","societal_importance","high",15027,42
"23389","household","ici","societal_risk","not_relevant",100000,42
"23390","household","ici","strategy_to_change","not_relevant",100000,42
"23391","household","ici","substitution_capacity","yes",100000,42
"23392","trawler","abl","economic_buffers","medium",48750,42
"23393","trawler","abl","economic_buffers","high",51250,42
"23394","trawler","abl","economic_risk","low",100000,42
"23395","trawler","abl","go_fishing","yes",100000,42
"23396","trawler","abl","individual_importance","high",100000,42
"23397","trawler","abl","individual_risk","low",39356,42
"23398","trawler","abl","individual_risk","medium",53948,42
"23399","trawler","abl","individual_risk","high",6696,42
"23400","trawler","abl","societal_importance","high",100000,42
"23401","trawler","abl","societal_risk","low",39356,42
"23402","trawler","abl","societal_risk","medium",53948,42
"23403","trawler","abl","societal_risk","high",6696,42
"23404","trawler","abl","strategy_to_change","cope",100000,42
"23405","trawler","abl","substitution_capacity","yes",100000,42
"23406","trawler","hws","economic_buffers","medium",48787,42
"23407","trawler","hws","economic_buffers","high",51213,42
"23408","trawler","hws","economic_risk","low",100000,42
"23409","trawler","hws","go_fishing","yes",100000,42
"23410","trawler","hws","individual_importance","high",100000,42
"23411","trawler","hws","individual_risk","low",68746,42
"23412","trawler","hws","individual_risk","medium",28592,42
"23413","trawler","hws","individual_risk","high",2662,42
"23414","trawler","hws","societal_importance","high",100000,42
"23415","trawler","hws","societal_risk","low",68746,42
"23416","trawler","hws","societal_risk","medium",28592,42
"23417","trawler","hws","societal_risk","high",2662,42
"23418","trawler","hws","strategy_to_change","react",100000,42
"23419","trawler","hws","substitution_capacity","yes",100000,42
"23420","trawler","hww","economic_buffers","medium",49160,42
"23421","trawler","hww","economic_buffers","high",50840,42
"23422","trawler","hww","economic_risk","low",100000,42
