"","fishing_style","extreme_event","node","est","n","iter"
"11472","small_scale","ici","substitution_capacity","no",24143,21
"11473","small_scale","ici","substitution_capacity","yes",75857,21
"11474","household","abl","economic_buffers","low",100000,21
"11475","household","abl","economic_risk","low",100000,21
"11476","household","abl","go_fishing","no",100000,21
"11477","household","abl","individual_importance","medium",52049,21
"11478","household","abl","individual_importance","high",47951,21
"11479","household","abl","individual_risk","medium",100000,21
"11480","household","abl","societal_importance","medium",74961,21
"11481","household","abl","societal_importance","high",25039,21
"11482","household","abl","societal_risk","medium",100000,21
"11483","household","abl","strategy_to_change","cope",100000,21
"11484","household","abl","substitution_capacity","yes",100000,21
"11485","household","hws","economic_buffers","low",100000,21
"11486","household","hws","economic_risk","low",58122,21
"11487","household","hws","economic_risk","medium",10390,21
"11488","household","hws","economic_risk","high",31488,21
"11489","household","hws","go_fishing","no",21454,21
"11490","household","hws","go_fishing","yes",78546,21
"11491","household","hws","individual_importance","medium",51569,21
"11492","household","hws","individual_importance","high",48431,21
"11493","household","hws","individual_risk","low",51619,21
"11494","household","hws","individual_risk","medium",48056,21
"11495","household","hws","individual_risk","high",325,21
"11496","household","hws","societal_importance","medium",74947,21
"11497","household","hws","societal_importance","high",25053,21
"11498","household","hws","societal_risk","low",51619,21
"11499","household","hws","societal_risk","medium",48211,21
"11500","household","hws","societal_risk","high",170,21
"11501","household","hws","strategy_to_change","cope",32256,21
"11502","household","hws","strategy_to_change","react",67744,21
"11503","household","hws","substitution_capacity","yes",100000,21
"11504","household","hww","economic_buffers","low",100000,21
"11505","household","hww","economic_risk","low",100000,21
"11506","household","hww","go_fishing","no",41870,21
"11507","household","hww","go_fishing","yes",58130,21
"11508","household","hww","individual_importance","medium",52015,21
"11509","household","hww","individual_importance","high",47985,21
"11510","household","hww","individual_risk","low",41434,21
"11511","household","hww","individual_risk","medium",58393,21
"11512","household","hww","individual_risk","high",173,21
"11513","household","hww","societal_importance","medium",75136,21
"11514","household","hww","societal_importance","high",24864,21
"11515","household","hww","societal_risk","low",41434,21
"11516","household","hww","societal_risk","medium",58484,21
"11517","household","hww","societal_risk","high",82,21
"11518","household","hww","strategy_to_change","cope",100000,21
"11519","household","hww","substitution_capacity","yes",100000,21
"11520","household","gal","economic_buffers","low",100000,21
"11521","household","gal","economic_risk","low",26684,21
"11522","household","gal","economic_risk","medium",29806,21
"11523","household","gal","economic_risk","high",43510,21
"11524","household","gal","go_fishing","no",22327,21
"11525","household","gal","go_fishing","yes",77673,21
"11526","household","gal","individual_importance","medium",51743,21
"11527","household","gal","individual_importance","high",48257,21
"11528","household","gal","individual_risk","low",65902,21
"11529","household","gal","individual_risk","medium",34028,21
"11530","household","gal","individual_risk","high",70,21
"11531","household","gal","societal_importance","medium",75040,21
"11532","household","gal","societal_importance","high",24960,21
"11533","household","gal","societal_risk","low",65902,21
"11534","household","gal","societal_risk","medium",34063,21
"11535","household","gal","societal_risk","high",35,21
"11536","household","gal","strategy_to_change","cope",22327,21
"11537","household","gal","strategy_to_change","react",77673,21
"11538","household","gal","substitution_capacity","yes",100000,21
"11539","household","sto","economic_buffers","low",100000,21
"11540","household","sto","economic_risk","low",100000,21
"11541","household","sto","go_fishing","no",100000,21
"11542","household","sto","individual_importance","medium",51990,21
"11543","household","sto","individual_importance","high",48010,21
"11544","household","sto","individual_risk","medium",100000,21
"11545","household","sto","societal_importance","medium",75229,21
"11546","household","sto","societal_importance","high",24771,21
"11547","household","sto","societal_risk","medium",100000,21
"11548","household","sto","strategy_to_change","cope",100000,21
"11549","household","sto","substitution_capacity","yes",100000,21
"11550","household","erf","economic_buffers","low",100000,21
"11551","household","erf","economic_risk","low",100000,21
"11552","household","erf","go_fishing","no",100000,21
"11553","household","erf","individual_importance","medium",52034,21
"11554","household","erf","individual_importance","high",47966,21
"11555","household","erf","individual_risk","medium",100000,21
"11556","household","erf","societal_importance","medium",75030,21
"11557","household","erf","societal_importance","high",24970,21
"11558","household","erf","societal_risk","medium",100000,21
"11559","household","erf","strategy_to_change","cope",100000,21
"11560","household","erf","substitution_capacity","yes",100000,21
"11561","household","ici","economic_buffers","low",100000,21
"11562","household","ici","economic_risk","not_relevant",100000,21
"11563","household","ici","go_fishing","no",50041,21
"11564","household","ici","go_fishing","yes",49959,21
"11565","household","ici","individual_importance","medium",52273,21
"11566","household","ici","individual_importance","high",47727,21
"11567","household","ici","individual_risk","not_relevant",100000,21
"11568","household","ici","societal_importance","medium",75202,21
"11569","household","ici","societal_importance","high",24798,21
"11570","household","ici","societal_risk","not_relevant",100000,21
"11571","household","ici","strategy_to_change","not_relevant",100000,21
"11572","household","ici","substitution_capacity","yes",100000,21
"11573","trawler","abl","economic_buffers","medium",46007,21
"11574","trawler","abl","economic_buffers","high",53993,21
"11575","trawler","abl","economic_risk","low",100000,21
"11576","trawler","abl","go_fishing","yes",100000,21
"11577","trawler","abl","individual_importance","high",100000,21
"11578","trawler","abl","individual_risk","low",37315,21
"11579","trawler","abl","individual_risk","medium",59492,21
"11580","trawler","abl","individual_risk","high",3193,21
"11581","trawler","abl","societal_importance","high",100000,21
"11582","trawler","abl","societal_risk","low",37315,21
"11583","trawler","abl","societal_risk","medium",59492,21
"11584","trawler","abl","societal_risk","high",3193,21
"11585","trawler","abl","strategy_to_change","cope",100000,21
"11586","trawler","abl","substitution_capacity","yes",100000,21
"11587","trawler","hws","economic_buffers","medium",46041,21
"11588","trawler","hws","economic_buffers","high",53959,21
"11589","trawler","hws","economic_risk","low",100000,21
"11590","trawler","hws","go_fishing","yes",100000,21
"11591","trawler","hws","individual_importance","high",100000,21
"11592","trawler","hws","individual_risk","low",77523,21
"11593","trawler","hws","individual_risk","medium",21729,21
"11594","trawler","hws","individual_risk","high",748,21
"11595","trawler","hws","societal_importance","high",100000,21
"11596","trawler","hws","societal_risk","low",77523,21
"11597","trawler","hws","societal_risk","medium",21729,21
"11598","trawler","hws","societal_risk","high",748,21
"11599","trawler","hws","strategy_to_change","react",100000,21
"11600","trawler","hws","substitution_capacity","yes",100000,21
"11601","trawler","hww","economic_buffers","medium",45686,21
"11602","trawler","hww","economic_buffers","high",54314,21
"11603","trawler","hww","economic_risk","low",100000,21
"11604","trawler","hww","go_fishing","yes",100000,21
"11605","trawler","hww","individual_importance","high",100000,21
"11606","trawler","hww","individual_risk","low",87991,21
"11607","trawler","hww","individual_risk","medium",11845,21
"11608","trawler","hww","individual_risk","high",164,21
"11609","trawler","hww","societal_importance","high",100000,21
"11610","trawler","hww","societal_risk","low",87991,21
"11611","trawler","hww","societal_risk","medium",11845,21
"11612","trawler","hww","societal_risk","high",164,21
"11613","trawler","hww","strategy_to_change","cope",20360,21
"11614","trawler","hww","strategy_to_change","react",79640,21
"11615","trawler","hww","substitution_capacity","yes",100000,21
"11616","trawler","gal","economic_buffers","medium",45859,21
"11617","trawler","gal","economic_buffers","high",54141,21
"11618","trawler","gal","economic_risk","low",100000,21
"11619","trawler","gal","go_fishing","no",17862,21
"11620","trawler","gal","go_fishing","yes",82138,21
"11621","trawler","gal","individual_importance","high",100000,21
"11622","trawler","gal","individual_risk","low",27667,21
"11623","trawler","gal","individual_risk","medium",47747,21
"11624","trawler","gal","individual_risk","high",24586,21
"11625","trawler","gal","societal_importance","high",100000,21
"11626","trawler","gal","societal_risk","low",27667,21
"11627","trawler","gal","societal_risk","medium",47747,21
"11628","trawler","gal","societal_risk","high",24586,21
"11629","trawler","gal","strategy_to_change","cope",100000,21
"11630","trawler","gal","substitution_capacity","yes",100000,21
"11631","trawler","sto","economic_buffers","medium",45767,21
"11632","trawler","sto","economic_buffers","high",54233,21
"11633","trawler","sto","economic_risk","low",99286,21
"11634","trawler","sto","economic_risk","medium",714,21
"11635","trawler","sto","go_fishing","no",41253,21
"11636","trawler","sto","go_fishing","yes",58747,21
"11637","trawler","sto","individual_importance","high",100000,21
"11638","trawler","sto","individual_risk","low",37958,21
"11639","trawler","sto","individual_risk","medium",61181,21
"11640","trawler","sto","individual_risk","high",861,21
"11641","trawler","sto","societal_importance","high",100000,21
"11642","trawler","sto","societal_risk","low",37958,21
"11643","trawler","sto","societal_risk","medium",61181,21
"11644","trawler","sto","societal_risk","high",861,21
"11645","trawler","sto","strategy_to_change","cope",41253,21
"11646","trawler","sto","strategy_to_change","react",58747,21
"11647","trawler","sto","substitution_capacity","yes",100000,21
"11648","trawler","erf","economic_buffers","medium",45751,21
"11649","trawler","erf","economic_buffers","high",54249,21
"11650","trawler","erf","economic_risk","low",100000,21
"11651","trawler","erf","go_fishing","yes",100000,21
"11652","trawler","erf","individual_importance","high",100000,21
"11653","trawler","erf","individual_risk","low",54342,21
"11654","trawler","erf","individual_risk","medium",41160,21
"11655","trawler","erf","individual_risk","high",4498,21
"11656","trawler","erf","societal_importance","high",100000,21
"11657","trawler","erf","societal_risk","low",54342,21
"11658","trawler","erf","societal_risk","medium",41160,21
"11659","trawler","erf","societal_risk","high",4498,21
"11660","trawler","erf","strategy_to_change","cope",100000,21
"11661","trawler","erf","substitution_capacity","yes",100000,21
"11662","trawler","ici","economic_buffers","medium",46085,21
"11663","trawler","ici","economic_buffers","high",53915,21
"11664","trawler","ici","economic_risk","low",21283,21
"11665","trawler","ici","economic_risk","medium",42420,21
"11666","trawler","ici","economic_risk","high",36297,21
"11667","trawler","ici","go_fishing","no",21283,21
"11668","trawler","ici","go_fishing","yes",78717,21
"11669","trawler","ici","individual_importance","high",100000,21
"11670","trawler","ici","individual_risk","low",98,21
"11671","trawler","ici","individual_risk","medium",29629,21
"11672","trawler","ici","individual_risk","high",70273,21
"11673","trawler","ici","societal_importance","high",100000,21
"11674","trawler","ici","societal_risk","low",98,21
"11675","trawler","ici","societal_risk","medium",29629,21
"11676","trawler","ici","societal_risk","high",70273,21
"11677","trawler","ici","strategy_to_change","cope",21283,21
"11678","trawler","ici","strategy_to_change","react",78717,21
"11679","trawler","ici","substitution_capacity","yes",100000,21
"11680","guide","abl","economic_buffers","low",95083,21
"11681","guide","abl","economic_buffers","medium",4917,21
"11682","guide","abl","economic_risk","low",43560,21
"11683","guide","abl","economic_risk","medium",2682,21
"11684","guide","abl","economic_risk","high",53758,21
"11685","guide","abl","go_fishing","no",56440,21
"11686","guide","abl","go_fishing","yes",43560,21
"11687","guide","abl","individual_importance","high",100000,21
"11688","guide","abl","individual_risk","low",26029,21
"11689","guide","abl","individual_risk","medium",13887,21
"11690","guide","abl","individual_risk","high",60084,21
"11691","guide","abl","societal_importance","medium",84887,21
"11692","guide","abl","societal_importance","high",15113,21
"11693","guide","abl","societal_risk","low",26029,21
"11694","guide","abl","societal_risk","medium",64906,21
"11695","guide","abl","societal_risk","high",9065,21
"11696","guide","abl","strategy_to_change","cope",56440,21
"11697","guide","abl","strategy_to_change","adapt",43560,21
"11698","guide","abl","substitution_capacity","no",100000,21
"11699","guide","hws","economic_buffers","low",95059,21
"11700","guide","hws","economic_buffers","medium",4941,21
"11701","guide","hws","economic_risk","low",90869,21
"11702","guide","hws","economic_risk","medium",7701,21
"11703","guide","hws","economic_risk","high",1430,21
"11704","guide","hws","go_fishing","no",1493,21
"11705","guide","hws","go_fishing","yes",98507,21
"11706","guide","hws","individual_importance","high",100000,21
"11707","guide","hws","individual_risk","low",38436,21
"11708","guide","hws","individual_risk","medium",44474,21
"11709","guide","hws","individual_risk","high",17090,21
"11710","guide","hws","societal_importance","medium",85087,21
"11711","guide","hws","societal_importance","high",14913,21
"11712","guide","hws","societal_risk","low",38436,21
"11713","guide","hws","societal_risk","medium",58975,21
"11714","guide","hws","societal_risk","high",2589,21
"11715","guide","hws","strategy_to_change","cope",9521,21
"11716","guide","hws","strategy_to_change","react",13912,21
"11717","guide","hws","strategy_to_change","adapt",76567,21
"11718","guide","hws","substitution_capacity","no",100000,21
"11719","guide","hww","economic_buffers","low",95136,21
"11720","guide","hww","economic_buffers","medium",4864,21
"11721","guide","hww","economic_risk","low",29059,21
"11722","guide","hww","economic_risk","medium",3374,21
"11723","guide","hww","economic_risk","high",67567,21
"11724","guide","hww","go_fishing","no",70941,21
"11725","guide","hww","go_fishing","yes",29059,21
"11726","guide","hww","individual_importance","high",100000,21
"11727","guide","hww","individual_risk","low",9723,21
"11728","guide","hww","individual_risk","medium",13834,21
"11729","guide","hww","individual_risk","high",76443,21
"11730","guide","hww","societal_importance","medium",84894,21
"11731","guide","hww","societal_importance","high",15106,21
"11732","guide","hww","societal_risk","low",9723,21
"11733","guide","hww","societal_risk","medium",78737,21
"11734","guide","hww","societal_risk","high",11540,21
"11735","guide","hww","strategy_to_change","cope",70941,21
"11736","guide","hww","strategy_to_change","adapt",29059,21
"11737","guide","hww","substitution_capacity","no",100000,21
"11738","guide","gal","economic_buffers","low",94998,21
"11739","guide","gal","economic_buffers","medium",5002,21
"11740","guide","gal","economic_risk","low",27545,21
"11741","guide","gal","economic_risk","high",72455,21
"11742","guide","gal","go_fishing","yes",100000,21
"11743","guide","gal","individual_importance","high",100000,21
"11744","guide","gal","individual_risk","low",34432,21
"11745","guide","gal","individual_risk","medium",41022,21
"11746","guide","gal","individual_risk","high",24546,21
"11747","guide","gal","societal_importance","medium",84942,21
"11748","guide","gal","societal_importance","high",15058,21
"11749","guide","gal","societal_risk","low",34432,21
"11750","guide","gal","societal_risk","medium",61872,21
"11751","guide","gal","societal_risk","high",3696,21
"11752","guide","gal","strategy_to_change","cope",64933,21
"11753","guide","gal","strategy_to_change","adapt",35067,21
"11754","guide","gal","substitution_capacity","no",100000,21
"11755","guide","sto","economic_buffers","low",94977,21
"11756","guide","sto","economic_buffers","medium",5023,21
"11757","guide","sto","economic_risk","medium",4889,21
"11758","guide","sto","economic_risk","high",95111,21
"11759","guide","sto","go_fishing","no",100000,21
"11760","guide","sto","individual_importance","high",100000,21
"11761","guide","sto","individual_risk","high",100000,21
"11762","guide","sto","societal_importance","medium",85201,21
"11763","guide","sto","societal_importance","high",14799,21
"11764","guide","sto","societal_risk","medium",85201,21
"11765","guide","sto","societal_risk","high",14799,21
"11766","guide","sto","strategy_to_change","cope",100000,21
"11767","guide","sto","substitution_capacity","no",100000,21
"11768","guide","erf","economic_buffers","low",95111,21
"11769","guide","erf","economic_buffers","medium",4889,21
"11770","guide","erf","economic_risk","medium",4768,21
"11771","guide","erf","economic_risk","high",95232,21
"11772","guide","erf","go_fishing","no",100000,21
"11773","guide","erf","individual_importance","high",100000,21
"11774","guide","erf","individual_risk","high",100000,21
"11775","guide","erf","societal_importance","medium",84922,21
"11776","guide","erf","societal_importance","high",15078,21
"11777","guide","erf","societal_risk","medium",84922,21
"11778","guide","erf","societal_risk","high",15078,21
"11779","guide","erf","strategy_to_change","cope",100000,21
"11780","guide","erf","substitution_capacity","no",100000,21
"11781","guide","ici","economic_buffers","low",95099,21
"11782","guide","ici","economic_buffers","medium",4901,21
"11783","guide","ici","economic_risk","medium",4771,21
"11784","guide","ici","economic_risk","high",95229,21
"11785","guide","ici","go_fishing","no",100000,21
"11786","guide","ici","individual_importance","high",100000,21
"11787","guide","ici","individual_risk","high",100000,21
"11788","guide","ici","societal_importance","medium",84878,21
"11789","guide","ici","societal_importance","high",15122,21
"11790","guide","ici","societal_risk","medium",84878,21
"11791","guide","ici","societal_risk","high",15122,21
"11792","guide","ici","strategy_to_change","cope",100000,21
"11793","guide","ici","substitution_capacity","no",100000,21
"11794","recreational","abl","economic_buffers","low",100000,22
"11795","recreational","abl","economic_risk","low",21015,22
"11796","recreational","abl","economic_risk","medium",48276,22
"11797","recreational","abl","economic_risk","high",30709,22
"11798","recreational","abl","go_fishing","yes",100000,22
"11799","recreational","abl","individual_importance","medium",51236,22
"11800","recreational","abl","individual_importance","high",48764,22
"11801","recreational","abl","individual_risk","low",60768,22
"11802","recreational","abl","individual_risk","medium",38118,22
"11803","recreational","abl","individual_risk","high",1114,22
"11804","recreational","abl","societal_importance","low",289,22
"11805","recreational","abl","societal_importance","medium",71598,22
"11806","recreational","abl","societal_importance","high",28113,22
"11807","recreational","abl","societal_risk","low",60889,22
"11808","recreational","abl","societal_risk","medium",38441,22
"11809","recreational","abl","societal_risk","high",670,22
"11810","recreational","abl","strategy_to_change","react",81008,22
"11811","recreational","abl","strategy_to_change","adapt",18992,22
"11812","recreational","abl","substitution_capacity","no",100000,22
"11813","recreational","hws","economic_buffers","low",100000,22
"11814","recreational","hws","economic_risk","low",100000,22
"11815","recreational","hws","go_fishing","yes",100000,22
"11816","recreational","hws","individual_importance","medium",51481,22
"11817","recreational","hws","individual_importance","high",48519,22
"11818","recreational","hws","individual_risk","low",47574,22
"11819","recreational","hws","individual_risk","medium",51021,22
"11820","recreational","hws","individual_risk","high",1405,22
"11821","recreational","hws","societal_importance","low",315,22
"11822","recreational","hws","societal_importance","medium",71701,22
"11823","recreational","hws","societal_importance","high",27984,22
"11824","recreational","hws","societal_risk","low",47739,22
"11825","recreational","hws","societal_risk","medium",51439,22
"11826","recreational","hws","societal_risk","high",822,22
"11827","recreational","hws","strategy_to_change","adapt",100000,22
"11828","recreational","hws","substitution_capacity","no",100000,22
"11829","recreational","hww","economic_buffers","low",100000,22
"11830","recreational","hww","economic_risk","low",100000,22
"11831","recreational","hww","go_fishing","no",93888,22
"11832","recreational","hww","go_fishing","yes",6112,22
"11833","recreational","hww","individual_importance","medium",51713,22
"11834","recreational","hww","individual_importance","high",48287,22
"11835","recreational","hww","individual_risk","low",3661,22
"11836","recreational","hww","individual_risk","medium",50953,22
"11837","recreational","hww","individual_risk","high",45386,22
"11838","recreational","hww","societal_importance","low",302,22
"11839","recreational","hww","societal_importance","medium",71573,22
"11840","recreational","hww","societal_importance","high",28125,22
"11841","recreational","hww","societal_risk","low",3950,22
"11842","recreational","hww","societal_risk","medium",69672,22
"11843","recreational","hww","societal_risk","high",26378,22
"11844","recreational","hww","strategy_to_change","cope",93888,22
"11845","recreational","hww","strategy_to_change","adapt",6112,22
"11846","recreational","hww","substitution_capacity","no",100000,22
"11847","recreational","gal","economic_buffers","low",100000,22
"11848","recreational","gal","economic_risk","low",52126,22
"11849","recreational","gal","economic_risk","medium",28798,22
"11850","recreational","gal","economic_risk","high",19076,22
"11851","recreational","gal","go_fishing","no",49455,22
"11852","recreational","gal","go_fishing","yes",50545,22
"11853","recreational","gal","individual_importance","medium",51440,22
"11854","recreational","gal","individual_importance","high",48560,22
"11855","recreational","gal","individual_risk","low",31049,22
"11856","recreational","gal","individual_risk","medium",44169,22
"11857","recreational","gal","individual_risk","high",24782,22
"11858","recreational","gal","societal_importance","low",282,22
"11859","recreational","gal","societal_importance","medium",71558,22
"11860","recreational","gal","societal_importance","high",28160,22
"11861","recreational","gal","societal_risk","low",31237,22
"11862","recreational","gal","societal_risk","medium",54584,22
"11863","recreational","gal","societal_risk","high",14179,22
"11864","recreational","gal","strategy_to_change","cope",51636,22
"11865","recreational","gal","strategy_to_change","react",48364,22
"11866","recreational","gal","substitution_capacity","no",100000,22
"11867","recreational","sto","economic_buffers","low",100000,22
"11868","recreational","sto","economic_risk","low",100000,22
"11869","recreational","sto","go_fishing","no",100000,22
"11870","recreational","sto","individual_importance","medium",51680,22
"11871","recreational","sto","individual_importance","high",48320,22
"11872","recreational","sto","individual_risk","medium",51680,22
"11873","recreational","sto","individual_risk","high",48320,22
"11874","recreational","sto","societal_importance","low",293,22
"11875","recreational","sto","societal_importance","medium",71497,22
"11876","recreational","sto","societal_importance","high",28210,22
"11877","recreational","sto","societal_risk","low",293,22
"11878","recreational","sto","societal_risk","medium",71497,22
"11879","recreational","sto","societal_risk","high",28210,22
"11880","recreational","sto","strategy_to_change","cope",100000,22
"11881","recreational","sto","substitution_capacity","no",100000,22
"11882","recreational","erf","economic_buffers","low",100000,22
"11883","recreational","erf","economic_risk","low",100000,22
"11884","recreational","erf","go_fishing","no",100000,22
"11885","recreational","erf","individual_importance","medium",51695,22
"11886","recreational","erf","individual_importance","high",48305,22
"11887","recreational","erf","individual_risk","medium",51695,22
"11888","recreational","erf","individual_risk","high",48305,22
"11889","recreational","erf","societal_importance","low",327,22
"11890","recreational","erf","societal_importance","medium",71666,22
"11891","recreational","erf","societal_importance","high",28007,22
"11892","recreational","erf","societal_risk","low",327,22
"11893","recreational","erf","societal_risk","medium",71666,22
"11894","recreational","erf","societal_risk","high",28007,22
"11895","recreational","erf","strategy_to_change","cope",100000,22
"11896","recreational","erf","substitution_capacity","no",100000,22
"11897","recreational","ici","economic_buffers","low",100000,22
"11898","recreational","ici","economic_risk","not_relevant",100000,22
"11899","recreational","ici","go_fishing","no",50144,22
"11900","recreational","ici","go_fishing","yes",49856,22
"11901","recreational","ici","individual_importance","medium",51336,22
"11902","recreational","ici","individual_importance","high",48664,22
"11903","recreational","ici","individual_risk","not_relevant",100000,22
"11904","recreational","ici","societal_importance","low",317,22
"11905","recreational","ici","societal_importance","medium",71485,22
"11906","recreational","ici","societal_importance","high",28198,22
"11907","recreational","ici","societal_risk","not_relevant",100000,22
"11908","recreational","ici","strategy_to_change","not_relevant",100000,22
"11909","recreational","ici","substitution_capacity","no",100000,22
"11910","small_scale","abl","economic_buffers","low",90358,22
"11911","small_scale","abl","economic_buffers","medium",9642,22
"11912","small_scale","abl","economic_risk","low",38882,22
"11913","small_scale","abl","economic_risk","medium",38468,22
"11914","small_scale","abl","economic_risk","high",22650,22
"11915","small_scale","abl","go_fishing","no",3276,22
"11916","small_scale","abl","go_fishing","yes",96724,22
"11917","small_scale","abl","individual_importance","medium",3623,22
"11918","small_scale","abl","individual_importance","high",96377,22
"11919","small_scale","abl","individual_risk","low",50553,22
"11920","small_scale","abl","individual_risk","medium",42424,22
"11921","small_scale","abl","individual_risk","high",7023,22
"11922","small_scale","abl","societal_importance","high",100000,22
"11923","small_scale","abl","societal_risk","low",50553,22
"11924","small_scale","abl","societal_risk","medium",42181,22
"11925","small_scale","abl","societal_risk","high",7266,22
"11926","small_scale","abl","strategy_to_change","cope",78539,22
"11927","small_scale","abl","strategy_to_change","react",21461,22
"11928","small_scale","abl","substitution_capacity","no",32384,22
"11929","small_scale","abl","substitution_capacity","yes",67616,22
"11930","small_scale","hws","economic_buffers","low",90592,22
"11931","small_scale","hws","economic_buffers","medium",9408,22
"11932","small_scale","hws","economic_risk","low",81721,22
"11933","small_scale","hws","economic_risk","medium",10928,22
"11934","small_scale","hws","economic_risk","high",7351,22
"11935","small_scale","hws","go_fishing","no",9595,22
"11936","small_scale","hws","go_fishing","yes",90405,22
"11937","small_scale","hws","individual_importance","medium",3583,22
"11938","small_scale","hws","individual_importance","high",96417,22
"11939","small_scale","hws","individual_risk","low",38518,22
"11940","small_scale","hws","individual_risk","medium",50905,22
"11941","small_scale","hws","individual_risk","high",10577,22
"11942","small_scale","hws","societal_importance","high",100000,22
"11943","small_scale","hws","societal_risk","low",38518,22
"11944","small_scale","hws","societal_risk","medium",50522,22
"11945","small_scale","hws","societal_risk","high",10960,22
"11946","small_scale","hws","strategy_to_change","cope",43283,22
"11947","small_scale","hws","strategy_to_change","react",45432,22
"11948","small_scale","hws","strategy_to_change","adapt",11285,22
"11949","small_scale","hws","substitution_capacity","no",32461,22
"11950","small_scale","hws","substitution_capacity","yes",67539,22
"11951","small_scale","hww","economic_buffers","low",90466,22
"11952","small_scale","hww","economic_buffers","medium",9534,22
"11953","small_scale","hww","economic_risk","low",79759,22
"11954","small_scale","hww","economic_risk","medium",10700,22
"11955","small_scale","hww","economic_risk","high",9541,22
"11956","small_scale","hww","go_fishing","no",56426,22
"11957","small_scale","hww","go_fishing","yes",43574,22
"11958","small_scale","hww","individual_importance","medium",3645,22
"11959","small_scale","hww","individual_importance","high",96355,22
"11960","small_scale","hww","individual_risk","low",25344,22
"11961","small_scale","hww","individual_risk","medium",55247,22
"11962","small_scale","hww","individual_risk","high",19409,22
"11963","small_scale","hww","societal_importance","high",100000,22
"11964","small_scale","hww","societal_risk","low",25344,22
"11965","small_scale","hww","societal_risk","medium",54493,22
"11966","small_scale","hww","societal_risk","high",20163,22
"11967","small_scale","hww","strategy_to_change","cope",93332,22
"11968","small_scale","hww","strategy_to_change","react",6668,22
"11969","small_scale","hww","substitution_capacity","no",32352,22
"11970","small_scale","hww","substitution_capacity","yes",67648,22
"11971","small_scale","gal","economic_buffers","low",90290,22
"11972","small_scale","gal","economic_buffers","medium",9710,22
"11973","small_scale","gal","economic_risk","low",48349,22
"11974","small_scale","gal","economic_risk","medium",28419,22
"11975","small_scale","gal","economic_risk","high",23232,22
"11976","small_scale","gal","go_fishing","no",47834,22
"11977","small_scale","gal","go_fishing","yes",52166,22
"11978","small_scale","gal","individual_importance","medium",3756,22
"11979","small_scale","gal","individual_importance","high",96244,22
"11980","small_scale","gal","individual_risk","low",37123,22
"11981","small_scale","gal","individual_risk","medium",46140,22
"11982","small_scale","gal","individual_risk","high",16737,22
"11983","small_scale","gal","societal_importance","high",100000,22
"11984","small_scale","gal","societal_risk","low",37123,22
"11985","small_scale","gal","societal_risk","medium",45453,22
"11986","small_scale","gal","societal_risk","high",17424,22
"11987","small_scale","gal","strategy_to_change","cope",52431,22
"11988","small_scale","gal","strategy_to_change","react",47569,22
"11989","small_scale","gal","substitution_capacity","no",32511,22
"11990","small_scale","gal","substitution_capacity","yes",67489,22
"11991","small_scale","sto","economic_buffers","low",90520,22
"11992","small_scale","sto","economic_buffers","medium",9480,22
"11993","small_scale","sto","economic_risk","low",55101,22
"11994","small_scale","sto","economic_risk","medium",24811,22
"11995","small_scale","sto","economic_risk","high",20088,22
"11996","small_scale","sto","go_fishing","no",61897,22
"11997","small_scale","sto","go_fishing","yes",38103,22
"11998","small_scale","sto","individual_importance","medium",3831,22
"11999","small_scale","sto","individual_importance","high",96169,22
"12000","small_scale","sto","individual_risk","low",28193,22
"12001","small_scale","sto","individual_risk","medium",51506,22
"12002","small_scale","sto","individual_risk","high",20301,22
"12003","small_scale","sto","societal_importance","high",100000,22
"12004","small_scale","sto","societal_risk","low",28193,22
"12005","small_scale","sto","societal_risk","medium",50675,22
"12006","small_scale","sto","societal_risk","high",21132,22
"12007","small_scale","sto","strategy_to_change","cope",61897,22
"12008","small_scale","sto","strategy_to_change","react",38103,22
"12009","small_scale","sto","substitution_capacity","no",32966,22
"12010","small_scale","sto","substitution_capacity","yes",67034,22
"12011","small_scale","erf","economic_buffers","low",90404,22
"12012","small_scale","erf","economic_buffers","medium",9596,22
"12013","small_scale","erf","economic_risk","low",62589,22
"12014","small_scale","erf","economic_risk","medium",23592,22
"12015","small_scale","erf","economic_risk","high",13819,22
"12016","small_scale","erf","go_fishing","no",46014,22
"12017","small_scale","erf","go_fishing","yes",53986,22
"12018","small_scale","erf","individual_importance","medium",3595,22
"12019","small_scale","erf","individual_importance","high",96405,22
"12020","small_scale","erf","individual_risk","low",43673,22
"12021","small_scale","erf","individual_risk","medium",41562,22
"12022","small_scale","erf","individual_risk","high",14765,22
"12023","small_scale","erf","societal_importance","high",100000,22
"12024","small_scale","erf","societal_risk","low",43673,22
"12025","small_scale","erf","societal_risk","medium",41001,22
"12026","small_scale","erf","societal_risk","high",15326,22
"12027","small_scale","erf","strategy_to_change","cope",100000,22
"12028","small_scale","erf","substitution_capacity","no",32761,22
"12029","small_scale","erf","substitution_capacity","yes",67239,22
"12030","small_scale","ici","economic_buffers","low",90252,22
"12031","small_scale","ici","economic_buffers","medium",9748,22
"12032","small_scale","ici","economic_risk","not_relevant",100000,22
"12033","small_scale","ici","go_fishing","no",50000,22
"12034","small_scale","ici","go_fishing","yes",50000,22
"12035","small_scale","ici","individual_importance","medium",3715,22
"12036","small_scale","ici","individual_importance","high",96285,22
"12037","small_scale","ici","individual_risk","not_relevant",100000,22
"12038","small_scale","ici","societal_importance","high",100000,22
"12039","small_scale","ici","societal_risk","not_relevant",100000,22
