"","fishing_style","node","est","n","prob","iter"
"1267","household","go_fishing","no",64897,0.64897,12
"1268","household","go_fishing","yes",35103,0.35103,12
"1269","household","individual_importance","medium",47205,0.47205,12
"1270","household","individual_importance","high",52795,0.52795,12
"1271","household","individual_risk","low",21475,0.21475,12
"1272","household","individual_risk","medium",63817,0.63817,12
"1273","household","individual_risk","high",350,0.0035,12
"1274","household","individual_risk","not_relevant",14358,0.14358,12
"1275","household","societal_importance","medium",78056,0.78056,12
"1276","household","societal_importance","high",21944,0.21944,12
"1277","household","societal_risk","low",21475,0.21475,12
"1278","household","societal_risk","medium",64010,0.6401,12
"1279","household","societal_risk","high",157,0.00157,12
"1280","household","societal_risk","not_relevant",14358,0.14358,12
"1281","household","strategy_to_change","not_relevant",14358,0.14358,12
"1282","household","strategy_to_change","cope",70692,0.70692,12
"1283","household","strategy_to_change","react",14950,0.1495,12
"1284","household","substitution_capacity","yes",100000,1,12
"1285","trawler","economic_buffers","medium",49093,0.49093,12
"1286","trawler","economic_buffers","high",50907,0.50907,12
"1287","trawler","economic_risk","low",87819,0.87819,12
"1288","trawler","economic_risk","medium",6279,0.06279,12
"1289","trawler","economic_risk","high",5902,0.05902,12
"1290","trawler","go_fishing","no",4849,0.04849,12
"1291","trawler","go_fishing","yes",95151,0.95151,12
"1292","trawler","individual_importance","high",100000,1,12
"1293","trawler","individual_risk","low",50500,0.505,12
"1294","trawler","individual_risk","medium",30619,0.30619,12
"1295","trawler","individual_risk","high",18881,0.18881,12
"1296","trawler","societal_importance","high",100000,1,12
"1297","trawler","societal_risk","low",50500,0.505,12
"1298","trawler","societal_risk","medium",30619,0.30619,12
"1299","trawler","societal_risk","high",18881,0.18881,12
"1300","trawler","strategy_to_change","cope",50788,0.50788,12
"1301","trawler","strategy_to_change","react",49212,0.49212,12
"1302","trawler","substitution_capacity","yes",100000,1,12
"1303","guide","economic_buffers","low",94041,0.94041,12
"1304","guide","economic_buffers","medium",5959,0.05959,12
"1305","guide","economic_risk","low",19649,0.19649,12
"1306","guide","economic_risk","medium",7702,0.07702,12
"1307","guide","economic_risk","high",72649,0.72649,12
"1308","guide","go_fishing","no",67380,0.6738,12
"1309","guide","go_fishing","yes",32620,0.3262,12
"1310","guide","individual_importance","high",100000,1,12
"1311","guide","individual_risk","low",15460,0.1546,12
"1312","guide","individual_risk","medium",11409,0.11409,12
"1313","guide","individual_risk","high",73131,0.73131,12
"1314","guide","societal_importance","medium",77156,0.77156,12
"1315","guide","societal_importance","high",22844,0.22844,12
"1316","guide","societal_risk","low",15460,0.1546,12
"1317","guide","societal_risk","medium",67660,0.6766,12
"1318","guide","societal_risk","high",16880,0.1688,12
"1319","guide","strategy_to_change","cope",79663,0.79663,12
"1320","guide","strategy_to_change","react",7188,0.07188,12
"1321","guide","strategy_to_change","adapt",13149,0.13149,12
"1322","guide","substitution_capacity","no",100000,1,12
"1323","recreational","economic_buffers","low",100000,1,13
"1324","recreational","economic_risk","low",83444,0.83444,13
"1325","recreational","economic_risk","medium",1469,0.01469,13
"1326","recreational","economic_risk","high",964,0.00964,13
"1327","recreational","economic_risk","not_relevant",14123,0.14123,13
"1328","recreational","go_fishing","no",58918,0.58918,13
"1329","recreational","go_fishing","yes",41082,0.41082,13
"1330","recreational","individual_importance","medium",46857,0.46857,13
"1331","recreational","individual_importance","high",53143,0.53143,13
"1332","recreational","individual_risk","low",21061,0.21061,13
"1333","recreational","individual_risk","medium",64412,0.64412,13
"1334","recreational","individual_risk","high",404,0.00404,13
"1335","recreational","individual_risk","not_relevant",14123,0.14123,13
"1336","recreational","societal_importance","medium",71688,0.71688,13
"1337","recreational","societal_importance","high",28312,0.28312,13
"1338","recreational","societal_risk","low",21061,0.21061,13
"1339","recreational","societal_risk","medium",64599,0.64599,13
"1340","recreational","societal_risk","high",217,0.00217,13
"1341","recreational","societal_risk","not_relevant",14123,0.14123,13
"1342","recreational","strategy_to_change","not_relevant",14123,0.14123,13
"1343","recreational","strategy_to_change","cope",51896,0.51896,13
"1344","recreational","strategy_to_change","react",2492,0.02492,13
"1345","recreational","strategy_to_change","adapt",31489,0.31489,13
"1346","recreational","substitution_capacity","yes",100000,1,13
"1347","small_scale","economic_buffers","low",92083,0.92083,13
"1348","small_scale","economic_buffers","medium",7917,0.07917,13
"1349","small_scale","economic_risk","low",38762,0.38762,13
"1350","small_scale","economic_risk","medium",26331,0.26331,13
"1351","small_scale","economic_risk","high",20563,0.20563,13
"1352","small_scale","economic_risk","not_relevant",14344,0.14344,13
"1353","small_scale","go_fishing","no",39416,0.39416,13
"1354","small_scale","go_fishing","yes",60584,0.60584,13
"1355","small_scale","individual_importance","medium",15161,0.15161,13
"1356","small_scale","individual_importance","high",84839,0.84839,13
"1357","small_scale","individual_risk","low",31421,0.31421,13
"1358","small_scale","individual_risk","medium",31750,0.3175,13
"1359","small_scale","individual_risk","high",22485,0.22485,13
"1360","small_scale","individual_risk","not_relevant",14344,0.14344,13
"1361","small_scale","societal_importance","high",100000,1,13
"1362","small_scale","societal_risk","low",31421,0.31421,13
"1363","small_scale","societal_risk","medium",27711,0.27711,13
"1364","small_scale","societal_risk","high",26524,0.26524,13
"1365","small_scale","societal_risk","not_relevant",14344,0.14344,13
"1366","small_scale","strategy_to_change","not_relevant",14344,0.14344,13
"1367","small_scale","strategy_to_change","cope",59362,0.59362,13
"1368","small_scale","strategy_to_change","react",25767,0.25767,13
"1369","small_scale","strategy_to_change","adapt",527,0.00527,13
"1370","small_scale","substitution_capacity","no",73749,0.73749,13
"1371","small_scale","substitution_capacity","yes",26251,0.26251,13
"1372","household","economic_buffers","low",100000,1,13
"1373","household","economic_risk","low",68596,0.68596,13
"1374","household","economic_risk","medium",5443,0.05443,13
"1375","household","economic_risk","high",11854,0.11854,13
"1376","household","economic_risk","not_relevant",14107,0.14107,13
"1377","household","go_fishing","no",59563,0.59563,13
"1378","household","go_fishing","yes",40437,0.40437,13
"1379","household","individual_importance","medium",48933,0.48933,13
"1380","household","individual_importance","high",51067,0.51067,13
"1381","household","individual_risk","low",24617,0.24617,13
"1382","household","individual_risk","medium",61038,0.61038,13
"1383","household","individual_risk","high",238,0.00238,13
"1384","household","individual_risk","not_relevant",14107,0.14107,13
"1385","household","societal_importance","medium",80943,0.80943,13
"1386","household","societal_importance","high",19057,0.19057,13
"1387","household","societal_risk","low",24617,0.24617,13
"1388","household","societal_risk","medium",61188,0.61188,13
"1389","household","societal_risk","high",88,0.00088,13
"1390","household","societal_risk","not_relevant",14107,0.14107,13
"1391","household","strategy_to_change","not_relevant",14107,0.14107,13
"1392","household","strategy_to_change","cope",65623,0.65623,13
"1393","household","strategy_to_change","react",20270,0.2027,13
"1394","household","substitution_capacity","yes",100000,1,13
"1395","trawler","economic_buffers","medium",43987,0.43987,13
"1396","trawler","economic_buffers","high",56013,0.56013,13
"1397","trawler","economic_risk","low",92373,0.92373,13
"1398","trawler","economic_risk","medium",4327,0.04327,13
"1399","trawler","economic_risk","high",3300,0.033,13
"1400","trawler","go_fishing","no",12411,0.12411,13
"1401","trawler","go_fishing","yes",87589,0.87589,13
"1402","trawler","individual_importance","high",100000,1,13
"1403","trawler","individual_risk","low",44051,0.44051,13
"1404","trawler","individual_risk","medium",42878,0.42878,13
"1405","trawler","individual_risk","high",13071,0.13071,13
"1406","trawler","societal_importance","high",100000,1,13
"1407","trawler","societal_risk","low",44051,0.44051,13
"1408","trawler","societal_risk","medium",42878,0.42878,13
"1409","trawler","societal_risk","high",13071,0.13071,13
"1410","trawler","strategy_to_change","cope",58249,0.58249,13
"1411","trawler","strategy_to_change","react",41751,0.41751,13
"1412","trawler","substitution_capacity","yes",100000,1,13
"1413","guide","economic_buffers","low",91968,0.91968,13
"1414","guide","economic_buffers","medium",8032,0.08032,13
"1415","guide","economic_risk","low",24235,0.24235,13
"1416","guide","economic_risk","medium",7269,0.07269,13
"1417","guide","economic_risk","high",68496,0.68496,13
"1418","guide","go_fishing","no",64608,0.64608,13
"1419","guide","go_fishing","yes",35392,0.35392,13
"1420","guide","individual_importance","high",100000,1,13
"1421","guide","individual_risk","low",15361,0.15361,13
"1422","guide","individual_risk","medium",15243,0.15243,13
"1423","guide","individual_risk","high",69396,0.69396,13
"1424","guide","societal_importance","medium",80007,0.80007,13
"1425","guide","societal_importance","high",19993,0.19993,13
"1426","guide","societal_risk","low",15361,0.15361,13
"1427","guide","societal_risk","medium",70741,0.70741,13
"1428","guide","societal_risk","high",13898,0.13898,13
"1429","guide","strategy_to_change","cope",78331,0.78331,13
"1430","guide","strategy_to_change","react",4134,0.04134,13
"1431","guide","strategy_to_change","adapt",17535,0.17535,13
"1432","guide","substitution_capacity","no",100000,1,13
"1433","recreational","economic_buffers","low",100000,1,14
"1434","recreational","economic_risk","low",65570,0.6557,14
"1435","recreational","economic_risk","medium",5721,0.05721,14
"1436","recreational","economic_risk","high",14389,0.14389,14
"1437","recreational","economic_risk","not_relevant",14320,0.1432,14
"1438","recreational","go_fishing","no",42775,0.42775,14
"1439","recreational","go_fishing","yes",57225,0.57225,14
"1440","recreational","individual_importance","medium",44876,0.44876,14
"1441","recreational","individual_importance","high",55124,0.55124,14
"1442","recreational","individual_risk","low",30769,0.30769,14
"1443","recreational","individual_risk","medium",34502,0.34502,14
"1444","recreational","individual_risk","high",20409,0.20409,14
"1445","recreational","individual_risk","not_relevant",14320,0.1432,14
"1446","recreational","societal_importance","medium",69181,0.69181,14
"1447","recreational","societal_importance","high",30819,0.30819,14
"1448","recreational","societal_risk","low",30769,0.30769,14
"1449","recreational","societal_risk","medium",43572,0.43572,14
"1450","recreational","societal_risk","high",11339,0.11339,14
"1451","recreational","societal_risk","not_relevant",14320,0.1432,14
"1452","recreational","strategy_to_change","not_relevant",14320,0.1432,14
"1453","recreational","strategy_to_change","cope",46430,0.4643,14
"1454","recreational","strategy_to_change","react",9693,0.09693,14
"1455","recreational","strategy_to_change","adapt",29557,0.29557,14
"1456","recreational","substitution_capacity","no",100000,1,14
"1457","small_scale","economic_buffers","low",95493,0.95493,14
"1458","small_scale","economic_buffers","medium",4507,0.04507,14
"1459","small_scale","economic_risk","low",51777,0.51777,14
"1460","small_scale","economic_risk","medium",19638,0.19638,14
"1461","small_scale","economic_risk","high",14202,0.14202,14
"1462","small_scale","economic_risk","not_relevant",14383,0.14383,14
"1463","small_scale","go_fishing","no",39994,0.39994,14
"1464","small_scale","go_fishing","yes",60006,0.60006,14
"1465","small_scale","individual_importance","medium",2934,0.02934,14
"1466","small_scale","individual_importance","high",97066,0.97066,14
"1467","small_scale","individual_risk","low",35423,0.35423,14
"1468","small_scale","individual_risk","medium",35578,0.35578,14
"1469","small_scale","individual_risk","high",14616,0.14616,14
"1470","small_scale","individual_risk","not_relevant",14383,0.14383,14
"1471","small_scale","societal_importance","high",100000,1,14
"1472","small_scale","societal_risk","low",35423,0.35423,14
"1473","small_scale","societal_risk","medium",35141,0.35141,14
"1474","small_scale","societal_risk","high",15053,0.15053,14
"1475","small_scale","societal_risk","not_relevant",14383,0.14383,14
"1476","small_scale","strategy_to_change","not_relevant",14383,0.14383,14
"1477","small_scale","strategy_to_change","cope",57995,0.57995,14
"1478","small_scale","strategy_to_change","react",25305,0.25305,14
"1479","small_scale","strategy_to_change","adapt",2317,0.02317,14
"1480","small_scale","substitution_capacity","no",39656,0.39656,14
"1481","small_scale","substitution_capacity","yes",60344,0.60344,14
"1482","household","economic_buffers","low",100000,1,14
"1483","household","economic_risk","low",72778,0.72778,14
"1484","household","economic_risk","medium",4544,0.04544,14
"1485","household","economic_risk","high",8276,0.08276,14
"1486","household","economic_risk","not_relevant",14402,0.14402,14
"1487","household","go_fishing","no",64538,0.64538,14
"1488","household","go_fishing","yes",35462,0.35462,14
"1489","household","individual_importance","medium",45813,0.45813,14
"1490","household","individual_importance","high",54187,0.54187,14
"1491","household","individual_risk","low",21717,0.21717,14
"1492","household","individual_risk","medium",63677,0.63677,14
"1493","household","individual_risk","high",204,0.00204,14
"1494","household","individual_risk","not_relevant",14402,0.14402,14
"1495","household","societal_importance","medium",73121,0.73121,14
"1496","household","societal_importance","high",26879,0.26879,14
"1497","household","societal_risk","low",21717,0.21717,14
"1498","household","societal_risk","medium",63778,0.63778,14
"1499","household","societal_risk","high",103,0.00103,14
"1500","household","societal_risk","not_relevant",14402,0.14402,14
"1501","household","strategy_to_change","not_relevant",14402,0.14402,14
"1502","household","strategy_to_change","cope",69082,0.69082,14
"1503","household","strategy_to_change","react",16516,0.16516,14
"1504","household","substitution_capacity","yes",100000,1,14
"1505","trawler","economic_buffers","medium",45876,0.45876,14
"1506","trawler","economic_buffers","high",54124,0.54124,14
"1507","trawler","economic_risk","low",87361,0.87361,14
"1508","trawler","economic_risk","medium",6917,0.06917,14
"1509","trawler","economic_risk","high",5722,0.05722,14
"1510","trawler","go_fishing","no",6344,0.06344,14
"1511","trawler","go_fishing","yes",93656,0.93656,14
"1512","trawler","individual_importance","high",100000,1,14
"1513","trawler","individual_risk","low",48464,0.48464,14
"1514","trawler","individual_risk","medium",34320,0.3432,14
"1515","trawler","individual_risk","high",17216,0.17216,14
"1516","trawler","societal_importance","high",100000,1,14
"1517","trawler","societal_risk","low",48464,0.48464,14
"1518","trawler","societal_risk","medium",34320,0.3432,14
"1519","trawler","societal_risk","high",17216,0.17216,14
"1520","trawler","strategy_to_change","cope",49717,0.49717,14
"1521","trawler","strategy_to_change","react",50283,0.50283,14
"1522","trawler","substitution_capacity","yes",100000,1,14
"1523","guide","economic_buffers","low",95979,0.95979,14
"1524","guide","economic_buffers","medium",4021,0.04021,14
"1525","guide","economic_risk","low",22736,0.22736,14
"1526","guide","economic_risk","medium",4300,0.043,14
"1527","guide","economic_risk","high",72964,0.72964,14
"1528","guide","go_fishing","no",69467,0.69467,14
"1529","guide","go_fishing","yes",30533,0.30533,14
"1530","guide","individual_importance","high",100000,1,14
"1531","guide","individual_risk","low",10627,0.10627,14
"1532","guide","individual_risk","medium",12982,0.12982,14
"1533","guide","individual_risk","high",76391,0.76391,14
"1534","guide","societal_importance","medium",78899,0.78899,14
"1535","guide","societal_importance","high",21101,0.21101,14
"1536","guide","societal_risk","low",10627,0.10627,14
"1537","guide","societal_risk","medium",73210,0.7321,14
"1538","guide","societal_risk","high",16163,0.16163,14
"1539","guide","strategy_to_change","cope",85496,0.85496,14
"1540","guide","strategy_to_change","react",2957,0.02957,14
"1541","guide","strategy_to_change","adapt",11547,0.11547,14
"1542","guide","substitution_capacity","no",100000,1,14
"1543","recreational","economic_buffers","low",100000,1,15
"1544","recreational","economic_risk","low",73924,0.73924,15
"1545","recreational","economic_risk","medium",6927,0.06927,15
"1546","recreational","economic_risk","high",4690,0.0469,15
"1547","recreational","economic_risk","not_relevant",14459,0.14459,15
"1548","recreational","go_fishing","no",50695,0.50695,15
"1549","recreational","go_fishing","yes",49305,0.49305,15
"1550","recreational","individual_importance","medium",45030,0.4503,15
"1551","recreational","individual_importance","high",54970,0.5497,15
"1552","recreational","individual_risk","low",22884,0.22884,15
"1553","recreational","individual_risk","medium",38101,0.38101,15
"1554","recreational","individual_risk","high",24556,0.24556,15
"1555","recreational","individual_risk","not_relevant",14459,0.14459,15
"1556","recreational","societal_importance","medium",43647,0.43647,15
"1557","recreational","societal_importance","high",56353,0.56353,15
"1558","recreational","societal_risk","low",22884,0.22884,15
"1559","recreational","societal_risk","medium",37404,0.37404,15
"1560","recreational","societal_risk","high",25253,0.25253,15
"1561","recreational","societal_risk","not_relevant",14459,0.14459,15
"1562","recreational","strategy_to_change","not_relevant",14459,0.14459,15
"1563","recreational","strategy_to_change","cope",43540,0.4354,15
"1564","recreational","strategy_to_change","react",11728,0.11728,15
"1565","recreational","strategy_to_change","adapt",30273,0.30273,15
"1566","recreational","substitution_capacity","no",100000,1,15
"1567","small_scale","economic_buffers","low",9359,0.09359,15
"1568","small_scale","economic_buffers","medium",90641,0.90641,15
"1569","small_scale","economic_risk","low",64336,0.64336,15
"1570","small_scale","economic_risk","medium",11100,0.111,15
"1571","small_scale","economic_risk","high",10235,0.10235,15
"1572","small_scale","economic_risk","not_relevant",14329,0.14329,15
"1573","small_scale","go_fishing","no",36917,0.36917,15
"1574","small_scale","go_fishing","yes",63083,0.63083,15
"1575","small_scale","individual_importance","medium",8581,0.08581,15
"1576","small_scale","individual_importance","high",91419,0.91419,15
"1577","small_scale","individual_risk","low",36169,0.36169,15
"1578","small_scale","individual_risk","medium",30901,0.30901,15
"1579","small_scale","individual_risk","high",18601,0.18601,15
"1580","small_scale","individual_risk","not_relevant",14329,0.14329,15
"1581","small_scale","societal_importance","high",100000,1,15
"1582","small_scale","societal_risk","low",36169,0.36169,15
"1583","small_scale","societal_risk","medium",29254,0.29254,15
"1584","small_scale","societal_risk","high",20248,0.20248,15
"1585","small_scale","societal_risk","not_relevant",14329,0.14329,15
"1586","small_scale","strategy_to_change","not_relevant",14329,0.14329,15
"1587","small_scale","strategy_to_change","cope",55942,0.55942,15
"1588","small_scale","strategy_to_change","react",29669,0.29669,15
"1589","small_scale","strategy_to_change","adapt",60,6e-04,15
"1590","small_scale","substitution_capacity","no",60121,0.60121,15
"1591","small_scale","substitution_capacity","yes",39879,0.39879,15
"1592","household","economic_buffers","low",100000,1,15
"1593","household","economic_risk","low",70099,0.70099,15
"1594","household","economic_risk","medium",5665,0.05665,15
"1595","household","economic_risk","high",9952,0.09952,15
"1596","household","economic_risk","not_relevant",14284,0.14284,15
"1597","household","go_fishing","no",62832,0.62832,15
"1598","household","go_fishing","yes",37168,0.37168,15
"1599","household","individual_importance","medium",51963,0.51963,15
"1600","household","individual_importance","high",48037,0.48037,15
"1601","household","individual_risk","low",23380,0.2338,15
"1602","household","individual_risk","medium",62228,0.62228,15
"1603","household","individual_risk","high",108,0.00108,15
"1604","household","individual_risk","not_relevant",14284,0.14284,15
"1605","household","societal_importance","medium",77892,0.77892,15
"1606","household","societal_importance","high",22108,0.22108,15
"1607","household","societal_risk","low",23380,0.2338,15
"1608","household","societal_risk","medium",62293,0.62293,15
"1609","household","societal_risk","high",43,0.00043,15
"1610","household","societal_risk","not_relevant",14284,0.14284,15
"1611","household","strategy_to_change","not_relevant",14284,0.14284,15
"1612","household","strategy_to_change","cope",67771,0.67771,15
"1613","household","strategy_to_change","react",17945,0.17945,15
"1614","household","substitution_capacity","yes",100000,1,15
"1615","trawler","economic_buffers","medium",50036,0.50036,15
"1616","trawler","economic_buffers","high",49964,0.49964,15
"1617","trawler","economic_risk","low",88521,0.88521,15
"1618","trawler","economic_risk","medium",5893,0.05893,15
"1619","trawler","economic_risk","high",5586,0.05586,15
"1620","trawler","go_fishing","no",11615,0.11615,15
"1621","trawler","go_fishing","yes",88385,0.88385,15
"1622","trawler","individual_importance","high",100000,1,15
"1623","trawler","individual_risk","low",47203,0.47203,15
"1624","trawler","individual_risk","medium",38277,0.38277,15
"1625","trawler","individual_risk","high",14520,0.1452,15
"1626","trawler","societal_importance","high",100000,1,15
"1627","trawler","societal_risk","low",47203,0.47203,15
"1628","trawler","societal_risk","medium",38277,0.38277,15
"1629","trawler","societal_risk","high",14520,0.1452,15
"1630","trawler","strategy_to_change","cope",52590,0.5259,15
"1631","trawler","strategy_to_change","react",47410,0.4741,15
"1632","trawler","substitution_capacity","yes",100000,1,15
"1633","guide","economic_buffers","low",91155,0.91155,15
"1634","guide","economic_buffers","medium",8845,0.08845,15
"1635","guide","economic_risk","low",20291,0.20291,15
"1636","guide","economic_risk","medium",9443,0.09443,15
"1637","guide","economic_risk","high",70266,0.70266,15
"1638","guide","go_fishing","no",68686,0.68686,15
"1639","guide","go_fishing","yes",31314,0.31314,15
"1640","guide","individual_importance","high",100000,1,15
"1641","guide","individual_risk","low",13530,0.1353,15
"1642","guide","individual_risk","medium",13245,0.13245,15
"1643","guide","individual_risk","high",73225,0.73225,15
"1644","guide","societal_importance","medium",75897,0.75897,15
"1645","guide","societal_importance","high",24103,0.24103,15
"1646","guide","societal_risk","low",13530,0.1353,15
"1647","guide","societal_risk","medium",68883,0.68883,15
"1648","guide","societal_risk","high",17587,0.17587,15
"1649","guide","strategy_to_change","cope",77296,0.77296,15
"1650","guide","strategy_to_change","react",6655,0.06655,15
"1651","guide","strategy_to_change","adapt",16049,0.16049,15
"1652","guide","substitution_capacity","no",100000,1,15
"1653","recreational","economic_buffers","low",100000,1,16
"1654","recreational","economic_risk","low",62914,0.62914,16
"1655","recreational","economic_risk","medium",4609,0.04609,16
"1656","recreational","economic_risk","high",18193,0.18193,16
"1657","recreational","economic_risk","not_relevant",14284,0.14284,16
"1658","recreational","go_fishing","no",34742,0.34742,16
"1659","recreational","go_fishing","yes",65258,0.65258,16
"1660","recreational","individual_importance","medium",45196,0.45196,16
"1661","recreational","individual_importance","high",54804,0.54804,16
"1662","recreational","individual_risk","low",32616,0.32616,16
"1663","recreational","individual_risk","medium",35999,0.35999,16
"1664","recreational","individual_risk","high",17101,0.17101,16
"1665","recreational","individual_risk","not_relevant",14284,0.14284,16
"1666","recreational","societal_importance","medium",65964,0.65964,16
"1667","recreational","societal_importance","high",34036,0.34036,16
"1668","recreational","societal_risk","low",32616,0.32616,16
"1669","recreational","societal_risk","medium",42440,0.4244,16
"1670","recreational","societal_risk","high",10660,0.1066,16
"1671","recreational","societal_risk","not_relevant",14284,0.14284,16
"1672","recreational","strategy_to_change","not_relevant",14284,0.14284,16
"1673","recreational","strategy_to_change","cope",48933,0.48933,16
"1674","recreational","strategy_to_change","react",7841,0.07841,16
"1675","recreational","strategy_to_change","adapt",28942,0.28942,16
"1676","recreational","substitution_capacity","no",100000,1,16
"1677","small_scale","economic_buffers","low",95554,0.95554,16
"1678","small_scale","economic_buffers","medium",4446,0.04446,16
"1679","small_scale","economic_risk","low",43980,0.4398,16
"1680","small_scale","economic_risk","medium",24087,0.24087,16
"1681","small_scale","economic_risk","high",17717,0.17717,16
"1682","small_scale","economic_risk","not_relevant",14216,0.14216,16
"1683","small_scale","go_fishing","no",32681,0.32681,16
"1684","small_scale","go_fishing","yes",67319,0.67319,16
"1685","small_scale","individual_importance","medium",5749,0.05749,16
"1686","small_scale","individual_importance","high",94251,0.94251,16
"1687","small_scale","individual_risk","low",36062,0.36062,16
"1688","small_scale","individual_risk","medium",30624,0.30624,16
"1689","small_scale","individual_risk","high",19098,0.19098,16
"1690","small_scale","individual_risk","not_relevant",14216,0.14216,16
"1691","small_scale","societal_importance","high",100000,1,16
"1692","small_scale","societal_risk","low",36062,0.36062,16
"1693","small_scale","societal_risk","medium",29430,0.2943,16
"1694","small_scale","societal_risk","high",20292,0.20292,16
"1695","small_scale","societal_risk","not_relevant",14216,0.14216,16
"1696","small_scale","strategy_to_change","not_relevant",14216,0.14216,16
"1697","small_scale","strategy_to_change","cope",59537,0.59537,16
"1698","small_scale","strategy_to_change","react",25502,0.25502,16
"1699","small_scale","strategy_to_change","adapt",745,0.00745,16
"1700","small_scale","substitution_capacity","no",64884,0.64884,16
"1701","small_scale","substitution_capacity","yes",35116,0.35116,16
"1702","household","economic_buffers","low",100000,1,16
"1703","household","economic_risk","low",68418,0.68418,16
"1704","household","economic_risk","medium",5886,0.05886,16
"1705","household","economic_risk","high",11577,0.11577,16
"1706","household","economic_risk","not_relevant",14119,0.14119,16
"1707","household","go_fishing","no",60403,0.60403,16
"1708","household","go_fishing","yes",39597,0.39597,16
"1709","household","individual_importance","medium",46786,0.46786,16
"1710","household","individual_importance","high",53214,0.53214,16
"1711","household","individual_risk","low",24511,0.24511,16
"1712","household","individual_risk","medium",61091,0.61091,16
"1713","household","individual_risk","high",279,0.00279,16
"1714","household","individual_risk","not_relevant",14119,0.14119,16
"1715","household","societal_importance","medium",77931,0.77931,16
"1716","household","societal_importance","high",22069,0.22069,16
"1717","household","societal_risk","low",24511,0.24511,16
"1718","household","societal_risk","medium",61249,0.61249,16
"1719","household","societal_risk","high",121,0.00121,16
"1720","household","societal_risk","not_relevant",14119,0.14119,16
"1721","household","strategy_to_change","not_relevant",14119,0.14119,16
"1722","household","strategy_to_change","cope",65135,0.65135,16
"1723","household","strategy_to_change","react",20746,0.20746,16
"1724","household","substitution_capacity","yes",100000,1,16
"1725","trawler","economic_buffers","medium",41203,0.41203,16
"1726","trawler","economic_buffers","high",58797,0.58797,16
"1727","trawler","economic_risk","low",89871,0.89871,16
"1728","trawler","economic_risk","medium",5983,0.05983,16
"1729","trawler","economic_risk","high",4146,0.04146,16
"1730","trawler","go_fishing","no",11962,0.11962,16
"1731","trawler","go_fishing","yes",88038,0.88038,16
"1732","trawler","individual_importance","high",100000,1,16
"1733","trawler","individual_risk","low",39535,0.39535,16
"1734","trawler","individual_risk","medium",43132,0.43132,16
"1735","trawler","individual_risk","high",17333,0.17333,16
"1736","trawler","societal_importance","high",100000,1,16
"1737","trawler","societal_risk","low",39535,0.39535,16
"1738","trawler","societal_risk","medium",43132,0.43132,16
"1739","trawler","societal_risk","high",17333,0.17333,16
"1740","trawler","strategy_to_change","cope",57894,0.57894,16
"1741","trawler","strategy_to_change","react",42106,0.42106,16
"1742","trawler","substitution_capacity","yes",100000,1,16
"1743","guide","economic_buffers","low",99000,0.99,16
"1744","guide","economic_buffers","medium",1000,0.01,16
"1745","guide","economic_risk","low",25801,0.25801,16
"1746","guide","economic_risk","medium",3214,0.03214,16
"1747","guide","economic_risk","high",70985,0.70985,16
"1748","guide","go_fishing","no",68276,0.68276,16
"1749","guide","go_fishing","yes",31724,0.31724,16
"1750","guide","individual_importance","high",100000,1,16
"1751","guide","individual_risk","low",12062,0.12062,16
"1752","guide","individual_risk","medium",12774,0.12774,16
"1753","guide","individual_risk","high",75164,0.75164,16
"1754","guide","societal_importance","medium",78818,0.78818,16
"1755","guide","societal_importance","high",21182,0.21182,16
"1756","guide","societal_risk","low",12062,0.12062,16
"1757","guide","societal_risk","medium",72146,0.72146,16
"1758","guide","societal_risk","high",15792,0.15792,16
"1759","guide","strategy_to_change","cope",81254,0.81254,16
"1760","guide","strategy_to_change","react",4507,0.04507,16
"1761","guide","strategy_to_change","adapt",14239,0.14239,16
"1762","guide","substitution_capacity","no",100000,1,16
"1763","recreational","economic_buffers","low",100000,1,17
"1764","recreational","economic_risk","low",57327,0.57327,17
"1765","recreational","economic_risk","medium",8559,0.08559,17
"1766","recreational","economic_risk","high",19859,0.19859,17
"1767","recreational","economic_risk","not_relevant",14255,0.14255,17
"1768","recreational","go_fishing","no",38733,0.38733,17
"1769","recreational","go_fishing","yes",61267,0.61267,17
"1770","recreational","individual_importance","medium",39212,0.39212,17
"1771","recreational","individual_importance","high",60788,0.60788,17
"1772","recreational","individual_risk","low",35020,0.3502,17
"1773","recreational","individual_risk","medium",49722,0.49722,17
"1774","recreational","individual_risk","high",1003,0.01003,17
"1775","recreational","individual_risk","not_relevant",14255,0.14255,17
"1776","recreational","societal_importance","medium",61909,0.61909,17
"1777","recreational","societal_importance","high",38091,0.38091,17
"1778","recreational","societal_risk","low",35020,0.3502,17
"1779","recreational","societal_risk","medium",50097,0.50097,17
"1780","recreational","societal_risk","high",628,0.00628,17
"1781","recreational","societal_risk","not_relevant",14255,0.14255,17
"1782","recreational","strategy_to_change","not_relevant",14255,0.14255,17
"1783","recreational","strategy_to_change","cope",46006,0.46006,17
"1784","recreational","strategy_to_change","react",14312,0.14312,17
"1785","recreational","strategy_to_change","adapt",25427,0.25427,17
"1786","recreational","substitution_capacity","yes",100000,1,17
"1787","small_scale","economic_buffers","low",97995,0.97995,17
"1788","small_scale","economic_buffers","medium",2005,0.02005,17
"1789","small_scale","economic_risk","low",41826,0.41826,17
"1790","small_scale","economic_risk","medium",24486,0.24486,17
"1791","small_scale","economic_risk","high",19386,0.19386,17
"1792","small_scale","economic_risk","not_relevant",14302,0.14302,17
