"","fishing_style","node","est","n","prob","iter"
"6754","small_scale","go_fishing","yes",61451,0.61451,62
"6755","small_scale","individual_importance","medium",3433,0.03433,62
"6756","small_scale","individual_importance","high",96567,0.96567,62
"6757","small_scale","individual_risk","low",32735,0.32735,62
"6758","small_scale","individual_risk","medium",29301,0.29301,62
"6759","small_scale","individual_risk","high",23681,0.23681,62
"6760","small_scale","individual_risk","not_relevant",14283,0.14283,62
"6761","small_scale","societal_importance","high",100000,1,62
"6762","small_scale","societal_risk","low",32735,0.32735,62
"6763","small_scale","societal_risk","medium",28405,0.28405,62
"6764","small_scale","societal_risk","high",24577,0.24577,62
"6765","small_scale","societal_risk","not_relevant",14283,0.14283,62
"6766","small_scale","strategy_to_change","not_relevant",14283,0.14283,62
"6767","small_scale","strategy_to_change","cope",61127,0.61127,62
"6768","small_scale","strategy_to_change","react",21439,0.21439,62
"6769","small_scale","strategy_to_change","adapt",3151,0.03151,62
"6770","small_scale","substitution_capacity","no",68027,0.68027,62
"6771","small_scale","substitution_capacity","yes",31973,0.31973,62
"6772","household","economic_buffers","low",100000,1,62
"6773","household","economic_risk","low",72048,0.72048,62
"6774","household","economic_risk","medium",4769,0.04769,62
"6775","household","economic_risk","high",8746,0.08746,62
"6776","household","economic_risk","not_relevant",14437,0.14437,62
"6777","household","go_fishing","no",64395,0.64395,62
"6778","household","go_fishing","yes",35605,0.35605,62
"6779","household","individual_importance","medium",52170,0.5217,62
"6780","household","individual_importance","high",47830,0.4783,62
"6781","household","individual_risk","low",21781,0.21781,62
"6782","household","individual_risk","medium",63562,0.63562,62
"6783","household","individual_risk","high",220,0.0022,62
"6784","household","individual_risk","not_relevant",14437,0.14437,62
"6785","household","societal_importance","medium",77036,0.77036,62
"6786","household","societal_importance","high",22964,0.22964,62
"6787","household","societal_risk","low",21781,0.21781,62
"6788","household","societal_risk","medium",63687,0.63687,62
"6789","household","societal_risk","high",95,0.00095,62
"6790","household","societal_risk","not_relevant",14437,0.14437,62
"6791","household","strategy_to_change","not_relevant",14437,0.14437,62
"6792","household","strategy_to_change","cope",69620,0.6962,62
"6793","household","strategy_to_change","react",15943,0.15943,62
"6794","household","substitution_capacity","yes",100000,1,62
"6795","trawler","economic_buffers","medium",49974,0.49974,62
"6796","trawler","economic_buffers","high",50026,0.50026,62
"6797","trawler","economic_risk","low",89272,0.89272,62
"6798","trawler","economic_risk","medium",5434,0.05434,62
"6799","trawler","economic_risk","high",5294,0.05294,62
"6800","trawler","go_fishing","no",9992,0.09992,62
"6801","trawler","go_fishing","yes",90008,0.90008,62
"6802","trawler","individual_importance","high",100000,1,62
"6803","trawler","individual_risk","low",44289,0.44289,62
"6804","trawler","individual_risk","medium",38834,0.38834,62
"6805","trawler","individual_risk","high",16877,0.16877,62
"6806","trawler","societal_importance","high",100000,1,62
"6807","trawler","societal_risk","low",44289,0.44289,62
"6808","trawler","societal_risk","medium",38834,0.38834,62
"6809","trawler","societal_risk","high",16877,0.16877,62
"6810","trawler","strategy_to_change","cope",57447,0.57447,62
"6811","trawler","strategy_to_change","react",42553,0.42553,62
"6812","trawler","substitution_capacity","yes",100000,1,62
"6813","guide","economic_buffers","low",97947,0.97947,62
"6814","guide","economic_buffers","medium",2053,0.02053,62
"6815","guide","economic_risk","low",28654,0.28654,62
"6816","guide","economic_risk","medium",3476,0.03476,62
"6817","guide","economic_risk","high",67870,0.6787,62
"6818","guide","go_fishing","no",65514,0.65514,62
"6819","guide","go_fishing","yes",34486,0.34486,62
"6820","guide","individual_importance","high",100000,1,62
"6821","guide","individual_risk","low",14216,0.14216,62
"6822","guide","individual_risk","medium",14064,0.14064,62
"6823","guide","individual_risk","high",71720,0.7172,62
"6824","guide","societal_importance","medium",76955,0.76955,62
"6825","guide","societal_importance","high",23045,0.23045,62
"6826","guide","societal_risk","low",14216,0.14216,62
"6827","guide","societal_risk","medium",69242,0.69242,62
"6828","guide","societal_risk","high",16542,0.16542,62
"6829","guide","strategy_to_change","cope",75980,0.7598,62
"6830","guide","strategy_to_change","react",3867,0.03867,62
"6831","guide","strategy_to_change","adapt",20153,0.20153,62
"6832","guide","substitution_capacity","no",100000,1,62
"6833","recreational","economic_buffers","low",100000,1,63
"6834","recreational","economic_risk","low",61085,0.61085,63
"6835","recreational","economic_risk","medium",3918,0.03918,63
"6836","recreational","economic_risk","high",20771,0.20771,63
"6837","recreational","economic_risk","not_relevant",14226,0.14226,63
"6838","recreational","go_fishing","no",32561,0.32561,63
"6839","recreational","go_fishing","yes",67439,0.67439,63
"6840","recreational","individual_importance","medium",51475,0.51475,63
"6841","recreational","individual_importance","high",48525,0.48525,63
"6842","recreational","individual_risk","low",33367,0.33367,63
"6843","recreational","individual_risk","medium",50812,0.50812,63
"6844","recreational","individual_risk","high",1595,0.01595,63
"6845","recreational","individual_risk","not_relevant",14226,0.14226,63
"6846","recreational","societal_importance","low",270,0.0027,63
"6847","recreational","societal_importance","medium",72262,0.72262,63
"6848","recreational","societal_importance","high",27468,0.27468,63
"6849","recreational","societal_risk","low",33503,0.33503,63
"6850","recreational","societal_risk","medium",51292,0.51292,63
"6851","recreational","societal_risk","high",979,0.00979,63
"6852","recreational","societal_risk","not_relevant",14226,0.14226,63
"6853","recreational","strategy_to_change","not_relevant",14226,0.14226,63
"6854","recreational","strategy_to_change","cope",48213,0.48213,63
"6855","recreational","strategy_to_change","react",6661,0.06661,63
"6856","recreational","strategy_to_change","adapt",30900,0.309,63
"6857","recreational","substitution_capacity","yes",100000,1,63
"6858","small_scale","economic_buffers","low",94727,0.94727,63
"6859","small_scale","economic_buffers","medium",5273,0.05273,63
"6860","small_scale","economic_risk","low",44815,0.44815,63
"6861","small_scale","economic_risk","medium",23280,0.2328,63
"6862","small_scale","economic_risk","high",17592,0.17592,63
"6863","small_scale","economic_risk","not_relevant",14313,0.14313,63
"6864","small_scale","go_fishing","no",35393,0.35393,63
"6865","small_scale","go_fishing","yes",64607,0.64607,63
"6866","small_scale","individual_importance","medium",12981,0.12981,63
"6867","small_scale","individual_importance","high",87019,0.87019,63
"6868","small_scale","individual_risk","low",33573,0.33573,63
"6869","small_scale","individual_risk","medium",33601,0.33601,63
"6870","small_scale","individual_risk","high",18513,0.18513,63
"6871","small_scale","individual_risk","not_relevant",14313,0.14313,63
"6872","small_scale","societal_importance","high",100000,1,63
"6873","small_scale","societal_risk","low",33573,0.33573,63
"6874","small_scale","societal_risk","medium",30710,0.3071,63
"6875","small_scale","societal_risk","high",21404,0.21404,63
"6876","small_scale","societal_risk","not_relevant",14313,0.14313,63
"6877","small_scale","strategy_to_change","not_relevant",14313,0.14313,63
"6878","small_scale","strategy_to_change","cope",57075,0.57075,63
"6879","small_scale","strategy_to_change","react",26620,0.2662,63
"6880","small_scale","strategy_to_change","adapt",1992,0.01992,63
"6881","small_scale","substitution_capacity","no",63275,0.63275,63
"6882","small_scale","substitution_capacity","yes",36725,0.36725,63
"6883","household","economic_buffers","low",100000,1,63
"6884","household","economic_risk","low",69910,0.6991,63
"6885","household","economic_risk","medium",5100,0.051,63
"6886","household","economic_risk","high",10782,0.10782,63
"6887","household","economic_risk","not_relevant",14208,0.14208,63
"6888","household","go_fishing","no",62241,0.62241,63
"6889","household","go_fishing","yes",37759,0.37759,63
"6890","household","individual_importance","medium",50030,0.5003,63
"6891","household","individual_importance","high",49970,0.4997,63
"6892","household","individual_risk","low",22590,0.2259,63
"6893","household","individual_risk","medium",62936,0.62936,63
"6894","household","individual_risk","high",266,0.00266,63
"6895","household","individual_risk","not_relevant",14208,0.14208,63
"6896","household","societal_importance","medium",72862,0.72862,63
"6897","household","societal_importance","high",27138,0.27138,63
"6898","household","societal_risk","low",22590,0.2259,63
"6899","household","societal_risk","medium",63080,0.6308,63
"6900","household","societal_risk","high",122,0.00122,63
"6901","household","societal_risk","not_relevant",14208,0.14208,63
"6902","household","strategy_to_change","not_relevant",14208,0.14208,63
"6903","household","strategy_to_change","cope",67347,0.67347,63
"6904","household","strategy_to_change","react",18445,0.18445,63
"6905","household","substitution_capacity","yes",100000,1,63
"6906","trawler","economic_buffers","medium",48075,0.48075,63
"6907","trawler","economic_buffers","high",51925,0.51925,63
"6908","trawler","economic_risk","low",91011,0.91011,63
"6909","trawler","economic_risk","medium",4693,0.04693,63
"6910","trawler","economic_risk","high",4296,0.04296,63
"6911","trawler","go_fishing","no",8913,0.08913,63
"6912","trawler","go_fishing","yes",91087,0.91087,63
"6913","trawler","individual_importance","high",100000,1,63
"6914","trawler","individual_risk","low",44710,0.4471,63
"6915","trawler","individual_risk","medium",40341,0.40341,63
"6916","trawler","individual_risk","high",14949,0.14949,63
"6917","trawler","societal_importance","high",100000,1,63
"6918","trawler","societal_risk","low",44710,0.4471,63
"6919","trawler","societal_risk","medium",40341,0.40341,63
"6920","trawler","societal_risk","high",14949,0.14949,63
"6921","trawler","strategy_to_change","cope",56420,0.5642,63
"6922","trawler","strategy_to_change","react",43580,0.4358,63
"6923","trawler","substitution_capacity","yes",100000,1,63
"6924","guide","economic_buffers","low",97002,0.97002,63
"6925","guide","economic_buffers","medium",2998,0.02998,63
"6926","guide","economic_risk","low",27007,0.27007,63
"6927","guide","economic_risk","medium",3284,0.03284,63
"6928","guide","economic_risk","high",69709,0.69709,63
"6929","guide","go_fishing","no",65100,0.651,63
"6930","guide","go_fishing","yes",34900,0.349,63
"6931","guide","individual_importance","high",100000,1,63
"6932","guide","individual_risk","low",11725,0.11725,63
"6933","guide","individual_risk","medium",15197,0.15197,63
"6934","guide","individual_risk","high",73078,0.73078,63
"6935","guide","societal_importance","medium",79056,0.79056,63
"6936","guide","societal_importance","high",20944,0.20944,63
"6937","guide","societal_risk","low",11725,0.11725,63
"6938","guide","societal_risk","medium",72926,0.72926,63
"6939","guide","societal_risk","high",15349,0.15349,63
"6940","guide","strategy_to_change","cope",78102,0.78102,63
"6941","guide","strategy_to_change","react",2535,0.02535,63
"6942","guide","strategy_to_change","adapt",19363,0.19363,63
"6943","guide","substitution_capacity","no",100000,1,63
"6944","recreational","economic_buffers","low",100000,1,64
"6945","recreational","economic_risk","low",64274,0.64274,64
"6946","recreational","economic_risk","medium",4550,0.0455,64
"6947","recreational","economic_risk","high",17034,0.17034,64
"6948","recreational","economic_risk","not_relevant",14142,0.14142,64
"6949","recreational","go_fishing","no",44034,0.44034,64
"6950","recreational","go_fishing","yes",55966,0.55966,64
"6951","recreational","individual_importance","medium",22544,0.22544,64
"6952","recreational","individual_importance","high",77456,0.77456,64
"6953","recreational","individual_risk","low",28222,0.28222,64
"6954","recreational","individual_risk","medium",56462,0.56462,64
"6955","recreational","individual_risk","high",1174,0.01174,64
"6956","recreational","individual_risk","not_relevant",14142,0.14142,64
"6957","recreational","societal_importance","medium",63678,0.63678,64
"6958","recreational","societal_importance","high",36322,0.36322,64
"6959","recreational","societal_risk","low",28222,0.28222,64
"6960","recreational","societal_risk","medium",57062,0.57062,64
"6961","recreational","societal_risk","high",574,0.00574,64
"6962","recreational","societal_risk","not_relevant",14142,0.14142,64
"6963","recreational","strategy_to_change","not_relevant",14142,0.14142,64
"6964","recreational","strategy_to_change","cope",51208,0.51208,64
"6965","recreational","strategy_to_change","react",7566,0.07566,64
"6966","recreational","strategy_to_change","adapt",27084,0.27084,64
"6967","recreational","substitution_capacity","yes",100000,1,64
"6968","small_scale","economic_buffers","low",78745,0.78745,64
"6969","small_scale","economic_buffers","medium",21255,0.21255,64
"6970","small_scale","economic_risk","low",45249,0.45249,64
"6971","small_scale","economic_risk","medium",22781,0.22781,64
"6972","small_scale","economic_risk","high",17580,0.1758,64
"6973","small_scale","economic_risk","not_relevant",14390,0.1439,64
"6974","small_scale","go_fishing","no",35192,0.35192,64
"6975","small_scale","go_fishing","yes",64808,0.64808,64
"6976","small_scale","individual_importance","medium",5341,0.05341,64
"6977","small_scale","individual_importance","high",94659,0.94659,64
"6978","small_scale","individual_risk","low",34945,0.34945,64
"6979","small_scale","individual_risk","medium",29079,0.29079,64
"6980","small_scale","individual_risk","high",21586,0.21586,64
"6981","small_scale","individual_risk","not_relevant",14390,0.1439,64
"6982","small_scale","societal_importance","high",100000,1,64
"6983","small_scale","societal_risk","low",34945,0.34945,64
"6984","small_scale","societal_risk","medium",27859,0.27859,64
"6985","small_scale","societal_risk","high",22806,0.22806,64
"6986","small_scale","societal_risk","not_relevant",14390,0.1439,64
"6987","small_scale","strategy_to_change","not_relevant",14390,0.1439,64
"6988","small_scale","strategy_to_change","cope",57502,0.57502,64
"6989","small_scale","strategy_to_change","react",26740,0.2674,64
"6990","small_scale","strategy_to_change","adapt",1368,0.01368,64
"6991","small_scale","substitution_capacity","no",70922,0.70922,64
"6992","small_scale","substitution_capacity","yes",29078,0.29078,64
"6993","household","economic_buffers","low",100000,1,64
"6994","household","economic_risk","low",73060,0.7306,64
"6995","household","economic_risk","medium",4241,0.04241,64
"6996","household","economic_risk","high",8376,0.08376,64
"6997","household","economic_risk","not_relevant",14323,0.14323,64
"6998","household","go_fishing","no",67050,0.6705,64
"6999","household","go_fishing","yes",32950,0.3295,64
"7000","household","individual_importance","medium",43195,0.43195,64
"7001","household","individual_importance","high",56805,0.56805,64
"7002","household","individual_risk","low",19322,0.19322,64
"7003","household","individual_risk","medium",66195,0.66195,64
"7004","household","individual_risk","high",160,0.0016,64
"7005","household","individual_risk","not_relevant",14323,0.14323,64
"7006","household","societal_importance","medium",82006,0.82006,64
"7007","household","societal_importance","high",17994,0.17994,64
"7008","household","societal_risk","low",19322,0.19322,64
"7009","household","societal_risk","medium",66312,0.66312,64
"7010","household","societal_risk","high",43,0.00043,64
"7011","household","societal_risk","not_relevant",14323,0.14323,64
"7012","household","strategy_to_change","not_relevant",14323,0.14323,64
"7013","household","strategy_to_change","cope",71380,0.7138,64
"7014","household","strategy_to_change","react",14297,0.14297,64
"7015","household","substitution_capacity","yes",100000,1,64
"7016","trawler","economic_buffers","medium",45958,0.45958,64
"7017","trawler","economic_buffers","high",54042,0.54042,64
"7018","trawler","economic_risk","low",88557,0.88557,64
"7019","trawler","economic_risk","medium",6189,0.06189,64
"7020","trawler","economic_risk","high",5254,0.05254,64
"7021","trawler","go_fishing","no",13294,0.13294,64
"7022","trawler","go_fishing","yes",86706,0.86706,64
"7023","trawler","individual_importance","high",100000,1,64
"7024","trawler","individual_risk","low",43301,0.43301,64
"7025","trawler","individual_risk","medium",41486,0.41486,64
"7026","trawler","individual_risk","high",15213,0.15213,64
"7027","trawler","societal_importance","high",100000,1,64
"7028","trawler","societal_risk","low",43301,0.43301,64
"7029","trawler","societal_risk","medium",41486,0.41486,64
"7030","trawler","societal_risk","high",15213,0.15213,64
"7031","trawler","strategy_to_change","cope",54655,0.54655,64
"7032","trawler","strategy_to_change","react",45345,0.45345,64
"7033","trawler","substitution_capacity","yes",100000,1,64
"7034","guide","economic_buffers","low",98006,0.98006,64
"7035","guide","economic_buffers","medium",1994,0.01994,64
"7036","guide","economic_risk","low",28978,0.28978,64
"7037","guide","economic_risk","medium",4690,0.0469,64
"7038","guide","economic_risk","high",66332,0.66332,64
"7039","guide","go_fishing","no",65631,0.65631,64
"7040","guide","go_fishing","yes",34369,0.34369,64
"7041","guide","individual_importance","high",100000,1,64
"7042","guide","individual_risk","low",14148,0.14148,64
"7043","guide","individual_risk","medium",14051,0.14051,64
"7044","guide","individual_risk","high",71801,0.71801,64
"7045","guide","societal_importance","medium",80737,0.80737,64
"7046","guide","societal_importance","high",19263,0.19263,64
"7047","guide","societal_risk","low",14148,0.14148,64
"7048","guide","societal_risk","medium",72025,0.72025,64
"7049","guide","societal_risk","high",13827,0.13827,64
"7050","guide","strategy_to_change","cope",77167,0.77167,64
"7051","guide","strategy_to_change","react",6088,0.06088,64
"7052","guide","strategy_to_change","adapt",16745,0.16745,64
"7053","guide","substitution_capacity","no",100000,1,64
"7054","recreational","economic_buffers","low",100000,1,65
"7055","recreational","economic_risk","low",72557,0.72557,65
"7056","recreational","economic_risk","medium",8041,0.08041,65
"7057","recreational","economic_risk","high",5119,0.05119,65
"7058","recreational","economic_risk","not_relevant",14283,0.14283,65
"7059","recreational","go_fishing","no",55095,0.55095,65
"7060","recreational","go_fishing","yes",44905,0.44905,65
"7061","recreational","individual_importance","medium",51164,0.51164,65
"7062","recreational","individual_importance","high",48836,0.48836,65
"7063","recreational","individual_risk","low",24502,0.24502,65
"7064","recreational","individual_risk","medium",37198,0.37198,65
"7065","recreational","individual_risk","high",24017,0.24017,65
"7066","recreational","individual_risk","not_relevant",14283,0.14283,65
"7067","recreational","societal_importance","medium",49649,0.49649,65
"7068","recreational","societal_importance","high",50351,0.50351,65
"7069","recreational","societal_risk","low",24502,0.24502,65
"7070","recreational","societal_risk","medium",36506,0.36506,65
"7071","recreational","societal_risk","high",24709,0.24709,65
"7072","recreational","societal_risk","not_relevant",14283,0.14283,65
"7073","recreational","strategy_to_change","not_relevant",14283,0.14283,65
"7074","recreational","strategy_to_change","cope",47941,0.47941,65
"7075","recreational","strategy_to_change","react",13501,0.13501,65
"7076","recreational","strategy_to_change","adapt",24275,0.24275,65
"7077","recreational","substitution_capacity","no",100000,1,65
"7078","small_scale","economic_buffers","low",10077,0.10077,65
"7079","small_scale","economic_buffers","medium",89923,0.89923,65
"7080","small_scale","economic_risk","low",67147,0.67147,65
"7081","small_scale","economic_risk","medium",9704,0.09704,65
"7082","small_scale","economic_risk","high",8792,0.08792,65
"7083","small_scale","economic_risk","not_relevant",14357,0.14357,65
"7084","small_scale","go_fishing","no",35172,0.35172,65
"7085","small_scale","go_fishing","yes",64828,0.64828,65
"7086","small_scale","individual_importance","medium",5641,0.05641,65
"7087","small_scale","individual_importance","high",94359,0.94359,65
"7088","small_scale","individual_risk","low",36657,0.36657,65
"7089","small_scale","individual_risk","medium",33392,0.33392,65
"7090","small_scale","individual_risk","high",15594,0.15594,65
"7091","small_scale","individual_risk","not_relevant",14357,0.14357,65
"7092","small_scale","societal_importance","high",100000,1,65
"7093","small_scale","societal_risk","low",36657,0.36657,65
"7094","small_scale","societal_risk","medium",32501,0.32501,65
"7095","small_scale","societal_risk","high",16485,0.16485,65
"7096","small_scale","societal_risk","not_relevant",14357,0.14357,65
"7097","small_scale","strategy_to_change","not_relevant",14357,0.14357,65
"7098","small_scale","strategy_to_change","cope",59515,0.59515,65
"7099","small_scale","strategy_to_change","react",24600,0.246,65
"7100","small_scale","strategy_to_change","adapt",1528,0.01528,65
"7101","small_scale","substitution_capacity","no",47085,0.47085,65
"7102","small_scale","substitution_capacity","yes",52915,0.52915,65
"7103","household","economic_buffers","low",100000,1,65
"7104","household","economic_risk","low",72664,0.72664,65
"7105","household","economic_risk","medium",4519,0.04519,65
"7106","household","economic_risk","high",8453,0.08453,65
"7107","household","economic_risk","not_relevant",14364,0.14364,65
"7108","household","go_fishing","no",63397,0.63397,65
"7109","household","go_fishing","yes",36603,0.36603,65
"7110","household","individual_importance","medium",44148,0.44148,65
"7111","household","individual_importance","high",55852,0.55852,65
"7112","household","individual_risk","low",20715,0.20715,65
"7113","household","individual_risk","medium",64525,0.64525,65
"7114","household","individual_risk","high",396,0.00396,65
"7115","household","individual_risk","not_relevant",14364,0.14364,65
"7116","household","societal_importance","medium",80870,0.8087,65
"7117","household","societal_importance","high",19130,0.1913,65
"7118","household","societal_risk","low",20715,0.20715,65
"7119","household","societal_risk","medium",64812,0.64812,65
"7120","household","societal_risk","high",109,0.00109,65
"7121","household","societal_risk","not_relevant",14364,0.14364,65
"7122","household","strategy_to_change","not_relevant",14364,0.14364,65
"7123","household","strategy_to_change","cope",70648,0.70648,65
"7124","household","strategy_to_change","react",14988,0.14988,65
"7125","household","substitution_capacity","yes",100000,1,65
"7126","trawler","economic_buffers","medium",53920,0.5392,65
"7127","trawler","economic_buffers","high",46080,0.4608,65
"7128","trawler","economic_risk","low",90966,0.90966,65
"7129","trawler","economic_risk","medium",4211,0.04211,65
"7130","trawler","economic_risk","high",4823,0.04823,65
"7131","trawler","go_fishing","no",14372,0.14372,65
"7132","trawler","go_fishing","yes",85628,0.85628,65
"7133","trawler","individual_importance","high",100000,1,65
"7134","trawler","individual_risk","low",43816,0.43816,65
"7135","trawler","individual_risk","medium",42076,0.42076,65
"7136","trawler","individual_risk","high",14108,0.14108,65
"7137","trawler","societal_importance","high",100000,1,65
"7138","trawler","societal_risk","low",43816,0.43816,65
"7139","trawler","societal_risk","medium",42076,0.42076,65
"7140","trawler","societal_risk","high",14108,0.14108,65
"7141","trawler","strategy_to_change","cope",55709,0.55709,65
"7142","trawler","strategy_to_change","react",44291,0.44291,65
"7143","trawler","substitution_capacity","yes",100000,1,65
"7144","guide","economic_buffers","low",100000,1,65
"7145","guide","economic_risk","low",27085,0.27085,65
"7146","guide","economic_risk","medium",2800,0.028,65
"7147","guide","economic_risk","high",70115,0.70115,65
"7148","guide","go_fishing","no",66703,0.66703,65
"7149","guide","go_fishing","yes",33297,0.33297,65
"7150","guide","individual_importance","high",100000,1,65
"7151","guide","individual_risk","low",15737,0.15737,65
"7152","guide","individual_risk","medium",12463,0.12463,65
"7153","guide","individual_risk","high",71800,0.718,65
"7154","guide","societal_importance","medium",73007,0.73007,65
"7155","guide","societal_importance","high",26993,0.26993,65
"7156","guide","societal_risk","low",15737,0.15737,65
"7157","guide","societal_risk","medium",64900,0.649,65
"7158","guide","societal_risk","high",19363,0.19363,65
"7159","guide","strategy_to_change","cope",76859,0.76859,65
"7160","guide","strategy_to_change","react",4930,0.0493,65
"7161","guide","strategy_to_change","adapt",18211,0.18211,65
"7162","guide","substitution_capacity","no",100000,1,65
"7163","recreational","economic_buffers","low",100000,1,66
"7164","recreational","economic_risk","low",76192,0.76192,66
"7165","recreational","economic_risk","medium",2727,0.02727,66
"7166","recreational","economic_risk","high",6948,0.06948,66
"7167","recreational","economic_risk","not_relevant",14133,0.14133,66
"7168","recreational","go_fishing","no",44230,0.4423,66
"7169","recreational","go_fishing","yes",55770,0.5577,66
"7170","recreational","individual_importance","medium",44084,0.44084,66
"7171","recreational","individual_importance","high",55916,0.55916,66
"7172","recreational","individual_risk","low",22615,0.22615,66
"7173","recreational","individual_risk","medium",40572,0.40572,66
"7174","recreational","individual_risk","high",22680,0.2268,66
"7175","recreational","individual_risk","not_relevant",14133,0.14133,66
"7176","recreational","societal_importance","medium",70163,0.70163,66
"7177","recreational","societal_importance","high",29837,0.29837,66
"7178","recreational","societal_risk","low",22615,0.22615,66
"7179","recreational","societal_risk","medium",51130,0.5113,66
"7180","recreational","societal_risk","high",12122,0.12122,66
"7181","recreational","societal_risk","not_relevant",14133,0.14133,66
"7182","recreational","strategy_to_change","not_relevant",14133,0.14133,66
"7183","recreational","strategy_to_change","cope",47208,0.47208,66
"7184","recreational","strategy_to_change","react",4569,0.04569,66
"7185","recreational","strategy_to_change","adapt",34090,0.3409,66
"7186","recreational","substitution_capacity","no",100000,1,66
"7187","small_scale","economic_buffers","low",45283,0.45283,66
"7188","small_scale","economic_buffers","medium",54717,0.54717,66
"7189","small_scale","economic_risk","low",60688,0.60688,66
"7190","small_scale","economic_risk","medium",13439,0.13439,66
"7191","small_scale","economic_risk","high",11598,0.11598,66
"7192","small_scale","economic_risk","not_relevant",14275,0.14275,66
"7193","small_scale","go_fishing","no",33472,0.33472,66
"7194","small_scale","go_fishing","yes",66528,0.66528,66
"7195","small_scale","individual_importance","medium",20580,0.2058,66
"7196","small_scale","individual_importance","high",79420,0.7942,66
"7197","small_scale","individual_risk","low",37258,0.37258,66
"7198","small_scale","individual_risk","medium",38269,0.38269,66
"7199","small_scale","individual_risk","high",10198,0.10198,66
"7200","small_scale","individual_risk","not_relevant",14275,0.14275,66
"7201","small_scale","societal_importance","high",100000,1,66
"7202","small_scale","societal_risk","low",37258,0.37258,66
"7203","small_scale","societal_risk","medium",35697,0.35697,66
"7204","small_scale","societal_risk","high",12770,0.1277,66
"7205","small_scale","societal_risk","not_relevant",14275,0.14275,66
"7206","small_scale","strategy_to_change","not_relevant",14275,0.14275,66
"7207","small_scale","strategy_to_change","cope",58647,0.58647,66
"7208","small_scale","strategy_to_change","react",26793,0.26793,66
"7209","small_scale","strategy_to_change","adapt",285,0.00285,66
"7210","small_scale","substitution_capacity","no",35846,0.35846,66
"7211","small_scale","substitution_capacity","yes",64154,0.64154,66
"7212","household","economic_buffers","low",100000,1,66
"7213","household","economic_risk","low",69183,0.69183,66
"7214","household","economic_risk","medium",5366,0.05366,66
"7215","household","economic_risk","high",11217,0.11217,66
"7216","household","economic_risk","not_relevant",14234,0.14234,66
"7217","household","go_fishing","no",61243,0.61243,66
"7218","household","go_fishing","yes",38757,0.38757,66
"7219","household","individual_importance","medium",48994,0.48994,66
"7220","household","individual_importance","high",51006,0.51006,66
"7221","household","individual_risk","low",23629,0.23629,66
"7222","household","individual_risk","medium",61835,0.61835,66
"7223","household","individual_risk","high",302,0.00302,66
"7224","household","individual_risk","not_relevant",14234,0.14234,66
"7225","household","societal_importance","medium",78208,0.78208,66
"7226","household","societal_importance","high",21792,0.21792,66
"7227","household","societal_risk","low",23629,0.23629,66
"7228","household","societal_risk","medium",62008,0.62008,66
"7229","household","societal_risk","high",129,0.00129,66
"7230","household","societal_risk","not_relevant",14234,0.14234,66
"7231","household","strategy_to_change","not_relevant",14234,0.14234,66
"7232","household","strategy_to_change","cope",66210,0.6621,66
"7233","household","strategy_to_change","react",19556,0.19556,66
"7234","household","substitution_capacity","yes",100000,1,66
"7235","trawler","economic_buffers","medium",51069,0.51069,66
"7236","trawler","economic_buffers","high",48931,0.48931,66
"7237","trawler","economic_risk","low",88357,0.88357,66
"7238","trawler","economic_risk","medium",5851,0.05851,66
"7239","trawler","economic_risk","high",5792,0.05792,66
"7240","trawler","go_fishing","no",14491,0.14491,66
"7241","trawler","go_fishing","yes",85509,0.85509,66
"7242","trawler","individual_importance","medium",422,0.00422,66
"7243","trawler","individual_importance","high",99578,0.99578,66
"7244","trawler","individual_risk","low",43207,0.43207,66
"7245","trawler","individual_risk","medium",41718,0.41718,66
"7246","trawler","individual_risk","high",15075,0.15075,66
"7247","trawler","societal_importance","high",100000,1,66
"7248","trawler","societal_risk","low",43207,0.43207,66
"7249","trawler","societal_risk","medium",41652,0.41652,66
"7250","trawler","societal_risk","high",15141,0.15141,66
"7251","trawler","strategy_to_change","cope",53111,0.53111,66
"7252","trawler","strategy_to_change","react",46889,0.46889,66
"7253","trawler","substitution_capacity","yes",100000,1,66
"7254","guide","economic_buffers","low",95891,0.95891,66
"7255","guide","economic_buffers","medium",4109,0.04109,66
"7256","guide","economic_risk","low",21853,0.21853,66
"7257","guide","economic_risk","medium",3691,0.03691,66
"7258","guide","economic_risk","high",74456,0.74456,66
"7259","guide","go_fishing","no",69801,0.69801,66
"7260","guide","go_fishing","yes",30199,0.30199,66
"7261","guide","individual_importance","high",100000,1,66
"7262","guide","individual_risk","low",10339,0.10339,66
"7263","guide","individual_risk","medium",13551,0.13551,66
"7264","guide","individual_risk","high",76110,0.7611,66
"7265","guide","societal_importance","medium",83993,0.83993,66
"7266","guide","societal_importance","high",16007,0.16007,66
"7267","guide","societal_risk","low",10339,0.10339,66
"7268","guide","societal_risk","medium",77540,0.7754,66
"7269","guide","societal_risk","high",12121,0.12121,66
"7270","guide","strategy_to_change","cope",82218,0.82218,66
"7271","guide","strategy_to_change","react",1611,0.01611,66
"7272","guide","strategy_to_change","adapt",16171,0.16171,66
"7273","guide","substitution_capacity","no",100000,1,66
"7274","recreational","economic_buffers","low",100000,1,67
"7275","recreational","economic_risk","low",53584,0.53584,67
"7276","recreational","economic_risk","medium",10907,0.10907,67
"7277","recreational","economic_risk","high",21329,0.21329,67
"7278","recreational","economic_risk","not_relevant",14180,0.1418,67
"7279","recreational","go_fishing","no",38806,0.38806,67
